RUS_DOP,RUS_RV2T,RUS_EntropyZ,RUS_EntropyN,RUS_EntropyE,RUS_KurtosisZ,RUS_KurtosisN,RUS_KurtosisE,RUS_SkewZ,RUS_SkewN,RUS_SkewE,RUS_CDZ,RUS_CDN,RUS_CDE,BRR_DOP,BRR_RV2T,BRR_EntropyZ,BRR_EntropyN,BRR_EntropyE,BRR_KurtosisZ,BRR_KurtosisN,BRR_KurtosisE,BRR_SkewZ,BRR_SkewN,BRR_SkewE,BRR_CDZ,BRR_CDN,BRR_CDE,EsSismo
0.093271469,0.247950099,4.474844697,4.513705725,4.66964207,-0.2813796,-0.148769631,0.471693388,0.096786206,0.433156911,-0.665339509,0.916442764,0.904470769,0.948647366,0.335931451,0.654083517,4.083763362,4.247574243,4.230636202,0.936483455,5.586950877,2.945117856,0.056269768,-0.860379641,-0.381764464,0.220147512,0.399725167,0.357485221,1
0.061264924,0.316275698,4.475996492,4.425777199,4.355400211,-0.793583514,-0.570491512,0.934003275,-0.068244768,0.074389972,0.5836312,0.946044144,0.95550996,0.917094033,0.209489187,0.08174287,2.431735427,3.356647589,3.045937857,-0.485158537,-0.775307388,-0.796257205,-0.208058587,0.083904254,0.129387313,0.916537863,0.95179377,0.928711253,0
0.219826029,0.323462863,5.099003675,5.052182362,5.040935659,0.646475779,-0.3601594,-0.603179313,-0.507320697,-0.019523394,-0.657188255,0.95107214,0.95675995,0.938537661,0.084906143,0.47348357,4.138343977,4.142828749,3.747839765,1.529059138,-0.608701505,2.483649509,-0.410476456,-0.056854954,-0.9555753,0.954699881,0.940549631,0.940098867,1
0.233822266,0.159158453,4.740566253,4.824225533,4.784335692,-0.388167909,3.609304145,-0.820977741,0.187583773,0.977479236,-0.356194966,0.946735653,0.887886543,0.9535855,0.235393786,0.072384801,3.200065586,3.953989529,3.900428323,-0.450924379,-1.075248039,-0.299304133,0.032985664,-0.142733332,-0.303848111,0.914523884,0.908148719,0.962815051,0
0.050451875,0.385979603,3.780470673,3.716650121,3.794847353,1.468079077,1.090405143,-0.074828705,0.071901205,0.615231095,0.142233604,0.920812348,0.967837166,0.955696016,0.028197261,0.296605026,3.293231326,3.429943471,3.424488924,0.693718149,-0.375433184,-0.176138665,0.178406504,-0.231009495,0.200188555,0.925700581,0.913222413,0.909018941,1
0.312902598,0.079595686,3.478053685,4.278727898,3.973520587,-0.937465012,-0.886869923,-1.07149445,-0.340392575,0.268863173,0.069328421,0.950994773,0.879600922,0.943425431,0.175630672,0.122173713,2.687964654,3.439304767,3.141241911,-0.5734726,-0.199897775,1.09062217,-0.287704294,0.189146979,-0.55232031,0.972694143,0.930225789,0.964266583,0
0.131741796,0.531626285,4.734205925,4.730582908,4.517841905,2.784839192,-0.401264097,0.11145683,-0.080933998,-0.30484786,0.171955937,0.933204135,0.959933698,0.949351065,0.330233556,0.615662313,3.769500653,3.256796016,3.406690887,3.935873717,0.595050469,4.468250376,-0.778381056,-0.253728728,1.052276977,0.865840053,0.93229922,0.889799445,1
0.061227149,0.412285116,4.333187908,4.339782782,4.253618252,-0.832392872,0.68985768,-0.844179399,-0.309419153,-0.375244979,0.072464173,0.818461841,0.943948297,0.968341125,0.213801631,0.075406132,1.882833862,2.882027032,2.576911916,-0.37520611,-0.491651367,-0.031254413,-0.464883226,-0.225203673,-0.574727504,0.939400557,0.940168688,0.93968044,0
0.5191021,0.788637498,4.772396775,4.837171226,4.948992025,2.023865795,3.787407387,2.283522857,-0.684107756,0.551432514,-0.045342244,0.329054335,0.859624588,0.882589111,0.088807568,0.367077372,3.177267129,3.143381373,3.169742999,1.462701864,0.132104384,-0.478859764,0.018724731,-0.394851061,0.138863695,0.955662231,0.958441494,0.956480301,1
0.275494509,0.111792473,4.084896816,4.196210905,4.694797702,0.204393635,0.872812872,-0.906331043,-0.370096405,0.938323078,0.146011915,0.91920687,0.926135235,0.931599462,0.296248645,0.146514858,2.859465479,3.485515745,3.040715583,0.299483303,-0.637862581,-0.23495367,-0.238810662,-0.408044809,-0.107053319,0.933528679,0.971533482,0.917825511,0
0.055456721,0.341497705,4.716719965,4.751031216,4.877632209,0.420640638,0.627939127,-0.399774162,0.449310173,0.749207067,-0.26723515,0.919386271,0.951435674,0.956832621,0.15422395,0.560344354,3.485090435,3.261867607,3.611109962,6.190262698,7.380024092,2.970352549,0.66530062,-0.185822116,-0.041276824,0.567159954,0.872289774,0.915759518,1
0.173886413,0.200818286,4.510218219,4.522728279,4.807400241,-0.539262903,0.0758802,-0.760490534,-0.303146112,0.34463589,0.148620013,0.937815202,0.916298291,0.952331597,0.124962992,0.292457172,2.35943163,2.462842755,2.517109412,-1.072436233,-0.657508272,0.493918941,0.18789338,0.202965161,0.240005525,0.931191354,0.957076337,0.928168864,0
0.214944915,0.251411123,4.38928534,4.569895699,4.513962307,-0.656889994,-1.156300535,-0.696522191,0.095835174,-0.072669363,0.005566131,0.96399918,0.937979571,0.949324673,0.106243296,0.477408999,2.702830533,2.703139169,2.382988372,1.177955873,0.815791921,0.282874576,-0.041785033,-0.27121894,0.160748508,0.885978546,0.96285751,0.920505799,1
0.849414144,0.016413983,3.1759326,3.556389034,4.691474808,-0.001102028,-0.713265211,-0.26055429,-0.539417724,0.043037157,-0.297552456,0.94931946,0.944642073,0.962700798,0.138036088,0.480490203,2.89698705,2.89169956,2.138968771,0.76388627,-0.633035292,-0.643818143,0.38099613,-0.310943971,-0.158032959,0.908935126,0.94667981,0.927854233,0
0.423138486,0.754640586,4.645304654,4.329373314,4.293162557,4.03342349,3.972425338,1.724292346,-0.63996128,-0.057595,-0.105287821,0.852361942,0.917951638,0.890939568,0.524326453,0.786653144,3.60815171,3.490515441,3.446968091,3.420382152,4.9905514,3.387146509,0.462923618,-0.698354161,-0.442498025,0.261671975,0.862179991,0.762883984,1
0.072446688,0.282084955,4.241364773,4.277689576,4.262979688,-0.581756456,-0.243907752,0.006204901,0.142098744,0.024868641,-0.089015824,0.951408381,0.932471797,0.909432163,0.091180385,0.162117815,1.975786931,2.360101191,2.506053858,-0.153424676,0.342921633,0.087637765,-0.022791898,0.323223367,-0.389141524,0.926007416,0.937806541,0.972616491,0
0.046552957,0.290867768,4.718418955,4.788394341,4.750113966,0.478422144,0.067350195,-1.024356695,-0.140620959,0.007848159,0.010834852,0.944061467,0.938144274,0.921132528,0.070349235,0.473436265,3.675368637,3.667527129,3.475292424,1.534068826,-0.096554116,-0.328481313,0.097662877,-0.111426544,0.101945414,0.928866683,0.956292246,0.973742916,1
0.26109003,0.062945738,4.420544718,4.903087963,4.973319932,-0.71381077,-0.730649892,-1.011322616,0.115504344,0.177471049,0.043822522,0.940905969,0.938816368,0.928323369,0.412634722,0.040248929,2.709039122,3.576527189,4.012314127,1.567707873,-0.785216395,-0.684549442,0.186886208,0.06983675,-0.467260553,0.953489198,0.97411921,0.945214572,0
0.061447266,0.237738619,3.591720242,3.914170195,3.788050192,0.477901661,-0.656658658,-0.600721107,-0.692372475,0.295044699,0.131624391,0.945929122,0.94840562,0.858243876,0.115148522,0.446744357,3.260795141,3.191600186,2.873200938,1.534991366,-0.314709596,0.333612183,0.224609512,0.535179096,0.288894219,0.946798621,0.926174889,0.887516047,1
0.062276042,0.250608077,3.556158697,3.78050202,3.668872798,-1.032419487,0.022549955,-0.453487084,-0.021243862,0.051097022,0.164451908,0.962425088,0.954519274,0.946182445,0.98376298,0.001079793,2.475625934,4.962990479,3.280723702,-0.98941966,-1.420322753,-0.097085618,0.22807944,0.115412688,0.693437537,0.883228072,0.88853187,0.864528651,0
0.111374306,0.401109697,4.743528601,4.352694445,4.697133412,-0.611125252,-0.436601496,-0.169616815,0.094783688,-0.329292023,-0.027939782,0.952806514,0.942374816,0.915076942,0.028197261,0.296605026,3.293231326,3.429943471,3.424488924,0.693718149,-0.375433184,-0.176138665,0.178406504,-0.231009495,0.200188555,0.925700581,0.913222413,0.909018941,1
0.086998015,0.266877035,4.718643991,4.762277919,4.718990098,-0.520209973,0.675824454,0.017572073,-0.324341187,0.002370616,-0.233815813,0.932889845,0.942519025,0.92372109,0.175630672,0.122173713,2.687964654,3.439304767,3.141241911,-0.5734726,-0.199897775,1.09062217,-0.287704294,0.189146979,-0.55232031,0.972694143,0.930225789,0.964266583,0
0.447698597,0.750158102,5.131044793,5.001616962,5.170934633,6.537914787,2.452141295,5.545657896,-0.280900827,0.629354334,0.559942173,0.266234585,0.158395984,0.230348626,0.105869609,0.522926368,4.023906937,4.00625392,3.93833807,3.860970007,0.454910485,-0.451362213,-0.961691454,-0.216224555,0.156520842,0.932742446,0.938173,0.97101101,1
0.220298601,0.116738407,4.4781771,4.862416383,4.725786059,0.216542345,-0.110348113,-0.871198013,0.577484002,-0.039125413,0.037744376,0.918559707,0.930977369,0.94919676,0.483763417,0.083005582,3.240463246,4.14054188,3.559782285,0.178308731,-0.182643247,-0.555383223,0.235509455,0.338696354,0.417074963,0.943167191,0.95214784,0.936558686,0
0.327988765,0.683417836,4.695790039,4.718643991,4.77570523,5.27358586,0.018533109,1.497584237,-0.037932147,-0.307077598,-0.268718953,0.859742557,0.895134705,0.952933734,0.281086942,0.535253636,3.769225729,4.115176839,3.939405156,5.003315826,2.276763134,4.496609495,-1.14506308,-0.296451533,0.575661555,0.267815067,0.697764498,0.601805271,1
0.140235955,0.11638067,4.289282386,4.607740442,4.675566766,-0.862123202,-0.606491965,-0.552547171,-0.145547124,-0.05055527,0.257656436,0.953497193,0.93360071,0.92656349,0.248283044,0.055018521,2.045583374,3.145377476,2.862475693,-0.677946213,-0.801094931,-0.204669856,0.080615165,0.040591631,-0.642022205,0.958472864,0.908838566,0.95136838,0
0.106003242,0.183871569,4.538145193,4.808181981,4.698195683,0.186703644,-0.924542387,-0.438463024,-0.133269153,0.173167778,0.150073955,0.943839538,0.921069797,0.944338799,0.192783568,0.516671098,3.418772485,3.503764297,3.194911489,3.165847355,1.569284189,0.584910602,-0.740828623,-0.404721951,0.178618666,0.840648618,0.900126901,0.855087085,1
0.118631232,0.254539372,4.721470828,4.716373857,4.879677307,-0.881871509,0.777823888,-0.794813984,0.063587405,-0.670819693,0.283385644,0.91248401,0.952814185,0.978968616,0.5969062,0.049341335,2.616937987,3.858381823,2.951774073,-0.504669579,-0.361755385,-0.671673032,0.063922878,-0.440260568,-0.193945172,0.935828347,0.940134354,0.911662242,0
0.457389927,0.768668686,4.783587983,4.907403194,4.849770812,6.509102957,2.061124148,4.216793286,-1.107113089,0.6163562,0.453279334,0.321997202,0.583297058,0.681800969,0.442124973,0.768093558,4.009499855,3.76972273,3.940212603,3.825211236,8.770046694,4.522337084,0.561373096,0.164953495,-0.204290688,0.293796648,0.369812266,0.420040285,1
0.25411374,0.079210268,3.410075115,3.983952092,4.256951228,-0.756718575,-0.013881986,-0.580702532,-0.30964019,0.236603839,-0.253061066,0.914457076,0.943048319,0.963789662,0.38966129,0.047480121,1.93628584,3.223535044,2.623817984,-0.52655532,-0.876747541,0.654200219,0.235178654,0.213637029,-0.142857356,0.950245906,0.938996624,0.923267374,0
0.153957981,0.582618927,4.218479275,4.0229146,3.97487347,3.441681933,1.293766702,1.256465123,0.759937835,-0.737554192,0.818645729,0.93742098,0.922092931,0.959341307,0.058072672,0.459929147,3.46816454,3.4364529,3.12908623,1.034580424,0.061482229,0.446433239,0.459330387,-0.256037033,0.040430953,0.950814489,0.942565133,0.935774238,1
0.142923671,0.109938437,3.334370537,4.005247144,3.903199093,0.048768836,-0.000936631,0.184939479,-0.02749315,-0.132030994,0.276692958,0.912511765,0.961712863,0.955355281,0.2908973,0.049039467,1.913151631,3.101275774,2.751570671,-0.294688656,-0.184849647,0.204336854,0.397902098,-0.419653488,0.362302916,0.951278847,0.930282501,0.918279305,0
0.078763885,0.310811691,4.23431223,4.067339778,4.329138768,-0.786928313,-0.15741813,-0.673314762,-0.002399312,0.362674687,-0.11961452,0.906549277,0.925523542,0.88892262,0.049119307,0.254212283,2.542418041,2.798061203,2.645511363,-0.421068815,-0.744279551,0.782003302,0.4683662,0.0841135,0.013184736,0.938957307,0.934888492,0.922821376,1
0.023536108,0.309261441,4.280071271,4.200180029,4.331788467,-0.49613107,-0.358677219,-0.403342442,0.059547257,0.2756926,0.122154681,0.946526698,0.936414368,0.930604067,0.318608541,0.064364227,1.829230865,2.634584179,2.923585836,-0.773392024,0.246094859,-0.639347562,-0.114607758,-0.173055383,0.144472799,0.974272999,0.946322506,0.959084674,0
0.210108238,0.410429486,4.651810003,4.426558939,4.533483855,0.340349601,0.050580549,-0.542809086,0.529209723,0.020508354,-0.369345765,0.937303193,0.92417111,0.961150829,0.306024863,0.685432401,3.856768522,3.776848107,3.790334938,5.736696907,8.557340345,5.796580569,-1.306071792,-0.588890825,-0.615229045,0.333826918,0.64444873,0.616257115,1
0.055446163,0.359525417,4.328109956,4.216771347,4.425431092,-0.166988306,0.200058259,1.734836059,-0.514205534,-0.099496004,-0.667162943,0.919340548,0.918259428,0.91610269,0.248898281,0.147406227,2.588846926,3.031047464,3.018770614,-0.448989107,-0.365129873,-0.478601353,-0.312307062,-0.074299771,-0.393443758,0.926762559,0.936688193,0.962583336,0
0.064329812,0.446949089,3.683599409,3.561034989,3.638259849,3.330636755,-0.144591384,-0.981481792,-0.637472233,-0.265551179,0.17402702,0.895407922,0.935638025,0.955460901,0.094912737,0.203550881,2.25614143,2.679377183,2.42202072,0.268558818,-0.482290806,-0.677590794,0.594257248,0.125029712,0.138276489,0.906554941,0.95789174,0.941308069,1
0.173594945,0.139042625,3.032007115,3.672233393,3.337593364,-0.67398459,-0.708666777,-0.132964004,0.277935504,0.226546392,-0.378735276,0.909857023,0.90919675,0.931953916,0.218269155,0.106497348,1.925670501,2.701798153,2.375598901,-0.592400512,-0.946950015,-0.311902006,0.059337183,-0.251465927,-0.126280676,0.940019221,0.922946464,0.968931802,0
0.242689788,0.238224691,3.892358236,3.972504302,4.229694431,0.926700283,-0.616007479,-0.496303662,-0.13222866,0.097332009,0.218572398,0.932203592,0.944427407,0.947519956,0.227382849,0.584903244,3.204961973,2.974028375,3.178863578,2.695642906,1.223695299,0.801489151,-0.930573129,0.338757645,0.274996522,0.797858192,0.912930624,0.910301557,1
0.095735542,0.165584141,3.244917209,3.656956665,3.629131649,-0.591757894,0.012991815,0.496782835,0.34870711,0.164362317,-0.487520511,0.944306491,0.94146746,0.949059075,0.337099694,0.145810678,2.584122363,3.248165804,2.874626469,-0.855683482,-0.636133261,-0.856797242,0.223704937,-0.138191827,0.074612218,0.955570266,0.963318094,0.946791487,0
0.125590894,0.512582215,4.484883537,4.123861609,4.145299969,0.105221948,0.002453064,-0.073518477,0.052067125,-0.120786261,-0.589672187,0.951771925,0.907972718,0.965291646,0.227942735,0.645539409,3.420038382,3.213020366,3.125281566,4.079688045,1.090791056,3.885423915,0.143044001,0.286554254,-0.962602466,0.807784795,0.887461053,0.89636564,1
0.314490373,0.108672453,4.077604226,4.699548566,4.380219245,-0.774122083,-0.227996655,-1.10446618,-0.024951116,-0.258512436,0.154016355,0.934046406,0.954195363,0.919328483,0.283390375,0.137221119,1.942942968,2.736863064,2.254415241,-0.858642779,-0.580828432,-0.144021327,-0.25923659,0.174957368,-0.182422467,0.950033648,0.948620185,0.962311412,0
0.192828401,0.602847856,4.139004645,3.778377106,4.047576659,1.908458753,-0.749328712,-0.411411017,-0.522557357,-0.224497291,-0.123357591,0.901365955,0.939078448,0.941623691,0.029998388,0.347463547,4.159564515,4.280651924,4.104112741,0.659517664,-0.195766272,0.867499398,0.372088335,0.017987274,0.611850942,0.928069864,0.946817594,0.947440136,1
0.040340653,0.428975514,4.35292899,4.052709906,4.243758462,-0.363338374,-0.825530668,-0.279821986,0.248813375,0.182505023,0.034374234,0.9577221,0.886650109,0.946873417,0.126931667,0.200321618,3.541242993,3.920540033,3.721699021,-0.49102193,-0.446116525,-0.400009736,-0.373899025,-0.140383176,-0.275786691,0.953288441,0.916917031,0.965078267,0
0.813411793,0.915251946,4.365473081,4.301390845,3.977645334,6.542171749,8.114674813,6.747268786,-0.404252224,-0.572843206,0.110795777,0.269803537,0.547383049,0.6750415,0.078942769,0.297109518,2.887877941,2.923538249,3.163496516,1.653426128,0.211048623,-0.564646306,0.263896002,0.029838253,-0.109908243,0.939902193,0.960710644,0.918319711,1
0.082687733,0.155130052,3.022043714,3.381381013,3.442989258,-0.646404081,-0.056731852,0.541083916,-0.22249288,-0.094594751,0.774633674,0.949164791,0.923433286,0.960081803,0.24535433,0.162581469,2.697048477,3.332761925,2.796409296,-0.278236103,-0.090587252,-0.291465629,-0.445580884,0.134285311,-0.056172723,0.952421716,0.912780833,0.955311008,0
0.425717479,0.759972417,4.907974337,4.959110881,4.897855482,5.799348396,3.00745444,5.724902675,-1.045595539,0.675826385,-0.171906426,0.255305498,0.613124135,0.554758326,0.620198388,0.822740525,4.345922377,4.29221376,4.153328929,2.242464194,5.751271158,2.061663792,0.08240025,-0.302590299,-0.46801262,0.273076585,0.770102917,0.683855817,1
0.081466007,0.487409803,4.548039013,4.358507579,4.44076799,-0.4765194,-0.015641758,-1.1344281,0.157842374,-0.337021803,0.25300952,0.911331613,0.956165853,0.934666777,0.417163288,0.037323465,2.18678877,3.596910293,2.998790965,-0.654000893,-0.3572009,0.532346442,0.067222855,0.164090616,-0.072122322,0.922917242,0.95822269,0.925475934,0
0.171863638,0.35185857,4.673521669,4.624084116,4.625347473,0.009419916,-0.147723711,0.239445573,-0.127850893,-0.274711276,-0.194885894,0.968895518,0.92887898,0.928416958,0.337464399,0.68914396,3.782276374,3.538702038,3.605421442,3.50158622,5.378647602,4.830906986,0.45117501,0.850407373,1.046286045,0.409524693,0.768885581,0.846692879,1
0.1362063,0.245661428,4.294715955,4.430574048,4.371477793,-0.708860205,-0.682532549,0.934743402,0.287292698,0.346472604,-0.807961988,0.933967593,0.948062566,0.94082811,0.34713357,0.106693906,1.743593127,2.500571698,2.392919162,-0.713232863,-0.466328348,-0.173702399,0.141565547,0.061261821,0.456967248,0.938232383,0.932520755,0.958003585,0
