RUS_DOP,RUS_RV2T,RUS_EntropyZ,RUS_EntropyN,RUS_EntropyE,RUS_KurtosisZ,RUS_KurtosisN,RUS_KurtosisE,RUS_SkewZ,RUS_SkewN,RUS_SkewE,RUS_CDZ,RUS_CDN,RUS_CDE,BRR_DOP,BRR_RV2T,BRR_EntropyZ,BRR_EntropyN,BRR_EntropyE,BRR_KurtosisZ,BRR_KurtosisN,BRR_KurtosisE,BRR_SkewZ,BRR_SkewN,BRR_SkewE,BRR_CDZ,BRR_CDN,BRR_CDE,EsSismo
0.108034613,0.186057297,4.284621048,4.460959716,4.555115505,-0.596782193,-0.693370458,-0.618747271,0.320033035,0.240838625,0.150844326,0.94968425,0.965106512,0.958973075,0.147353616,0.119779875,2.305724777,2.955114927,2.807270634,0.045124605,0.226472643,0.43900483,-0.451788911,0.51528799,-0.011980043,0.961498653,0.942980516,0.947784837,0
0.071998382,0.22644399,4.218123658,4.443730338,4.31970453,-0.667475737,-0.508814855,-0.632244226,-0.244410971,0.059994762,-0.150121007,0.968577967,0.935915705,0.930079557,0.033628481,0.272246032,2.444998713,2.810245307,2.663485965,2.870215755,-0.199435692,-0.416277675,-1.478673415,-0.012705603,0.259969401,0.956411755,0.961286406,0.961243216,1
0.075538374,0.177909194,4.343582365,4.632625053,4.570812949,-1.18349338,-0.415904407,0.385174422,-0.124692988,-0.143016326,0.287206138,0.947169936,0.935940939,0.955847924,0.107070679,0.180991015,2.041123963,2.543843234,2.333501763,-0.463564347,0.169686985,-0.865388613,0.158958589,0.269632732,0.223556742,0.932547502,0.936565872,0.930914637,0
0.109926296,0.424132591,4.177326077,4.299377293,4.410561373,4.403885383,-0.164283169,-0.256145229,-1.759801217,0.442291971,0.611261312,0.861067868,0.942455049,0.934799789,0.139137864,0.124210885,2.786131888,3.618967494,3.462006579,7.106360124,-0.228097987,-0.221100638,-1.997358101,-0.170684488,-0.031021403,0.897911591,0.938971899,0.933923404,1
0.068686607,0.328901208,3.918616007,3.835027806,3.991955344,-0.322235441,-0.105650709,0.58146755,-0.622037015,0.098953952,-0.560005745,0.927978928,0.935977792,0.948097583,0.145497073,0.110608109,2.875002747,3.567721148,3.504115184,-0.23660867,-0.294389365,-0.572741528,0.176912314,0.150088944,-0.166256411,0.914665522,0.935753387,0.970920268,0
0.988185059,0.988832907,3.637361567,3.561790535,3.695986685,29.35506851,13.75509983,12.01100859,5.364021648,2.968645697,-2.967292402,0.064921132,0.939797227,0.941959684,0.809737012,0.887881291,2.603000121,2.878509566,2.991663822,26.57123228,1.581085886,3.804666747,-3.463072429,-0.743286407,-0.003232977,0.478610148,0.955468064,0.950301093,1
0.147625117,0.228795816,3.339828171,3.761607881,3.392976891,-0.225693395,-0.456257184,-0.66892656,0.485993764,-0.215605857,0.281625723,0.923257869,0.933018265,0.956237771,0.144577005,0.327852388,2.926141039,3.249243014,2.617645333,0.356964464,-0.392128048,-0.158311495,-0.285140951,-0.006650952,0.024163431,0.931013151,0.971672316,0.937422903,0
0.005489223,0.374826711,4.434182626,4.442166858,4.386804609,1.056511241,0.000945187,-0.130424832,0.557444152,-0.062499218,-0.23803005,0.927098935,0.935957407,0.882837174,0.073003227,0.322548177,2.235131937,2.543813682,2.580362922,8.069660421,-0.227402683,-0.738906291,2.339411311,-0.620898734,-0.090596254,0.91989037,0.932852739,0.930885426,1
0.123598508,0.125899324,3.959358093,4.581924142,4.473380252,0.191723798,-0.545524928,-0.030999669,-0.295576966,-0.323657024,-0.043934681,0.891673484,0.944055077,0.944859449,0.399499491,0.161865858,2.08252031,2.046156772,2.691712187,-0.536594347,-0.095530387,-0.595966967,-0.169464317,-0.156513985,0.699311574,0.911044184,0.944595396,0.917777214,0
0.017943212,0.342077096,4.488306038,4.548184033,4.503286747,0.540884139,-0.469911863,-0.507795351,-0.391670872,0.365543957,0.039291127,0.946918898,0.932466785,0.933504632,0.92786006,0.961546791,2.808740899,3.126367334,3.120185483,28.82394936,8.971973763,6.151401672,4.110189069,-1.339800769,-0.274896179,0.037688609,0.928722626,0.952744893,1
0.174659461,0.216740155,4.474297502,4.658395367,4.617007624,-1.200815252,-0.40128589,-0.75706715,-0.012831961,-0.258183086,-0.187424175,0.951996734,0.970916569,0.956024893,0.687813653,0.054554395,2.610864234,3.82953817,2.706151112,-0.587153693,-0.75369942,-0.701314047,0.199236972,0.117278905,0.097375505,0.902416399,0.924643049,0.948365475,0
0.229888285,0.168406905,4.933430091,5.070360537,5.057414844,-0.237253566,-0.206480005,-0.025801825,0.11097465,0.252248809,-0.341465674,0.920117693,0.959110766,0.917214337,0.084940183,0.283717724,3.606859608,3.917587195,3.596519587,1.283949795,-0.253270036,-0.518755254,-0.332672961,-0.216309147,0.065412987,0.89883929,0.956930884,0.943134434,1
0.115102059,0.185655445,4.718072848,4.792620047,4.955923497,-0.480419446,-0.355374866,0.689370346,0.485899684,-0.115214938,-0.220215561,0.931022597,0.933699576,0.930781118,0.103596498,0.128976435,3.275259015,3.886139256,3.747759749,-0.304064019,-0.427327024,-0.532167848,0.395626053,-0.131377679,-0.260835963,0.923429387,0.950477617,0.950185405,0
0.191518425,0.141813172,3.265215195,3.507328076,3.83110638,-0.152692694,0.074018094,0.158549948,0.056690843,0.425993688,-0.257076107,0.95429976,0.94721082,0.950172141,0.121485818,0.154852107,2.890967743,3.474463962,3.239763357,2.277969306,0.481321862,-0.472530506,-0.20305098,-0.566027602,0.196515792,0.952801919,0.923237041,0.943190758,1
0.09329448,0.172367649,3.743840082,4.108849166,4.366220791,1.827126936,-1.093031697,-0.518509582,-1.146407419,-0.049511981,-0.295507118,0.918265781,0.883651164,0.966592795,0.220072165,0.14193829,2.775471891,3.462578781,2.97348017,0.179941992,0.290921525,-0.446828623,0.03885195,-0.412895733,-0.215038828,0.946961675,0.949485546,0.933415851,0
0.027110518,0.392724149,4.582785897,4.687820245,4.51453345,-0.315856097,-1.102990193,-0.626560968,-0.078606508,-0.053648248,0.011297079,0.938326284,0.94974813,0.950320393,0.241153715,0.577248061,2.838454458,2.611517426,2.564747747,6.871367686,1.096169516,5.553727196,-1.999737817,-0.251000229,1.320932479,0.859126141,0.929844512,0.966170047,1
0.1298901,0.145192383,3.911879784,4.267786818,4.409724138,-0.289612657,-0.321523467,0.202635314,-0.543916202,0.178092176,0.25737479,0.929307053,0.902102104,0.892013862,0.264703907,0.093835885,1.942558341,2.835045045,2.435307652,-0.345989997,-0.29334512,-0.440935416,-0.251157939,-0.412748924,-0.097586655,0.919680432,0.952438456,0.942720267,0
0.232804002,0.606393855,4.380398295,4.484963552,4.706826145,21.7736963,0.53074312,0.308477134,-1.446226403,-0.043597896,-0.282293733,0.882035251,0.932879164,0.956007003,0.256714832,0.152470242,2.759185783,3.250812471,3.05497907,-0.849081082,0.995694434,0.71199873,0.11177305,-0.631824214,0.711278495,0.962919302,0.970782407,0.942715842,1
0.099516334,0.331141518,4.582059652,4.639210417,4.451668586,-0.132847668,-0.885559312,-0.838665715,-0.290091407,0.204975105,-0.087913723,0.935270058,0.953020228,0.902629736,0.196980561,0.105127796,2.666726505,3.521745914,3.093925999,-0.016356986,-0.369436678,2.580805651,-0.14593005,-0.016485381,-0.887769047,0.906998641,0.942838584,0.946087405,0
0.043358651,0.291129389,4.652502218,4.769209391,4.761496179,-0.14220767,-0.100434008,-0.060295124,0.823947391,0.564848554,-0.469849308,0.906851722,0.939532286,0.937037493,0.140932468,0.449065052,2.386819655,2.706495767,2.72505099,16.82646811,-0.272274819,0.550941949,-3.305148023,0.034016909,-0.689393261,0.921319004,0.913196973,0.959661009,1
0.130785489,0.553409868,4.76489416,4.396642934,4.394517821,-0.938388749,0.360003699,0.471118098,0.308443968,-0.225320986,-0.266876784,0.952130955,0.903114752,0.90399912,0.396911749,0.054867223,1.872209458,2.619305419,3.079368883,-0.193807453,-0.451036164,-0.380489362,-0.152238852,0.163860151,0.005580161,0.905482913,0.916274402,0.937044608,0
0.197346365,0.29660029,4.247669607,4.384880583,4.316918748,-0.659771866,-0.567754038,0.440539999,0.127649026,-0.16225656,-0.162022479,0.921031672,0.95707007,0.960134465,0.060279052,0.2053572,1.885922864,2.228915629,2.154805507,-0.67869797,-0.018308398,-0.760685411,0.287990789,-0.071127384,0.212943299,0.953232047,0.975796987,0.934339707,1
0.521369882,0.075319486,3.453450749,3.681115708,4.443819864,-0.766070281,-0.290400721,-0.602832018,0.054948889,0.092866599,-0.044656815,0.914283505,0.955078709,0.95306524,0.224832304,0.233508433,2.197308483,2.598008992,2.212890901,-0.399231874,-0.782838932,-0.299114583,-0.319007428,0.079000765,-0.109826119,0.951226336,0.952951935,0.960062131,0
0.049504415,0.442025824,4.238145843,3.996495611,4.070382142,0.668774011,0.679790937,0.96338873,0.558945363,0.09727791,-0.648088217,0.93655151,0.912417948,0.940588494,0.530937168,0.776493911,2.232824074,2.71678625,2.301725252,26.92850988,0.459683128,9.152258073,-4.619265121,0.532458623,-1.841372962,0.680904205,0.909246868,0.867532802,1
0.128954231,0.406554892,4.562562625,4.154533121,4.528742501,-0.409259008,0.331562904,0.156609992,0.051466909,-0.007641646,0.100473956,0.908640494,0.891054381,0.949988623,0.087979181,0.156637869,1.928318654,2.457010503,2.428591745,-0.08987999,-0.15401853,0.045659727,0.670461943,0.321357915,-0.177918582,0.92122717,0.957331275,0.934778298,0
0.111957697,0.174965378,4.487589303,4.739784513,4.734898139,1.616354767,-0.582599231,-0.768526977,0.04914979,0.266400058,-0.218986398,0.958013232,0.941353202,0.951025821,0.069317652,0.324358433,3.177802446,3.402453188,3.245600164,4.688756896,0.112359015,-0.220448855,-1.499409593,-0.179518496,-0.01310132,0.950289285,0.946999741,0.964747467,1
0.434759004,0.116430265,4.520547671,4.818646944,4.790921057,0.735821138,-0.523437431,-0.717789825,0.499426696,-0.127095803,0.184743751,0.950033323,0.914136833,0.930594555,0.143403841,0.154646415,2.91837812,3.402892923,3.256198807,-0.213654323,0.400778363,-0.200291161,0.25325937,0.303239767,-0.123766517,0.953079197,0.933885312,0.953714701,0
0.049110747,0.273458539,3.797088037,3.886083761,3.926694494,-0.148548217,-0.767707178,-0.867552998,-0.229461813,0.052976223,-0.185863478,0.935181454,0.920573059,0.927838191,0.314466052,0.201294177,2.774678535,3.179487073,2.853416948,-0.450125988,-0.661405419,-0.379106691,0.101525886,0.417413593,-0.161553227,0.938987917,0.917872045,0.926273269,1
0.199788092,0.118080252,3.480750314,3.909012228,4.130921377,0.481197035,-0.4081525,-0.670747943,-0.513619797,-0.301949468,0.020004768,0.957881897,0.953055544,0.961941708,0.584977736,0.063914631,2.675852978,3.807356841,2.987810448,-0.794189116,-0.470808736,-0.923880167,0.062883364,-0.046815877,0.2596848,0.884493122,0.903932367,0.956135714,0
0.085730414,0.325632917,4.748761083,4.583848168,4.822180435,-0.674597454,0.527667242,-0.996469742,0.252587024,0.206007693,-0.000820844,0.957640371,0.948329991,0.935522931,0.121485818,0.154852107,2.890967743,3.474463962,3.239763357,2.277969306,0.481321862,-0.472530506,-0.20305098,-0.566027602,0.196515792,0.952801919,0.923237041,0.943190758,1
0.163334591,0.181525041,4.478387697,4.778757103,4.821609292,-0.027966673,0.055480569,-0.081985916,-0.021299449,-0.295214965,0.283492947,0.923051876,0.9317789,0.957944701,0.220072165,0.14193829,2.775471891,3.462578781,2.97348017,0.179941992,0.290921525,-0.446828623,0.03885195,-0.412895733,-0.215038828,0.946961675,0.949485546,0.933415851,0
0.975225128,0.987685317,4.826841773,4.632022363,4.871046845,26.90388985,7.869012316,-0.144019839,5.09711607,1.926912603,-0.450758777,0.088089588,0.923971839,0.965695594,0.081864939,0.175215742,3.460882858,3.705282474,3.851459861,0.32879481,2.160108431,-0.801976256,-0.332707636,-0.858376791,0.033929964,0.929261531,0.911527851,0.924889966,1
0.112867603,0.353599436,4.756609805,4.460345033,4.763195169,-1.084055958,0.273239602,0.589651893,-0.149047629,0.654427016,0.288562495,0.932336586,0.89763014,0.899138502,0.133141474,0.173954633,3.218926465,3.687540607,3.516203852,0.355465331,0.143646747,-0.174839233,-0.335277128,0.335112729,0.023828236,0.931022033,0.881688045,0.941357013,0
0.19027943,0.243895733,4.408661867,4.627271499,4.626700356,1.653530714,-0.173928587,-0.82693756,0.536608443,0.123896127,-0.243567335,0.949300673,0.939838925,0.961742445,0.152471014,0.488461185,2.705567218,3.31717723,2.786568373,37.20532937,-1.186260573,2.169796572,4.026067648,-0.095342313,0.437547419,0.804395998,0.924131669,0.940508888,1
0.198641444,0.591180829,4.68864797,4.360296095,4.416575594,-0.489902511,-0.830835654,-1.06322978,0.473001654,0.115104828,-0.130950731,0.938871883,0.951953011,0.956549139,0.148582136,0.127144696,2.157689127,2.839547293,2.736442203,0.410381083,-0.503664924,-0.641208421,-0.451078033,0.340459125,-0.172202693,0.942602446,0.953841035,0.960666249,0
0.126826169,0.257795783,4.787041458,4.837171226,4.697278432,-0.457825066,-0.835943124,-0.124339364,0.261026455,-0.023882289,0.458407702,0.920510886,0.911156928,0.958029943,0.101483311,0.153557074,2.722516489,3.332951135,3.166059758,0.306608008,-1.078397098,0.068090574,-0.983369555,0.153117635,0.537762957,0.943296075,0.915391019,0.892523147,1
0.232792733,0.158948671,4.634895186,4.905704204,4.750460073,-0.801268525,-0.707891506,-0.800180321,-0.053842613,0.335831249,-0.098292217,0.881310414,0.949705935,0.926219479,0.257630006,0.123099579,2.61859676,3.304725779,2.991542455,-0.550784151,-0.441434218,-0.521367547,0.032655797,0.317569077,0.354829652,0.939846899,0.875822499,0.939271768,0
0.96995999,0.985658577,4.192377863,4.191470123,4.213897952,42.97524397,2.370522323,0.360347995,-5.516663907,-0.291739836,0.342087914,0.191834664,0.94140814,0.941434669,0.863605476,0.911826281,2.387586393,2.58447161,2.778232595,37.51888257,0.218993736,9.864478054,4.55172749,0.424915254,-0.24378504,0.200204149,0.897194977,0.943986216,1
0.106131227,0.355996425,4.050369466,3.823148392,4.131412505,-0.115718376,-0.96752161,-0.449250971,-0.680280811,-0.132798956,-0.344646835,0.948153967,0.899276562,0.926084603,0.414920241,0.198839237,2.539050719,3.239224883,2.328381122,-0.224021392,-0.24211962,0.210143964,-0.726645746,0.313014434,-0.209586457,0.83468225,0.926237889,0.957535418,0
0.180365766,0.506164592,3.756573419,3.706204377,3.694708317,7.095851286,-0.134585046,-0.956827839,-1.939973053,-0.470066692,0.104074889,0.918903045,0.941004614,0.959579614,0.100974172,0.248536913,2.868097923,3.264158391,3.001841036,2.713015898,1.035791622,0.471637971,-0.302275583,-0.468210741,-0.091927865,0.958419956,0.958146601,0.952445472,1
0.076241658,0.264040455,3.341662099,3.375569222,3.519531526,-0.485727742,-1.088167969,0.594196616,-0.096052503,0.100892495,0.178582387,0.953290828,0.938607841,0.928583667,0.27469272,0.13982348,2.352497547,3.033353106,2.730898532,-0.049091426,-0.429432057,0.88416635,0.372504572,0.353501197,0.26846844,0.934658928,0.933162599,0.948384041,0
0.03578788,0.340753059,4.198256002,4.190276699,4.193103537,-0.854962542,-0.145166325,-0.384290856,-0.203627704,-0.269826055,-0.15771084,0.916896125,0.951046934,0.921820411,0.077796734,0.189094886,2.377977843,2.777651347,2.6586767,-0.135061903,-1.323411337,-0.020399112,0.726464255,-0.010334004,0.516586778,0.95654245,0.925439682,0.94472855,1
0.280549759,0.651544827,4.68045314,4.188272657,4.163197041,-0.393790224,0.318619463,-0.346370055,0.065858089,0.652549299,-0.316189461,0.944671952,0.952981998,0.922565706,0.066099394,0.23619406,2.236233643,2.345177736,2.525238142,0.201788952,-0.001043512,0.199350793,-0.554394389,0.672918242,0.563871117,0.884852137,0.954125725,0.963486245,0
0.248976368,0.256092901,4.540424836,4.291327484,4.76659315,-0.428418717,-0.164380777,0.54347714,0.034098723,-0.014130424,-0.378212619,0.961076239,0.903816099,0.952401117,0.611032144,0.831675846,2.727477482,2.945978095,2.937621716,33.16677337,-0.72297151,0.885158368,5.217852827,0.114552026,0.415639974,0.678567759,0.942850667,0.956512717,1
0.286052592,0.10562903,4.090259307,4.497708158,4.607024279,0.369444324,-0.960195647,-1.268939394,0.775573854,0.225354403,-0.176044676,0.927979147,0.949307666,0.915280918,0.118584525,0.20348879,2.960563228,3.324696568,3.128261854,0.227831342,-0.027350746,-0.755849106,0.143086744,0.592299811,0.252706786,0.925138697,0.931112346,0.944102912,0
0.098844037,0.507687048,3.74558407,3.425265884,3.561566149,2.379325152,-0.011929914,-0.542114553,-0.702487434,-0.430721755,0.13514369,0.926068935,0.967597076,0.937792975,0.139483503,0.107519748,1.951187725,2.591628841,2.45149708,-0.526967645,-0.206747866,-0.742907064,-0.027847598,0.574386321,0.424388516,0.949838605,0.945889736,0.954038588,1
0.224158542,0.188939961,3.221434071,3.223221905,3.727685168,-0.552740901,0.301994733,-0.447470888,0.174248054,0.229513269,0.03340221,0.93799439,0.97036083,0.888629644,0.159828795,0.12069263,1.931178706,2.5792134,2.480097056,-0.72514737,1.030999618,-0.03594292,-0.244697843,-0.444843701,-0.42071385,0.931689844,0.936266345,0.963267744,0
0.153016735,0.257092813,3.634204298,3.98305879,3.867488974,2.724981433,-0.87170508,0.189174741,-0.235821758,0.005104093,0.51435495,0.895513027,0.943992689,0.95676583,0.15243086,0.148014229,2.048606268,2.569087189,2.756006758,5.415225134,0.329653027,-0.495884415,1.567771776,-0.314849507,0.310497783,0.922675846,0.940607077,0.923625803,1
0.029413408,0.253685367,3.52704838,3.576191163,3.723632557,0.294828021,-0.952284227,-1.047030402,0.538213211,0.063018853,-0.031828748,0.926423846,0.888249316,0.952041253,0.209479684,0.177159716,2.33618722,2.738531113,2.682996913,0.264156804,0.76736725,-0.994688836,-0.456299772,-0.881762651,0.166389545,0.913900205,0.947497383,0.923638559,0
0.094626253,0.393156114,3.986996168,4.054820208,3.946187364,2.094947503,-0.670181463,-0.572056122,0.786330873,0.429929159,-0.059545006,0.927025765,0.925168796,0.941607252,0.131549419,0.227550705,2.366885017,2.739513204,2.485014721,0.504618614,0.429550149,1.006162532,-0.886196554,0.848977999,-0.167001602,0.943228838,0.954082987,0.933938765,1
0.325408577,0.705650026,4.535673973,4.18778153,4.019962334,-0.800590259,-0.276931918,-0.182688116,-0.129642801,-0.044452571,-0.186958529,0.936432915,0.950356273,0.946461252,0.28092409,0.098888067,2.057747355,2.916686792,2.399392759,-0.682835219,0.418677582,0.248983099,0.097474607,0.636057531,0.551449993,0.966179324,0.955602632,0.933110314,0
0.043153691,0.368430984,3.804618271,3.743800335,4.050023359,3.423493229,-0.863917078,-0.590218368,1.409390871,-0.249509481,0.03092376,0.922673962,0.956591212,0.947405296,0.181229994,0.148079897,3.543840214,4.192007236,3.842248746,0.912470017,-0.018669192,0.181292933,0.081741043,0.158011972,-0.118549813,0.874396343,0.932631647,0.947981487,1
0.033632519,0.420740205,4.097906942,4.024567605,3.909027238,-0.193793895,-0.801100464,0.057399373,0.207435357,0.08687834,0.544413231,0.942270004,0.947402133,0.940016057,0.021574627,0.390186851,3.92663427,3.772609957,3.700415191,-0.766153198,-0.578622282,0.299216868,0.089859444,-0.238734113,-0.315048576,0.959365054,0.935404625,0.925046166,0
0.063083761,0.469130161,3.312096783,3.522392916,3.457138699,17.23946311,-0.190928133,-0.542839176,1.085326315,-0.046563102,0.014894731,0.939486833,0.946017354,0.954514423,0.122477739,0.112108135,2.356634266,3.06802269,2.984781992,-0.774253383,0.20338536,-0.475912695,-0.233578225,0.371932633,0.028330037,0.92353294,0.925776303,0.946534873,1
0.112627019,0.295660682,3.218409093,2.996626689,3.432910349,-0.190734261,-0.729133731,0.64320192,0.502850316,-0.272521406,0.155065221,0.936755864,0.918395544,0.892020546,0.2795377,0.104480933,2.473122034,3.171730317,2.846805473,-0.255628527,2.911382018,-0.665832142,-0.314892181,1.344040272,0.085477778,0.964607834,0.953006236,0.896343916,0
0.880555806,0.954946061,4.386579574,4.677401267,4.643090015,36.53706367,-0.878724821,-0.339984925,6.041948718,-0.017495432,-0.237777329,0.264543226,0.928923784,0.949197374,0.494829632,0.751161938,3.14321797,3.39028364,3.250796856,26.64990491,0.422538567,2.879088196,-2.129996994,0.41379403,1.114077653,0.815751943,0.963273556,0.937105712,1
0.064039488,0.328332037,4.426760027,4.319479494,4.445855452,-0.005354792,-0.660856952,-0.223755837,-0.069016287,-0.07758823,0.13096729,0.943909092,0.851274251,0.889030972,0.10066096,0.207280428,2.465581886,2.912682929,2.63305231,-0.636137483,-0.827335443,0.064281012,-0.205013975,-0.116829034,-0.109312037,0.9023103,0.942882027,0.952656772,0
0.394862418,0.171288359,4.599410102,4.874098718,4.840704717,-0.796877358,-1.044804722,-0.564351489,0.016780335,-0.172940971,-0.139382065,0.968432185,0.95989844,0.956726349,0.331687821,0.643095241,2.652404992,2.837754958,2.758094582,21.45500502,0.789659224,4.936302585,-4.272784257,-0.030650422,-1.721945291,0.792727768,0.963373915,0.950359047,1
0.121988884,0.209000853,4.296013343,4.540415326,4.389766957,-0.22117638,-0.216354838,-0.427757036,-0.198400007,0.204246036,-0.375766212,0.918048511,0.93372721,0.88305702,0.20781351,0.140741144,2.085704503,2.723995948,2.293128064,-0.453689267,-0.973146863,-0.246051852,-0.011019745,0.087101941,-0.119438449,0.967272616,0.910620362,0.913312605,0
0.10035638,0.288822336,4.325984843,4.454050281,4.426994572,-0.249971166,-0.415764192,-0.874431687,0.02173112,0.004039628,0.306498791,0.914935481,0.954458865,0.937769648,0.114663431,0.207677471,2.270304777,2.487648558,2.610279481,-0.642497603,-0.065222467,0.323363454,-0.106721381,-0.064141481,-0.026939749,0.946265504,0.898573762,0.939900464,1
0.100637015,0.352602702,4.217094846,4.083151268,4.287527901,-0.261517709,-0.883551449,-0.041095255,0.318271402,-0.185462646,-0.142014434,0.929659107,0.955042158,0.942630543,0.336616852,0.095488564,1.884996389,2.745770425,2.155604739,-0.66843891,0.164054419,-0.278737935,-0.168110521,-0.373060266,0.305668914,0.878622164,0.892134789,0.84830099,0
