Latitude,Longitude,Depth
6.792,-73.134,148.0
6.633,-73.228,142.4
6.825,-73.142,143.3
6.821,-74.051,85.8
6.787,-73.186,140.9
7.348,-73.353,128.0
6.730,-73.134,146.0
6.761,-73.089,145.4
6.779,-73.165,143.3
6.643,-73.192,135.5
6.755,-73.111,140.0
7.055,-73.179,127.8
6.804,-73.107,152.8
6.468,-73.593,105.1
6.825,-73.190,141.9
6.819,-73.145,147.2
6.753,-73.170,152.0
6.763,-73.122,145.5
6.803,-73.172,144.6
6.655,-73.211,152.3
6.828,-73.202,140.1
6.825,-73.111,144.0
6.820,-73.053,142.9
6.819,-73.131,148.0
6.797,-73.161,145.9
6.589,-73.580,106.0
6.788,-73.156,141.7
6.776,-73.096,137.0
6.705,-73.174,158.0
6.335,-73.675,102.0
6.847,-73.318,119.7
6.521,-73.558,104.0
6.834,-73.133,147.1
6.855,-73.170,140.0
6.783,-72.992,150.5
6.751,-73.090,143.0
6.731,-73.191,141.3
7.459,-73.212,131.3
6.883,-73.106,124.0
6.879,-73.337,118.7
6.791,-73.182,163.8
6.477,-73.262,145.2
6.781,-73.166,153.2
6.796,-73.149,146.6
7.070,-73.120,0.0
6.684,-73.150,152.8
6.781,-73.127,140.8
6.735,-73.139,147.9
6.669,-73.144,139.2
6.817,-73.170,138.0
6.804,-73.053,149.7
6.791,-73.150,142.9
6.833,-73.135,139.7
6.777,-73.157,145.9
6.783,-73.099,143.7
6.783,-73.114,140.7
5.967,-73.757,106.3
6.792,-73.107,141.1
6.801,-73.172,138.3
6.747,-73.186,142.5
6.817,-73.081,138.8
6.816,-73.153,147.3
6.075,-73.682,115.2
6.759,-73.142,140.1
6.791,-73.117,149.0
6.802,-73.500,121.8
6.674,-73.566,104.0
6.800,-73.147,145.5
6.791,-73.091,147.0
6.847,-73.175,141.3
6.786,-73.150,141.6
6.779,-73.111,153.7
6.781,-73.168,144.4
6.854,-73.220,132.2
6.774,-72.910,147.1
6.532,-73.276,125.5
6.935,-72.790,136.9
6.775,-73.001,147.8
6.807,-73.137,142.0
6.829,-73.179,141.0
6.793,-73.107,132.9
6.738,-73.169,147.0
6.797,-73.027,149.3
6.820,-73.152,143.2
6.781,-73.134,145.2
6.806,-73.055,138.6
6.825,-73.132,150.6
6.810,-73.133,142.1
6.769,-73.163,148.4
6.814,-73.129,148.7
6.809,-73.167,143.4
6.784,-73.126,146.8
6.787,-73.377,113.0
6.834,-73.153,149.9
6.128,-73.693,95.3
6.840,-73.172,142.3
6.820,-73.084,138.0
6.803,-73.154,143.8
6.800,-73.169,148.9
6.334,-73.651,105.5
6.780,-73.113,144.7
6.792,-73.086,148.0
6.804,-73.171,136.0
6.784,-73.094,138.0
5.862,-74.181,31.9
6.711,-73.168,149.4
6.935,-73.186,136.0
6.733,-73.138,144.0
6.759,-73.125,152.0
6.788,-73.101,143.6
6.800,-73.189,151.1
6.863,-73.351,121.5
6.824,-73.137,139.2
6.780,-73.102,150.0
6.771,-73.145,147.6
6.833,-73.129,147.2
6.808,-73.153,144.8
6.772,-73.113,151.3
6.743,-73.161,139.7
6.577,-73.175,146.0
6.450,-73.718,14.9
6.746,-73.127,147.6
6.768,-73.121,151.6
6.795,-73.148,134.8
6.755,-73.077,141.2
6.849,-73.080,138.5
6.791,-73.099,155.4
6.781,-73.126,154.0
6.829,-73.163,147.7
6.806,-73.075,136.6
6.831,-73.129,147.7
6.814,-73.138,141.5
7.363,-73.125,8.0
6.798,-73.109,146.8
6.756,-73.091,148.0
6.829,-72.933,142.0
6.772,-73.051,149.2
6.797,-73.163,143.6
6.808,-73.113,152.9
6.766,-73.077,143.3
6.768,-73.064,145.9
6.674,-73.498,119.3
6.895,-73.164,143.2
5.913,-73.657,118.5
6.751,-73.117,144.0
6.826,-73.135,147.0
6.758,-73.184,152.3
6.767,-73.115,148.0
6.785,-73.085,132.8
6.272,-73.664,116.0
6.786,-73.136,150.6
6.756,-73.466,113.5
6.852,-73.119,146.8
6.796,-73.141,143.0
6.719,-73.240,147.1
6.651,-73.062,132.0
6.737,-73.189,147.1
6.796,-73.126,138.9
6.748,-73.093,143.7
6.775,-73.162,149.4
6.805,-73.164,141.3
6.747,-73.163,146.3
6.285,-73.653,105.9
6.149,-73.699,102.2
6.767,-73.130,145.8
6.777,-73.118,144.4
6.792,-73.305,125.0
5.917,-73.618,124.3
6.812,-73.158,141.8
6.767,-73.234,144.4
6.780,-73.161,144.7
5.852,-73.813,111.5
6.760,-73.211,150.0
6.770,-73.181,140.8
6.712,-73.314,140.0
5.733,-73.896,103.5
6.780,-73.079,144.4
6.801,-73.159,152.7
6.778,-73.186,129.2
6.628,-73.778,99.2
6.563,-73.598,109.4
6.799,-73.151,148.2
6.758,-73.118,142.7
5.838,-73.816,112.0
6.821,-73.140,153.6
6.756,-73.097,153.6
6.824,-73.159,148.4
6.534,-73.588,99.1
6.788,-73.138,149.2
6.600,-73.200,166.8
6.785,-73.050,150.1
6.579,-73.563,149.4
6.738,-72.999,132.0
6.806,-73.162,147.3
6.786,-73.171,148.2
6.825,-73.148,144.0
6.837,-73.370,125.1
6.783,-73.129,146.5
7.488,-73.141,140.7
6.812,-73.172,143.8
6.740,-73.161,145.7
6.765,-73.166,146.5
6.808,-73.129,142.0
6.856,-73.118,152.6
6.813,-73.114,147.7
6.574,-73.247,138.6
6.788,-73.174,134.0
5.986,-74.009,84.5
6.805,-73.205,136.2
7.378,-73.152,4.0
6.809,-73.160,140.6
6.727,-73.183,148.2
6.814,-73.168,141.1
6.806,-73.132,146.8
6.747,-73.199,144.4
6.788,-73.122,144.0
7.189,-74.025,17.3
6.806,-73.140,143.9
6.770,-73.145,155.3
6.805,-73.093,151.1
6.741,-73.194,144.5
6.769,-73.168,144.2
6.760,-73.108,141.9
6.843,-73.346,127.5
6.782,-73.107,144.1
6.828,-73.166,145.5
6.788,-73.115,138.8
6.817,-73.139,139.3
5.950,-73.762,113.5
6.753,-73.178,138.7
6.468,-73.474,104.9
6.811,-73.136,144.4
6.763,-73.152,138.9
6.159,-73.664,110.9
6.735,-73.107,144.7
6.134,-73.784,102.3
7.501,-73.203,131.9
6.796,-73.127,154.0
6.734,-73.109,142.0
6.775,-73.144,142.0
6.796,-73.151,140.0
6.678,-73.205,143.3
5.949,-73.994,14.0
6.750,-73.137,149.4
6.797,-73.158,149.4
6.872,-73.192,148.4
6.753,-73.096,146.1
6.717,-73.244,150.3
6.755,-73.071,144.1
6.829,-73.155,149.0
6.821,-73.172,148.0
6.748,-73.153,136.0
6.696,-73.195,151.5
7.186,-73.095,144.0
6.780,-73.176,147.4
6.801,-73.125,142.3
6.780,-73.151,141.3
6.757,-73.141,140.2
6.358,-72.858,0.0
6.798,-73.102,142.7
6.778,-73.107,147.8
6.765,-73.190,145.8
6.790,-73.161,140.3
6.762,-73.173,141.4
6.778,-73.146,141.5
6.731,-73.178,148.4
6.784,-73.136,145.1
6.762,-73.131,141.7
6.121,-73.516,128.8
6.812,-73.117,148.8
6.801,-73.157,148.1
6.781,-73.137,142.3
6.788,-73.114,137.0
6.874,-73.275,123.7
6.812,-73.061,139.4
6.177,-73.498,121.8
7.348,-73.463,99.1
6.732,-73.113,142.8
6.785,-73.109,151.5
6.837,-73.067,143.8
6.763,-73.123,142.9
6.764,-73.153,144.4
6.825,-72.955,138.5
6.813,-73.181,145.7
6.718,-73.214,143.6
6.870,-73.590,92.8
7.333,-73.236,136.1
6.784,-73.151,142.8
6.761,-73.170,155.1
6.768,-73.098,149.3
6.758,-73.152,144.9
6.819,-72.961,154.5
6.809,-73.167,142.6
6.836,-73.115,144.9
6.779,-73.141,147.4
6.770,-73.171,148.2
6.740,-73.140,140.3
6.810,-73.161,143.0
6.776,-73.157,140.2
6.742,-73.176,147.5
6.807,-73.132,140.8
6.531,-73.518,109.7
6.808,-73.140,147.7
6.819,-73.111,134.5
6.780,-73.138,147.6
6.829,-73.147,148.3
6.753,-73.152,152.6
6.757,-73.159,139.4
6.763,-73.148,147.3
6.769,-73.194,140.1
5.915,-73.992,4.0
6.789,-73.131,146.5
6.633,-73.085,172.0
6.822,-73.054,142.0
7.228,-72.973,146.5
6.777,-73.161,138.8
6.788,-73.132,143.5
6.789,-73.170,143.2
6.813,-73.151,140.4
6.752,-73.149,142.0
6.791,-73.139,148.0
6.781,-73.077,142.1
6.767,-73.119,146.0
6.798,-73.153,137.4
6.780,-73.011,146.0
7.191,-74.029,82.7
6.803,-73.125,142.9
6.782,-73.152,138.7
6.769,-73.131,143.8
6.726,-73.248,152.4
6.828,-73.206,138.6
6.199,-73.577,119.3
6.780,-73.118,141.2
6.787,-73.111,143.8
6.816,-73.127,143.0
6.362,-73.648,112.3
6.792,-73.116,151.7
6.518,-73.069,130.5
6.789,-73.124,146.0
6.793,-73.160,138.9
6.740,-73.199,147.0
6.816,-73.144,141.4
6.840,-73.012,164.6
6.770,-73.161,148.3
6.844,-73.203,137.8
6.802,-73.152,142.9
6.813,-73.125,148.8
6.666,-73.183,138.0
6.822,-73.120,151.8
6.901,-73.148,111.5
6.803,-73.122,138.5
6.796,-73.162,144.9
6.821,-73.064,147.9
6.764,-73.177,146.8
5.873,-73.653,123.3
6.784,-73.036,146.1
6.815,-73.160,138.4
6.762,-73.068,150.0
6.818,-73.003,142.1
6.769,-73.143,144.5
6.777,-73.117,141.0
6.767,-73.179,143.5
6.731,-73.166,139.4
6.771,-73.147,142.0
6.812,-73.072,145.9
6.850,-72.968,132.6
6.818,-73.139,146.0
6.735,-73.142,140.0
6.808,-73.062,140.0
6.775,-73.098,145.2
7.319,-73.190,129.6
6.814,-73.102,145.1
7.178,-73.120,124.7
6.812,-73.119,144.5
6.763,-73.182,146.0
6.825,-73.196,140.7
6.760,-72.897,132.0
6.755,-73.175,138.4
6.800,-73.121,145.1
6.806,-73.107,150.3
6.816,-73.139,142.0
6.804,-73.109,145.7
6.800,-73.112,144.5
6.805,-73.161,144.2
6.782,-73.134,144.5
6.668,-73.467,118.1
6.819,-73.623,114.9
6.790,-73.139,148.9
6.768,-73.177,140.0
5.874,-73.711,114.1
6.807,-73.119,133.7
6.739,-73.159,147.0
6.966,-73.219,142.5
6.799,-73.137,142.0
6.777,-73.124,144.1
6.774,-73.167,144.4
6.771,-73.310,146.0
6.774,-73.157,146.4
6.887,-73.189,142.0
6.762,-73.099,140.0
7.453,-73.165,134.7
6.811,-73.167,147.5
6.857,-73.081,148.7
6.681,-72.972,144.5
6.823,-73.179,145.6
6.800,-73.165,146.8
7.415,-73.199,127.2
6.768,-73.173,150.0
6.828,-73.116,147.1
6.783,-73.182,134.0
6.801,-73.120,153.2
6.803,-73.127,140.7
6.783,-73.150,148.4
6.793,-73.076,142.0
6.835,-73.119,144.5
6.821,-73.126,146.0
6.790,-73.132,142.6
7.545,-73.065,156.5
6.797,-73.184,145.5
6.768,-73.227,133.4
7.391,-73.108,10.0
6.813,-73.125,148.9
6.791,-73.175,139.5
6.098,-74.156,85.3
6.754,-73.090,142.9
6.770,-73.162,145.7
6.771,-73.135,136.6
6.816,-73.145,141.3
6.720,-73.141,143.9
6.804,-73.118,148.5
6.786,-73.098,143.9
6.775,-73.140,141.0
6.758,-73.159,139.6
6.792,-73.162,144.5
6.770,-73.132,138.6
6.770,-73.113,142.6
6.527,-73.572,108.9
6.793,-73.070,144.0
6.609,-73.205,29.7
6.750,-73.084,141.8
7.081,-73.392,0.0
6.683,-73.229,154.1
6.800,-73.143,140.3
6.768,-73.133,142.5
6.808,-73.134,141.7
6.830,-72.969,145.1
7.161,-73.067,146.3
6.779,-72.994,143.8
6.789,-73.044,150.3
6.771,-73.194,145.6
7.089,-72.905,128.4
6.767,-73.086,139.9
6.774,-73.126,140.5
6.835,-73.118,151.4
6.832,-73.031,145.7
6.787,-73.146,150.1
6.825,-73.158,146.9
6.560,-73.239,142.0
6.824,-73.210,141.8
6.615,-73.276,152.7
6.794,-73.152,151.5
6.819,-73.146,148.3
6.770,-73.114,150.0
6.830,-73.151,145.2
6.760,-73.085,153.2
6.806,-73.130,147.1
6.821,-72.998,146.3
6.835,-73.173,144.0
6.783,-72.993,147.1
6.803,-73.156,141.6
6.811,-73.126,143.6
6.853,-73.317,125.8
6.827,-73.131,142.0
6.756,-73.169,153.9
6.816,-73.157,139.7
6.874,-73.116,151.2
6.766,-73.143,147.5
6.804,-73.153,139.9
6.666,-73.545,102.0
6.804,-73.122,144.6
6.818,-73.119,136.4
6.741,-73.158,141.1
6.832,-73.213,134.4
6.784,-73.142,143.6
6.721,-73.159,146.0
6.884,-73.149,145.5
7.089,-73.287,117.8
6.683,-74.085,28.8
6.956,-73.121,160.3
6.767,-73.210,158.5
6.803,-73.154,150.4
6.535,-73.528,110.0
6.809,-73.129,140.6
6.732,-73.113,148.8
7.234,-73.288,113.8
6.356,-73.570,115.9
6.701,-73.142,155.8
6.808,-73.167,144.0
6.839,-73.183,144.0
6.807,-73.154,141.6
7.394,-73.146,129.3
6.819,-73.147,148.5
6.759,-73.178,139.0
7.598,-73.677,92.6
6.777,-73.179,141.3
6.752,-73.091,138.8
6.802,-73.154,145.5
6.799,-73.102,150.0
5.896,-73.627,122.5
6.560,-73.451,176.6
6.834,-73.166,137.8
6.822,-73.115,140.7
6.871,-72.920,149.4
6.812,-73.116,147.5
6.796,-73.170,147.5
7.417,-73.196,131.9
6.767,-73.129,147.3
6.824,-73.157,149.4
6.802,-73.149,149.3
6.803,-73.026,148.0
6.782,-73.187,144.0
6.770,-73.161,141.7
7.403,-73.388,112.1
6.796,-73.052,138.8
6.803,-73.121,151.0
6.828,-73.160,152.9
6.812,-73.056,135.9
6.776,-73.118,150.3
6.855,-73.140,146.4
6.796,-73.012,133.7
6.804,-73.163,140.3
6.795,-73.153,148.5
6.771,-73.141,150.1
6.781,-73.180,140.5
6.742,-73.174,146.6
6.688,-73.192,130.6
6.739,-73.214,147.7
7.261,-73.946,15.1
6.811,-73.148,142.5
6.820,-73.105,142.0
6.791,-73.146,147.4
6.806,-73.153,142.0
6.790,-73.156,151.0
6.798,-73.148,141.9
6.768,-73.102,137.7
6.741,-73.146,143.5
6.876,-73.259,130.4
6.856,-73.159,162.7
6.800,-73.138,144.0
6.731,-73.132,150.1
6.813,-73.063,153.5
6.764,-73.157,140.5
6.790,-73.182,145.3
6.768,-73.118,143.8
6.815,-73.154,146.2
6.859,-73.136,145.3
6.760,-73.178,151.3
6.765,-73.160,144.2
6.796,-73.157,148.5
5.853,-73.718,116.6
6.736,-73.120,135.6
6.824,-73.191,149.5
6.843,-73.240,134.3
6.728,-73.140,151.9
6.783,-73.195,144.5
6.794,-73.164,141.6
6.803,-73.127,143.3
6.806,-73.141,149.0
6.828,-73.173,144.0
6.813,-73.114,148.3
6.733,-73.182,144.9
6.783,-73.158,149.1
6.802,-72.863,148.8
6.798,-73.171,153.0
6.782,-73.067,142.0
6.740,-73.151,148.0
6.629,-73.185,143.2
6.746,-73.125,140.0
6.786,-73.133,149.4
7.285,-73.214,131.8
6.781,-73.125,147.7
6.810,-73.072,139.7
6.760,-73.138,142.1
7.445,-73.156,125.2
6.799,-73.131,145.0
6.794,-73.102,143.4
6.413,-73.594,107.8
7.090,-73.274,119.8
6.649,-73.196,145.1
6.834,-74.186,21.2
6.726,-73.190,141.7
6.791,-73.136,150.0
6.788,-73.146,144.2
6.653,-73.133,142.0
6.774,-73.092,145.6
6.724,-73.167,135.1
6.780,-73.138,139.8
6.799,-73.092,148.8
6.757,-73.162,144.0
6.793,-73.076,140.9
6.846,-73.141,147.9
6.774,-73.154,146.4
6.753,-73.130,145.3
6.652,-74.116,24.7
6.768,-73.176,154.3
6.779,-73.125,143.0
6.756,-73.133,146.0
6.805,-73.117,149.4
6.717,-73.140,144.0
6.792,-73.142,145.3
6.812,-73.168,142.7
6.734,-73.138,145.3
6.772,-73.147,142.8
6.793,-73.152,145.5
6.722,-73.195,148.9
6.833,-73.131,147.1
6.740,-73.179,146.2
6.820,-73.107,139.1
6.792,-73.247,106.5
6.787,-73.115,146.8
6.777,-73.117,146.1
6.801,-73.219,134.7
6.846,-73.283,119.8
6.344,-73.615,106.3
6.791,-73.191,143.6
6.808,-73.129,145.5
6.724,-73.212,148.3
6.798,-73.102,146.0
6.788,-73.136,147.1
6.784,-73.155,142.9
6.826,-73.179,146.9
6.827,-73.123,150.9
6.488,-73.602,102.0
6.777,-73.053,149.5
6.789,-73.171,143.2
5.933,-74.104,2.0
6.791,-73.137,145.3
6.547,-73.051,157.2
6.369,-73.604,103.7
6.783,-73.141,147.2
7.143,-73.112,159.9
6.315,-73.671,104.9
6.820,-73.193,140.4
6.803,-73.160,141.5
6.806,-73.084,141.5
6.719,-73.171,146.5
6.826,-73.023,141.3
6.790,-73.130,141.8
6.381,-73.625,108.4
6.823,-73.164,142.9
6.789,-73.043,137.3
6.750,-73.413,105.6
6.738,-73.218,146.6
6.691,-73.138,136.6
6.270,-73.559,132.0
6.739,-73.193,147.5
6.774,-73.136,146.0
6.702,-73.516,108.0
6.809,-73.070,143.7
6.649,-73.493,111.9
6.722,-73.133,140.0
6.805,-73.161,149.4
6.803,-73.155,139.4
5.969,-74.086,4.9
6.778,-73.250,146.1
6.245,-73.548,106.0
6.847,-73.212,142.9
6.770,-73.094,147.3
6.766,-73.151,140.8
5.940,-73.724,122.0
6.747,-73.195,146.7
6.819,-73.091,142.6
6.819,-73.191,145.4
6.797,-73.142,146.0
6.839,-73.160,145.4
6.766,-73.140,137.1
6.779,-73.100,145.1
6.755,-73.182,140.1
6.861,-73.154,164.4
6.775,-73.150,144.4
6.766,-73.166,138.9
6.812,-73.095,146.0
6.726,-73.218,150.4
6.799,-73.046,144.7
5.964,-73.695,120.8
6.792,-73.169,156.9
6.753,-73.137,149.8
6.411,-73.766,101.4
6.834,-73.113,156.2
6.756,-73.140,145.4
6.776,-73.118,140.3
6.728,-73.203,146.0
6.752,-73.159,141.2
6.742,-73.094,145.8
6.792,-73.148,149.7
6.654,-73.045,150.7
6.802,-73.143,152.5
6.437,-73.690,101.3
6.773,-73.138,143.1
6.546,-73.762,93.5
7.557,-73.046,150.5
6.791,-73.132,147.1
6.786,-73.224,132.0
5.996,-73.709,115.6
6.731,-73.171,152.2
5.936,-74.165,72.3
6.767,-73.116,139.2
6.805,-73.130,148.8
6.774,-73.106,148.0
6.680,-73.339,122.4
6.771,-73.118,143.8
6.267,-72.953,4.1
6.535,-73.608,106.7
6.737,-73.171,142.3
6.808,-73.161,145.5
6.799,-73.049,147.8
6.845,-73.139,140.5
6.805,-73.150,144.4
6.767,-73.170,139.8
6.811,-73.123,147.5
6.788,-72.943,137.6
6.746,-73.226,151.6
7.507,-73.295,121.7
5.884,-73.639,118.7
6.754,-73.198,140.7
6.806,-73.125,147.2
6.886,-73.288,125.5
6.835,-73.136,153.7
6.815,-73.076,138.3
6.775,-73.103,147.0
6.787,-73.145,149.3
6.811,-73.130,142.1
6.777,-73.063,145.7
6.627,-73.255,116.0
6.794,-73.080,142.3
6.727,-73.169,141.9
6.796,-73.179,140.8
6.936,-73.337,123.1
6.815,-73.194,141.6
6.786,-73.065,142.9
7.061,-73.467,106.6
6.730,-73.084,151.2
6.918,-73.227,126.6
6.786,-73.169,144.6
6.768,-73.164,140.8
6.764,-73.124,155.7
7.069,-73.347,7.1
6.748,-73.204,148.1
6.783,-73.146,142.0
6.767,-73.098,145.8
6.711,-73.110,138.0
6.805,-73.170,155.4
6.793,-73.163,146.4
6.758,-73.142,150.0
6.813,-73.136,142.1
6.778,-73.107,141.1
6.782,-73.139,146.0
6.763,-73.168,143.2
6.733,-73.178,142.7
6.873,-73.333,115.7
6.767,-73.155,143.8
6.830,-73.129,150.3
6.698,-73.207,137.4
5.967,-74.061,84.7
6.769,-73.138,146.7
6.652,-73.226,138.5
7.445,-73.208,125.8
6.764,-73.124,138.1
6.817,-73.057,144.6
6.541,-73.443,116.0
6.783,-73.161,143.3
6.810,-73.143,146.2
6.775,-73.100,146.8
6.806,-73.116,144.8
6.890,-72.952,141.9
6.825,-73.157,146.7
7.348,-73.117,11.2
6.793,-73.140,141.9
6.794,-73.147,151.3
6.634,-73.089,192.0
6.785,-73.125,150.8
6.750,-73.117,137.0
6.801,-73.120,141.1
6.789,-73.168,139.7
6.790,-73.143,146.0
6.750,-73.138,149.9
6.826,-73.131,148.1
6.813,-73.114,143.4
6.774,-73.118,138.9
6.757,-73.165,144.8
6.750,-73.122,138.0
6.817,-73.131,150.8
6.808,-73.121,143.4
6.816,-73.064,138.7
6.825,-73.144,145.3
6.810,-73.060,152.2
6.813,-73.139,148.0
6.716,-73.147,147.0
6.304,-73.656,107.7
6.786,-73.109,138.5
6.724,-73.172,148.9
6.821,-73.196,147.4
6.789,-73.155,150.4
6.866,-73.156,145.8
6.805,-73.072,138.8
6.797,-73.121,150.4
6.841,-73.116,147.5
6.707,-73.532,108.4
6.775,-73.117,138.6
5.918,-73.850,96.0
6.805,-73.147,148.8
6.779,-73.002,147.9
6.799,-73.144,148.5
6.776,-73.191,157.6
6.832,-73.117,142.0
6.753,-73.144,139.0
6.830,-73.169,141.7
6.788,-73.109,150.0
6.802,-73.117,146.0
6.803,-73.169,137.3
6.787,-73.163,144.5
7.431,-73.468,101.3
6.809,-73.127,150.1
6.810,-73.118,143.0
6.780,-73.175,155.0
6.743,-73.075,136.3
6.794,-73.163,140.9
6.792,-73.102,144.9
6.791,-73.134,152.1
6.781,-73.168,142.8
6.822,-73.137,141.3
6.838,-73.192,149.1
6.789,-73.159,139.8
6.815,-73.159,146.6
6.816,-73.126,145.6
6.776,-73.153,140.4
6.828,-73.141,143.1
6.779,-73.112,144.7
6.814,-73.126,141.2
6.797,-73.070,142.1
6.760,-73.157,154.4
6.836,-73.152,150.0
6.814,-73.185,136.4
6.751,-73.082,142.9
6.745,-73.174,155.7
6.774,-73.126,146.2
6.172,-73.802,10.9
6.801,-73.133,148.0
6.804,-73.115,140.7
6.828,-73.138,142.0
6.781,-73.164,144.0
6.545,-73.546,135.0
6.802,-73.150,144.4
6.803,-73.168,135.6
6.763,-73.195,146.7
6.753,-73.166,142.2
6.781,-73.123,142.0
6.835,-73.146,142.9
6.825,-73.130,142.8
6.779,-73.114,142.3
6.808,-73.134,146.3
6.795,-73.146,142.0
6.788,-73.145,137.4
6.795,-73.187,136.0
6.831,-73.187,146.2
6.099,-73.305,160.0
7.378,-73.200,131.4
6.761,-73.167,149.7
6.730,-73.179,146.0
6.802,-73.122,141.4
6.745,-73.143,137.9
6.392,-73.657,104.5
6.799,-73.135,140.6
6.759,-73.105,145.7
6.732,-73.146,139.3
6.802,-73.106,144.1
6.840,-73.134,136.7
6.771,-73.145,142.8
6.788,-73.098,140.3
6.759,-73.114,148.1
6.788,-73.116,149.2
6.808,-73.186,135.4
6.631,-73.317,141.9
6.696,-73.227,153.5
6.784,-73.150,153.4
6.820,-73.167,144.6
6.696,-73.193,158.0
6.824,-73.131,142.4
6.502,-73.590,104.5
6.768,-73.135,149.1
6.698,-73.451,124.9
6.804,-73.138,147.8
5.959,-73.573,122.0
6.775,-73.138,134.0
6.742,-73.144,148.7
6.792,-73.128,146.6
6.290,-74.003,32.1
6.679,-73.111,143.9
6.782,-73.105,132.6
6.804,-73.147,149.2
6.701,-73.172,150.0
7.363,-73.196,131.7
6.803,-73.164,148.0
6.801,-73.161,150.8
6.815,-73.194,142.0
6.788,-73.170,143.9
6.764,-73.036,151.6
6.782,-73.178,146.7
6.801,-73.139,140.6
6.762,-73.144,147.6
6.625,-73.189,161.5
6.766,-73.162,142.6
6.747,-73.207,147.4
6.772,-73.137,142.0
7.434,-73.234,128.6
6.858,-73.169,142.9
6.775,-73.151,146.7
6.825,-73.129,144.2
6.870,-73.272,127.3
6.764,-73.133,149.5
6.324,-73.650,110.4
6.799,-73.151,144.9
6.795,-73.181,143.2
6.809,-73.130,151.7
6.731,-73.175,140.2
5.875,-74.095,92.0
6.779,-73.102,145.3
6.779,-73.043,148.2
6.771,-73.042,156.3
6.816,-73.119,143.8
6.793,-73.132,146.3
6.882,-73.126,147.7
6.789,-73.152,137.5
6.758,-73.160,145.9
6.821,-72.988,134.0
6.805,-73.156,138.3
6.768,-73.066,152.2
6.782,-73.132,151.4
6.764,-73.097,143.3
6.804,-73.124,142.3
6.965,-73.085,159.4
6.783,-73.145,146.7
7.419,-73.493,105.9
6.790,-73.128,141.1
6.746,-73.169,148.2
6.704,-73.132,143.7
6.759,-73.080,140.1
6.775,-73.137,149.2
6.763,-73.147,146.6
6.786,-73.095,148.0
6.814,-73.156,144.1
6.723,-73.204,146.0
6.761,-73.150,142.2
6.809,-73.265,138.9
6.868,-73.276,120.7
6.868,-73.267,123.7
6.722,-73.177,152.9
6.692,-73.203,140.6
6.766,-73.093,141.2
6.733,-73.145,153.5
7.218,-73.107,148.5
6.701,-73.217,150.1
6.791,-73.150,146.7
6.140,-73.769,65.3
5.819,-73.839,110.6
5.940,-73.911,105.3
6.784,-73.144,145.5
7.243,-73.555,22.1
6.806,-73.140,147.3
6.543,-73.587,116.1
7.539,-73.549,105.2
6.804,-73.145,145.6
6.819,-73.028,140.9
6.735,-73.146,145.5
6.784,-73.188,148.5
7.346,-73.121,10.2
5.951,-73.850,103.9
6.738,-73.112,142.7
7.289,-73.961,24.5
6.764,-73.166,145.8
6.846,-73.120,149.8
7.459,-73.586,99.8
6.807,-73.134,149.6
6.826,-73.191,140.9
6.739,-73.128,144.0
6.780,-73.182,148.7
6.796,-73.126,142.8
6.817,-73.157,146.5
6.774,-73.192,153.5
6.831,-73.132,149.2
6.822,-73.064,145.0
6.787,-73.144,145.5
6.791,-73.102,145.1
6.895,-73.204,157.9
6.826,-73.096,142.8
6.817,-73.149,146.8
7.513,-73.245,137.2
6.774,-73.334,123.9
6.840,-73.470,116.9
6.829,-73.147,137.9
6.368,-73.587,118.2
6.718,-73.119,140.0
6.772,-73.107,142.0
6.795,-73.135,147.9
6.740,-73.042,148.5
6.768,-73.093,147.2
6.742,-73.147,144.0
6.770,-73.123,135.8
6.693,-73.195,142.9
6.812,-73.060,141.7
6.820,-73.126,144.0
6.767,-73.112,138.0
7.442,-73.272,128.0
6.767,-73.123,135.9
6.802,-73.088,148.2
7.381,-73.230,122.6
6.774,-73.133,140.6
6.823,-73.119,148.6
6.752,-73.133,147.2
6.370,-73.591,117.1
6.478,-74.003,2.7
6.796,-73.142,151.8
7.260,-73.893,16.4
6.728,-73.462,111.0
6.787,-73.159,133.7
6.810,-73.158,144.9
6.283,-73.872,97.1
6.674,-73.183,145.8
6.683,-73.172,143.9
6.803,-73.162,146.4
6.367,-73.216,168.0
6.816,-73.150,148.5
6.796,-73.063,137.3
6.675,-73.568,109.6
6.817,-73.123,150.9
6.001,-73.282,144.4
6.732,-73.080,145.5
6.778,-73.162,145.2
6.759,-73.085,144.9
5.904,-73.908,94.5
6.807,-73.126,147.2
6.719,-73.369,131.6
6.787,-73.129,145.1
6.793,-73.100,149.3
6.775,-73.163,140.0
6.799,-73.136,149.7
6.766,-73.161,156.0
6.160,-73.691,102.4
6.339,-73.450,118.5
6.825,-73.148,146.3
6.864,-73.152,146.3
6.823,-73.187,143.1
6.816,-73.151,142.3
5.862,-73.775,112.8
6.774,-73.403,124.3
6.632,-74.083,4.0
6.802,-73.170,144.0
6.798,-73.161,158.0
6.797,-73.052,149.3
6.763,-73.050,147.5
6.900,-73.694,98.0
6.773,-73.132,148.8
6.747,-73.115,145.5
6.790,-73.124,140.0
6.818,-73.153,137.2
6.276,-73.622,111.0
6.647,-73.521,110.4
6.729,-73.180,148.3
6.790,-73.108,144.2
6.683,-73.106,162.9
6.314,-73.449,128.3
6.795,-73.120,153.0
6.776,-73.134,150.5
6.788,-73.047,141.7
6.760,-73.169,148.9
