Latitude,Longitude,Depth
6.754,-73.054,141.8
6.806,-73.098,153.3
6.799,-73.144,149.7
6.769,-73.132,148.1
6.940,-72.884,132.8
6.838,-73.149,146.9
6.762,-73.161,141.1
6.009,-73.860,17.1
6.811,-73.179,148.1
6.840,-73.195,142.0
6.764,-73.099,142.2
6.704,-73.204,153.4
6.737,-73.045,126.8
6.818,-72.922,138.0
6.801,-73.088,152.4
6.802,-73.155,142.0
6.769,-73.159,142.7
6.781,-73.032,144.2
6.820,-72.836,137.4
6.656,-73.707,106.5
6.792,-73.140,146.5
6.729,-73.120,145.1
6.329,-73.603,113.5
6.357,-73.087,11.4
6.776,-73.148,148.5
6.808,-73.160,146.2
6.763,-73.117,143.7
6.717,-73.184,153.4
6.774,-73.131,154.1
6.822,-73.005,142.3
7.359,-73.178,132.7
6.801,-73.069,149.7
6.802,-73.143,146.8
6.735,-73.115,142.9
6.806,-73.143,148.0
6.788,-73.139,148.9
6.773,-73.244,145.8
6.806,-73.190,147.5
6.779,-73.141,146.0
6.776,-73.106,146.0
6.719,-73.578,112.8
6.812,-73.162,145.9
6.731,-73.168,154.0
6.825,-73.149,143.2
6.585,-73.431,120.4
6.004,-73.684,114.7
6.754,-73.087,141.7
7.307,-73.068,159.4
6.804,-73.091,147.2
5.975,-73.729,118.3
6.838,-73.161,149.6
6.791,-73.164,142.0
6.765,-73.166,147.4
7.054,-73.324,11.8
6.678,-73.192,141.0
6.815,-73.155,140.5
6.804,-73.149,153.7
6.743,-73.171,151.9
6.700,-73.195,138.4
6.739,-73.102,141.2
6.785,-73.137,153.6
6.771,-73.160,148.7
6.776,-73.130,142.4
6.845,-73.161,146.9
6.799,-73.109,145.1
6.817,-73.143,144.3
6.809,-73.106,145.5
6.774,-73.168,143.8
6.794,-73.041,142.1
6.709,-73.163,157.9
6.792,-73.164,138.9
6.781,-73.167,153.5
6.818,-73.143,139.0
6.759,-73.359,144.6
6.810,-73.161,141.3
6.825,-73.142,146.9
6.817,-73.101,141.5
6.799,-73.125,144.2
6.779,-73.100,145.4
6.788,-73.136,143.0
6.776,-73.113,143.0
6.742,-73.073,153.4
6.252,-73.577,50.8
6.810,-73.144,149.9
6.674,-73.186,134.6
6.808,-73.142,148.1
6.778,-73.110,143.4
6.781,-73.160,144.3
6.813,-73.152,150.8
6.824,-73.161,144.5
6.771,-73.085,132.8
6.804,-73.118,144.9
6.592,-73.056,167.1
6.795,-73.147,142.0
6.772,-73.105,142.0
6.796,-73.125,149.6
6.818,-73.137,149.7
6.792,-73.101,142.0
6.791,-73.151,145.6
6.776,-73.143,149.3
6.758,-73.103,141.2
6.312,-73.567,106.0
6.790,-73.151,143.5
6.821,-73.173,154.0
6.778,-73.074,142.0
6.776,-73.008,148.0
6.788,-73.136,146.6
6.788,-73.187,144.6
6.102,-73.842,141.7
6.818,-73.180,150.4
6.802,-73.169,145.1
6.741,-73.190,156.0
6.809,-73.145,143.0
6.788,-73.153,146.2
6.845,-73.168,142.5
6.751,-73.140,149.7
6.796,-73.135,145.1
6.766,-73.111,141.1
6.758,-73.108,141.0
7.158,-73.264,114.8
6.764,-73.110,140.0
6.619,-74.056,9.3
6.810,-73.159,143.7
6.815,-73.267,140.5
6.801,-73.152,143.9
6.787,-73.154,153.8
6.770,-73.131,140.9
6.802,-73.056,140.8
6.844,-73.158,144.9
6.531,-73.719,91.1
6.779,-73.140,150.6
6.774,-73.141,145.8
6.830,-73.315,122.2
6.809,-73.163,144.0
6.798,-73.166,148.1
6.815,-73.171,145.1
6.780,-73.122,147.4
6.779,-73.123,148.8
6.797,-73.158,149.0
6.807,-73.177,141.7
6.799,-73.185,150.0
6.806,-73.227,144.0
6.767,-73.118,147.2
6.837,-73.157,141.6
6.698,-73.185,139.3
6.770,-73.142,142.0
6.804,-73.170,138.0
6.778,-73.100,147.8
6.749,-73.191,138.6
6.796,-73.099,140.8
6.776,-73.134,145.3
6.764,-73.093,147.5
6.754,-73.160,141.8
6.789,-73.155,147.4
6.319,-73.583,109.2
6.281,-74.026,32.1
6.810,-73.182,144.3
6.823,-73.021,141.7
6.214,-73.913,40.0
6.780,-73.124,140.9
6.832,-73.141,142.4
6.792,-73.125,142.0
6.737,-73.095,147.3
6.373,-73.695,93.5
6.802,-73.226,137.7
7.088,-73.278,4.0
6.739,-73.113,150.0
6.761,-73.117,140.5
6.140,-73.607,121.0
6.346,-73.132,4.0
6.744,-72.914,139.0
6.811,-73.203,142.8
6.788,-73.133,149.2
6.827,-73.125,148.1
6.770,-73.169,139.3
6.774,-73.155,145.1
6.820,-73.139,145.6
6.774,-73.154,145.4
6.787,-73.093,138.0
6.779,-73.051,149.8
6.766,-72.988,150.1
6.769,-73.206,153.8
6.916,-73.156,144.6
6.800,-73.160,138.0
6.768,-73.176,140.7
6.830,-73.124,154.0
6.280,-73.648,110.1
6.793,-73.115,143.8
6.748,-73.101,145.5
6.801,-73.134,141.6
6.295,-73.714,95.6
6.831,-73.199,147.0
6.793,-73.072,145.4
6.801,-73.115,143.5
6.782,-73.188,146.0
6.817,-73.158,145.2
6.751,-73.063,146.8
6.807,-73.137,145.2
6.797,-73.086,145.5
6.743,-73.199,149.3
6.810,-73.136,151.1
6.795,-73.090,136.6
6.774,-73.138,146.5
6.791,-73.172,154.6
6.817,-73.168,145.7
6.817,-73.179,142.5
6.796,-73.160,140.6
7.128,-73.020,150.2
6.632,-73.612,108.0
6.745,-73.001,139.5
7.447,-73.170,136.0
6.710,-73.111,151.2
6.851,-73.134,146.9
6.778,-73.128,148.8
6.446,-73.178,140.8
6.859,-73.187,125.2
6.819,-73.135,143.6
6.668,-73.299,143.8
6.766,-73.129,147.6
6.845,-73.185,139.4
6.776,-73.110,149.2
7.527,-73.291,129.7
6.083,-73.701,117.6
6.840,-73.168,139.1
6.749,-73.115,137.7
6.789,-73.118,140.8
6.775,-73.093,141.9
6.809,-73.139,147.0
6.771,-73.066,150.6
6.806,-73.157,139.0
6.925,-72.833,137.3
6.807,-73.158,146.3
6.791,-73.153,147.2
6.797,-73.087,144.0
6.833,-73.153,145.2
6.786,-73.118,148.2
6.899,-73.104,142.4
6.727,-73.193,146.3
7.353,-73.077,143.4
6.844,-73.317,121.6
6.823,-73.154,146.7
6.787,-73.139,152.0
6.790,-73.084,144.0
7.375,-73.182,129.5
6.690,-73.109,150.5
6.803,-73.126,147.6
6.089,-73.711,112.2
6.781,-73.163,147.5
6.167,-73.707,109.8
6.792,-73.117,145.5
6.973,-72.769,130.0
6.767,-73.060,148.1
6.838,-73.091,148.0
6.754,-73.115,138.9
6.796,-73.144,139.0
6.792,-73.163,142.8
6.770,-73.360,124.7
6.965,-72.858,127.5
5.877,-73.631,116.8
6.803,-73.192,142.4
6.904,-73.166,148.0
6.832,-73.137,140.7
6.759,-73.082,142.4
6.492,-73.842,92.0
6.796,-73.150,147.7
6.903,-73.159,146.3
6.783,-73.049,150.8
6.808,-73.146,136.2
6.848,-73.129,150.1
6.210,-73.690,109.8
6.000,-73.778,111.4
6.011,-73.758,112.2
7.598,-73.126,9.6
6.781,-73.113,141.7
7.198,-73.834,28.0
6.405,-73.244,19.2
6.848,-73.424,25.4
6.924,-73.392,119.6
6.830,-73.146,144.7
6.758,-73.057,149.2
6.732,-73.012,126.0
6.805,-73.076,143.9
6.757,-73.178,140.0
6.759,-73.139,140.2
6.738,-73.116,145.7
6.800,-73.162,144.4
6.839,-73.190,137.1
6.648,-73.165,140.3
6.788,-72.980,142.2
6.748,-73.181,148.0
6.789,-73.165,140.9
6.764,-73.167,147.0
6.801,-73.140,143.3
6.746,-73.070,147.4
6.307,-73.361,20.2
7.389,-73.169,132.7
6.760,-73.762,67.7
6.801,-73.188,146.1
6.744,-73.133,141.6
6.771,-73.207,145.3
6.805,-73.063,139.5
6.758,-73.059,146.8
6.812,-73.177,138.0
6.507,-73.430,107.7
6.821,-73.104,141.3
6.870,-73.308,122.0
6.784,-73.105,148.7
7.138,-73.440,113.4
6.756,-73.148,156.0
6.814,-73.161,147.1
6.780,-73.165,129.2
6.747,-73.140,140.0
6.772,-73.060,139.4
6.823,-73.163,139.6
6.796,-73.290,141.3
6.748,-73.127,144.7
6.697,-73.267,145.9
6.818,-73.141,147.5
6.788,-73.065,136.4
6.773,-73.180,142.6
7.200,-73.083,153.5
6.780,-73.153,145.7
6.763,-73.110,141.2
6.829,-73.112,148.3
6.814,-73.151,147.7
6.841,-73.139,142.1
6.824,-73.187,145.2
6.796,-73.034,146.5
6.775,-73.153,140.0
6.817,-73.182,144.6
6.753,-73.147,155.9
6.787,-73.158,145.3
7.471,-73.184,129.8
6.771,-73.169,143.0
6.793,-73.158,134.0
6.604,-73.862,74.6
6.814,-73.169,143.7
6.860,-73.211,138.0
6.765,-73.159,144.4
6.589,-73.598,104.0
6.773,-73.128,144.2
6.183,-73.624,109.7
6.777,-73.161,147.3
6.814,-73.150,139.9
6.815,-73.171,143.7
6.800,-73.183,146.0
5.954,-73.671,121.9
6.776,-73.092,141.0
6.729,-73.113,137.4
6.833,-73.094,144.3
6.811,-73.112,143.7
6.783,-73.159,147.1
6.717,-73.528,109.8
6.800,-73.200,135.8
6.813,-73.161,144.7
6.751,-73.187,150.0
6.804,-73.137,141.3
6.797,-73.166,146.7
6.719,-73.099,137.7
6.838,-73.145,143.9
6.700,-73.197,144.8
6.870,-73.321,122.0
6.748,-73.179,138.3
6.774,-73.113,148.6
6.769,-73.183,144.4
6.802,-73.170,140.3
6.820,-73.177,142.2
6.779,-73.108,140.4
6.848,-73.153,140.7
6.785,-73.103,137.4
6.801,-73.099,147.0
6.821,-73.159,143.2
6.764,-73.145,145.7
6.810,-73.161,146.3
5.891,-73.829,106.3
6.833,-73.156,141.1
6.749,-73.167,147.5
6.777,-73.030,146.1
6.770,-72.997,140.5
6.791,-73.126,145.3
6.820,-73.160,149.3
6.807,-73.148,146.5
6.806,-73.183,140.4
6.770,-73.145,147.3
6.778,-73.146,150.6
6.775,-73.141,150.1
7.006,-73.238,125.6
6.830,-73.151,146.5
6.784,-73.181,150.8
6.791,-73.169,143.4
6.122,-73.798,109.8
6.737,-73.304,121.4
6.806,-73.122,142.7
6.804,-73.166,143.7
6.810,-73.115,147.6
6.780,-73.153,143.9
6.591,-73.398,120.4
6.769,-73.155,136.5
5.892,-73.661,119.4
6.834,-73.124,151.8
6.769,-73.141,152.0
6.722,-73.167,146.2
6.742,-73.083,146.4
6.798,-73.113,148.8
6.997,-73.383,118.0
6.779,-73.146,146.9
6.755,-73.112,142.8
6.804,-73.009,140.0
6.778,-73.101,139.8
6.072,-73.912,16.9
6.815,-73.172,140.7
6.811,-73.021,151.6
6.796,-73.128,149.2
6.308,-73.650,109.9
6.697,-73.277,145.8
6.823,-73.162,144.5
6.552,-74.184,18.9
6.808,-73.108,153.3
6.264,-73.686,106.4
6.097,-73.650,115.5
6.829,-73.123,154.0
6.883,-73.467,110.0
6.807,-73.121,153.6
6.813,-73.092,144.0
6.798,-73.108,141.1
6.815,-73.030,141.0
6.852,-73.100,138.5
6.766,-73.170,152.2
6.773,-73.145,142.3
6.735,-72.985,139.6
6.859,-73.112,152.3
6.793,-73.130,141.0
6.751,-73.138,144.8
6.854,-73.097,144.0
6.763,-73.210,132.3
6.727,-73.396,133.3
6.825,-73.116,140.6
7.512,-73.343,122.6
7.362,-72.907,32.0
6.822,-73.144,147.2
6.757,-72.854,152.8
6.804,-73.117,140.5
6.839,-73.190,140.1
6.766,-73.102,144.0
6.785,-73.175,151.6
6.772,-73.159,146.8
6.762,-73.142,144.7
6.794,-73.012,150.7
6.805,-73.155,137.4
6.846,-73.153,139.7
6.844,-72.985,144.0
6.760,-73.108,144.4
6.093,-73.667,116.4
5.908,-73.800,112.0
6.776,-73.157,147.1
6.809,-73.069,148.0
6.789,-73.058,144.2
6.778,-73.159,141.4
6.979,-73.054,163.4
6.794,-73.111,150.9
6.809,-73.150,148.4
6.774,-73.147,149.7
7.098,-73.430,112.4
6.548,-73.667,94.0
6.166,-73.459,129.0
6.837,-73.297,107.9
6.821,-73.153,148.7
7.543,-73.475,96.0
6.813,-73.036,143.5
6.791,-73.171,146.5
6.789,-73.126,150.0
6.692,-73.453,111.7
6.755,-73.162,144.0
6.838,-73.122,149.2
6.788,-73.187,152.5
6.741,-73.010,138.8
6.796,-73.087,143.7
6.550,-73.474,117.0
6.305,-73.597,106.0
6.260,-73.753,101.2
6.734,-73.233,145.2
6.786,-73.163,142.4
6.800,-73.123,145.5
6.514,-73.536,106.8
6.762,-73.156,150.7
6.817,-73.007,146.2
6.763,-73.127,144.1
6.792,-73.057,147.7
6.785,-73.168,142.3
6.802,-73.095,138.3
6.729,-73.210,147.9
6.794,-73.103,141.7
6.764,-73.135,144.7
6.831,-73.174,144.3
6.760,-72.901,101.3
6.373,-73.551,112.0
6.803,-73.125,149.6
7.480,-73.584,114.0
6.781,-73.179,142.8
6.773,-73.152,139.6
6.746,-73.139,156.5
6.727,-73.101,150.9
6.796,-73.096,149.6
6.826,-73.162,147.2
6.859,-73.359,124.7
6.765,-73.088,146.6
6.823,-73.146,146.3
7.417,-73.163,133.5
6.804,-73.121,141.0
6.788,-73.176,142.8
6.764,-73.158,149.1
6.799,-73.095,145.4
6.776,-73.144,141.3
7.446,-73.114,140.9
6.560,-73.601,103.7
6.788,-73.110,146.1
6.783,-73.103,146.5
7.434,-73.192,134.8
6.731,-73.142,147.9
6.743,-73.143,140.9
6.710,-73.234,150.0
6.792,-73.082,145.7
6.634,-73.133,138.3
6.863,-72.973,144.2
6.782,-73.229,144.6
6.813,-73.111,141.2
6.816,-73.157,138.6
6.762,-73.105,146.0
6.823,-73.165,148.0
7.141,-73.343,113.6
7.247,-74.062,65.8
6.720,-73.212,144.0
6.824,-73.317,120.0
6.863,-73.317,126.3
6.787,-73.141,140.9
6.802,-73.037,144.5
5.856,-73.941,18.2
6.793,-73.138,144.8
6.810,-73.127,147.6
6.786,-73.138,147.8
6.872,-73.209,166.1
6.510,-73.489,111.5
5.997,-73.637,115.5
7.411,-73.199,132.3
6.788,-73.041,143.2
6.850,-73.035,117.3
7.106,-73.130,141.8
6.822,-73.134,125.7
6.519,-73.587,105.4
6.338,-73.617,108.3
6.855,-73.239,123.8
6.658,-73.232,147.0
6.797,-73.174,144.4
6.746,-73.151,142.7
6.804,-73.128,140.0
6.812,-73.157,146.4
6.062,-73.700,117.8
6.824,-73.172,135.1
6.577,-73.592,104.8
6.832,-73.305,123.4
6.881,-74.156,14.1
6.794,-73.141,144.9
6.788,-73.122,140.3
6.826,-73.126,146.9
6.802,-73.111,151.4
6.859,-73.095,146.0
6.793,-73.123,151.3
6.819,-73.174,142.7
6.794,-73.200,136.1
6.774,-73.154,140.1
6.822,-73.123,155.0
6.803,-73.140,145.5
6.777,-73.167,138.0
6.829,-73.153,150.6
6.745,-73.130,146.0
6.767,-73.106,146.0
6.781,-73.109,147.9
6.682,-73.148,158.0
6.783,-72.987,139.7
6.765,-73.093,143.8
6.796,-73.145,141.4
6.796,-73.131,149.0
6.775,-73.063,139.7
6.812,-73.165,147.0
6.803,-73.157,133.7
7.059,-73.075,151.2
6.769,-73.160,137.8
6.769,-73.184,139.3
6.760,-72.913,143.3
6.763,-73.129,140.3
6.545,-73.490,114.5
6.677,-73.228,148.0
6.773,-73.121,145.3
6.798,-73.161,148.0
6.827,-73.108,140.3
6.788,-73.160,146.0
6.804,-73.052,147.7
6.804,-73.160,140.1
6.820,-73.145,143.8
6.808,-73.156,142.5
6.796,-73.145,145.3
6.767,-73.148,147.1
6.805,-73.155,141.8
6.790,-73.154,147.8
6.795,-73.076,139.6
6.492,-73.671,101.4
6.725,-73.165,147.9
6.771,-73.069,140.6
6.777,-73.141,138.0
6.512,-73.721,95.2
6.772,-73.144,139.9
6.677,-73.218,138.5
6.752,-73.182,152.3
6.815,-73.101,151.3
6.824,-73.163,147.6
6.776,-73.161,147.8
6.774,-73.017,142.6
6.863,-72.982,142.7
6.793,-73.139,142.9
6.573,-73.282,163.4
6.782,-73.123,149.3
6.154,-73.603,106.8
6.801,-73.164,142.0
6.808,-73.106,148.2
6.770,-73.148,147.3
6.789,-73.070,144.1
6.777,-73.183,137.8
6.781,-73.163,140.7
6.772,-73.083,140.4
6.780,-73.141,142.7
6.758,-73.136,152.5
6.793,-73.106,149.1
6.735,-73.152,152.9
6.776,-73.182,157.8
6.741,-73.532,114.7
6.786,-73.143,144.0
6.834,-73.142,147.3
6.798,-73.106,142.9
6.801,-73.173,144.0
6.779,-73.105,145.5
6.784,-73.147,154.0
7.202,-74.001,6.0
6.790,-73.097,150.1
6.772,-73.147,150.5
6.792,-73.167,146.0
6.787,-73.123,146.0
6.788,-73.114,140.5
6.784,-73.172,145.2
6.789,-73.153,143.1
6.800,-73.165,143.3
6.803,-72.994,130.5
6.838,-73.208,149.3
6.807,-73.004,139.7
6.819,-73.142,145.6
6.767,-73.116,139.8
6.816,-73.163,145.3
6.827,-73.197,132.0
6.829,-73.046,143.6
6.781,-73.118,142.0
6.566,-73.501,17.0
6.827,-73.151,154.5
6.245,-73.649,107.9
6.852,-72.995,153.7
6.815,-73.154,148.2
6.813,-73.133,146.3
6.797,-73.150,144.7
6.785,-73.086,151.1
6.811,-73.157,145.3
6.271,-73.734,112.0
6.843,-73.317,124.8
5.983,-73.772,107.0
6.779,-73.112,150.9
6.808,-73.144,144.0
6.082,-73.723,107.5
6.758,-73.207,146.0
6.809,-73.117,150.0
6.637,-73.607,19.4
6.533,-73.500,111.9
6.786,-73.101,144.4
6.852,-73.530,102.0
6.714,-73.196,142.5
6.728,-73.191,148.0
6.733,-73.107,138.7
6.745,-73.039,143.1
6.701,-73.146,133.6
6.060,-73.571,117.5
6.766,-73.158,147.1
6.801,-73.148,147.2
6.766,-72.977,142.9
6.849,-73.119,144.5
6.820,-73.226,136.6
6.806,-73.179,141.9
6.780,-73.175,139.7
6.806,-73.149,151.1
6.760,-73.044,148.8
7.336,-73.104,14.2
7.187,-73.364,99.3
6.655,-73.279,155.2
6.779,-73.177,141.0
6.786,-73.108,141.9
6.818,-73.201,143.7
6.402,-73.648,110.7
6.794,-73.153,149.2
6.810,-73.129,143.2
6.764,-73.170,147.2
6.803,-73.170,139.3
6.604,-73.531,109.0
6.787,-73.110,148.6
6.891,-73.170,142.3
6.836,-73.168,141.5
6.793,-73.129,147.4
6.778,-73.125,151.7
6.698,-73.200,150.8
6.777,-73.178,148.3
6.743,-73.123,152.1
6.809,-73.172,139.3
6.711,-73.081,138.5
6.854,-73.196,142.8
6.776,-73.143,142.0
6.709,-73.104,143.3
6.831,-73.146,147.1
6.765,-73.176,127.0
6.733,-73.144,143.5
6.803,-73.127,137.9
6.768,-73.117,143.1
6.808,-73.178,144.2
6.840,-73.259,115.9
6.798,-73.149,144.0
6.799,-73.144,147.8
6.800,-73.130,138.1
6.834,-72.965,146.0
6.779,-73.139,147.4
6.802,-73.174,149.7
6.802,-73.109,152.0
6.796,-73.059,138.4
6.775,-73.159,139.6
6.771,-73.003,141.2
6.807,-73.114,143.5
7.053,-73.474,112.4
6.813,-73.097,155.2
6.807,-73.121,149.0
6.763,-73.105,143.0
6.798,-73.172,144.0
6.756,-73.127,156.0
6.815,-73.149,144.9
6.550,-73.171,4.0
6.751,-73.089,149.2
6.796,-73.159,144.0
6.785,-73.151,138.6
6.768,-73.077,149.8
6.768,-73.172,150.7
6.791,-73.038,146.9
7.410,-73.247,122.6
6.798,-73.137,146.3
6.579,-73.512,106.4
6.787,-73.168,146.0
6.773,-73.047,144.9
6.795,-73.101,139.5
6.777,-73.128,141.8
6.803,-73.119,140.1
6.753,-73.127,146.5
6.837,-73.177,137.4
6.803,-73.156,150.3
6.611,-73.431,121.7
6.756,-73.098,151.5
7.001,-73.208,135.8
6.799,-73.178,139.1
6.833,-73.142,149.8
6.789,-73.162,148.2
6.775,-73.144,141.0
6.796,-73.146,145.6
6.792,-73.142,145.5
6.790,-73.143,145.3
6.769,-73.153,145.0
6.821,-73.090,142.3
6.807,-73.074,142.0
6.821,-73.177,147.9
6.678,-73.188,141.0
6.762,-73.097,144.0
6.188,-73.907,88.2
6.775,-73.142,143.2
7.397,-73.197,128.0
6.861,-74.126,71.4
6.799,-73.155,140.6
6.839,-72.964,140.3
6.769,-73.156,142.0
6.782,-73.127,156.0
6.761,-73.116,150.4
6.184,-73.582,107.9
6.734,-73.420,113.9
6.675,-73.094,140.9
6.823,-73.137,146.0
6.779,-73.113,147.7
6.786,-73.156,150.5
6.807,-73.183,144.0
6.802,-73.103,146.5
6.751,-73.123,142.8
6.839,-72.985,142.5
6.796,-73.144,144.7
6.797,-73.109,146.8
6.755,-73.123,150.2
7.035,-73.317,4.2
7.347,-73.372,119.7
6.759,-73.219,151.9
6.773,-73.159,155.6
5.869,-73.652,116.4
6.765,-73.030,150.8
6.798,-73.146,146.2
6.807,-73.112,148.1
6.085,-73.716,106.1
6.790,-73.044,145.6
7.468,-73.283,139.3
6.778,-73.182,143.5
6.810,-73.174,139.2
6.772,-73.128,147.2
6.708,-73.191,143.0
6.730,-73.172,145.7
6.845,-73.169,148.3
6.701,-73.200,139.1
6.788,-73.111,148.9
6.268,-73.647,105.8
6.787,-73.150,151.2
6.788,-73.142,148.8
6.703,-73.219,146.0
6.810,-73.122,141.2
6.751,-73.153,156.0
6.823,-73.114,148.0
6.747,-73.139,151.1
6.747,-73.135,148.0
6.709,-73.512,112.0
6.744,-73.097,141.0
6.753,-73.121,143.2
6.735,-73.199,141.7
6.718,-73.110,146.1
6.822,-73.310,123.8
6.144,-73.876,86.5
6.792,-73.094,144.7
6.776,-73.072,147.0
6.801,-73.185,139.7
6.790,-73.086,142.7
6.754,-73.148,130.3
5.865,-74.017,4.0
6.789,-73.159,139.6
6.747,-73.144,157.5
6.841,-73.138,146.3
6.842,-73.054,145.7
6.762,-73.132,148.9
6.739,-73.155,148.0
6.719,-73.218,148.6
6.812,-73.137,152.9
6.824,-73.143,134.0
6.798,-73.086,146.9
6.788,-73.150,144.6
6.816,-73.122,143.4
6.795,-73.152,140.7
6.750,-73.039,149.7
6.766,-73.097,147.7
6.082,-73.332,130.4
6.332,-73.364,124.1
7.470,-73.402,120.8
6.764,-73.194,154.4
6.817,-73.137,148.0
6.798,-73.151,147.3
6.794,-73.177,138.9
6.833,-73.143,141.4
7.466,-73.188,133.8
6.797,-73.112,144.1
6.793,-73.131,140.6
6.764,-73.168,142.4
6.783,-73.148,148.2
6.777,-73.165,144.4
6.778,-73.126,139.5
6.794,-73.150,144.8
6.797,-73.144,146.9
6.791,-73.173,146.2
6.778,-73.279,162.2
6.728,-73.117,147.1
6.744,-73.139,144.8
7.126,-73.047,146.5
6.829,-73.133,142.3
6.773,-72.977,139.7
6.821,-73.339,118.1
6.778,-73.142,143.6
6.741,-73.160,146.3
6.772,-73.113,143.1
7.230,-73.752,27.5
6.640,-73.123,145.6
6.790,-73.171,140.0
6.752,-73.058,147.0
6.501,-73.624,107.2
6.785,-73.117,147.9
6.828,-73.151,140.0
6.789,-73.092,147.3
6.766,-73.118,144.2
6.824,-73.076,148.0
6.751,-73.201,144.0
6.066,-73.701,106.3
6.804,-73.144,146.5
5.909,-73.661,122.8
6.715,-72.991,132.9
6.715,-73.121,151.2
7.324,-73.935,73.1
6.764,-73.195,149.0
6.714,-73.116,144.1
6.633,-73.540,102.5
6.804,-73.177,137.7
6.426,-73.727,94.6
6.648,-73.211,148.0
6.783,-73.142,141.3
6.787,-73.144,145.9
6.769,-73.164,128.3
6.781,-73.147,142.6
6.794,-73.157,151.1
6.792,-73.148,149.0
5.915,-74.072,86.0
6.702,-73.197,148.0
6.750,-73.082,142.6
6.789,-73.104,139.1
6.826,-73.104,148.4
6.791,-73.177,135.4
6.815,-73.183,143.8
6.786,-73.171,147.7
5.993,-73.700,116.1
6.807,-73.159,140.3
6.764,-73.134,137.2
6.795,-73.144,142.3
6.803,-73.142,147.3
6.795,-73.166,140.0
6.840,-73.178,139.1
6.762,-73.140,148.3
6.785,-73.122,149.3
6.811,-73.129,146.6
6.740,-73.123,125.6
7.189,-73.234,115.1
6.219,-73.322,151.5
6.759,-73.117,146.6
7.062,-73.791,32.0
6.743,-73.209,117.1
6.819,-73.135,153.9
5.977,-73.417,137.7
6.532,-73.537,120.0
6.820,-73.198,146.4
6.759,-73.174,154.3
6.759,-73.158,139.4
6.810,-73.147,149.5
6.841,-73.129,145.6
6.788,-73.142,145.3
6.839,-73.162,140.0
6.275,-73.583,102.7
6.806,-73.144,149.3
7.012,-73.537,111.7
6.442,-73.572,110.0
6.822,-73.157,145.3
6.754,-73.086,144.0
6.812,-73.121,147.4
6.773,-73.097,143.0
6.728,-73.163,147.8
6.787,-73.140,144.5
6.778,-73.094,141.6
6.824,-73.150,148.0
6.530,-73.539,104.3
6.769,-73.217,154.6
6.791,-73.097,143.5
6.833,-73.147,144.1
6.850,-73.016,136.0
7.048,-73.084,137.1
6.795,-73.093,138.7
6.747,-73.159,148.7
6.826,-73.187,139.1
6.770,-73.117,148.0
6.819,-73.143,143.8
6.829,-73.291,117.2
6.804,-73.132,146.2
6.761,-73.162,142.8
7.435,-73.277,17.6
6.691,-73.129,148.0
6.744,-73.130,149.9
6.478,-73.652,101.3
6.794,-73.162,150.8
6.764,-73.440,122.5
6.806,-73.178,142.7
6.697,-73.221,153.8
6.779,-73.110,142.8
6.861,-73.086,140.5
6.808,-73.180,141.9
6.779,-73.193,140.0
6.802,-73.164,145.0
6.637,-73.415,123.2
6.908,-73.230,113.5
6.788,-73.146,142.4
6.726,-73.091,120.5
6.349,-73.634,115.1
6.285,-73.634,107.4
6.789,-73.172,155.8
6.584,-73.454,117.7
6.829,-73.198,135.8
6.769,-73.056,142.0
6.839,-72.945,138.1
6.809,-73.173,145.1
6.802,-73.187,135.1
6.686,-73.110,134.6
6.792,-73.174,132.4
6.330,-73.697,94.9
6.977,-73.155,148.1
6.780,-73.095,141.3
6.804,-73.201,133.2
6.755,-73.138,142.7
6.795,-73.089,149.7
6.752,-73.152,139.7
6.832,-73.028,151.5
7.603,-73.179,134.5
5.823,-73.898,95.4
6.800,-73.105,150.9
6.043,-73.726,118.0
6.718,-73.191,148.0
6.813,-73.092,141.9
6.603,-73.328,115.0
5.952,-73.709,118.1
6.801,-73.087,148.0
7.181,-73.053,152.9
6.828,-73.151,153.3
6.786,-73.129,143.0
6.769,-73.130,141.0
6.547,-73.814,94.4
6.770,-73.251,131.4
6.758,-73.128,140.5
6.689,-73.135,155.0
6.792,-73.018,142.5
6.818,-73.143,145.4
6.759,-73.114,142.0
6.878,-73.163,140.8
6.777,-73.119,142.5
6.522,-73.577,112.0
6.768,-73.158,147.6
6.777,-73.155,150.0
6.780,-73.005,144.1
6.768,-73.138,148.6
6.749,-73.191,147.7
6.716,-73.164,156.8
6.811,-73.181,145.4
6.829,-73.136,154.8
6.671,-73.183,146.5
6.800,-73.130,143.5
6.802,-73.138,149.0
6.788,-73.135,147.2
6.820,-73.135,142.4
7.421,-73.241,117.4
6.754,-73.173,145.4
6.792,-73.084,153.6
6.377,-72.904,4.0
6.819,-73.108,145.9
6.821,-73.186,144.4
6.792,-73.143,149.4
7.231,-73.856,14.2
6.554,-73.539,115.1
6.759,-73.131,142.9
6.745,-73.145,153.1
6.934,-73.156,146.7
6.793,-73.059,135.1
6.766,-73.128,140.9
6.764,-73.134,147.3
6.805,-73.152,143.6
6.846,-73.031,149.5
6.776,-73.122,142.1
6.758,-73.203,146.0
6.671,-73.588,103.7
6.644,-73.182,136.8
6.748,-73.166,143.3
6.765,-73.056,137.0
6.786,-73.197,153.5
6.081,-73.560,122.0
7.599,-73.119,144.8
6.872,-73.142,142.2
6.791,-73.296,136.9
6.765,-73.159,145.3
