Latitud,Longitud
6.748,-73.069
6.818,-73.161
6.784,-73.167
6.803,-73.118
6.297,-73.728
6.748,-73.129
6.821,-73.130
6.609,-73.735
6.801,-73.110
6.789,-73.140
6.752,-73.194
6.743,-73.128
6.771,-73.132
5.845,-73.861
6.686,-73.237
6.826,-73.327
6.617,-73.427
6.804,-73.117
7.054,-73.581
6.791,-73.090
6.789,-73.114
6.017,-73.948
6.832,-73.206
6.769,-73.098
6.788,-73.151
6.678,-73.078
6.779,-73.130
6.924,-73.589
6.835,-73.120
6.892,-73.229
6.777,-73.486
6.869,-73.305
6.840,-73.148
6.832,-73.132
6.771,-73.148
6.787,-73.138
6.809,-73.182
6.755,-73.165
6.819,-73.154
6.807,-73.119
6.789,-73.154
6.768,-73.107
5.851,-73.708
6.741,-73.140
6.786,-73.147
6.758,-73.139
6.770,-73.584
6.691,-73.170
6.793,-73.161
7.004,-73.406
6.792,-73.086
6.796,-73.225
6.769,-73.163
6.814,-73.115
6.799,-73.158
6.799,-73.112
6.818,-73.040
6.781,-73.118
6.768,-73.120
6.783,-73.148
7.260,-73.068
6.590,-73.409
6.853,-73.456
6.832,-73.109
6.797,-73.193
6.780,-73.160
6.017,-74.004
6.745,-73.174
6.788,-73.062
6.780,-73.157
6.816,-72.781
6.796,-73.157
6.828,-73.140
7.430,-73.187
6.775,-73.137
6.774,-73.140
6.818,-73.148
6.383,-73.782
6.820,-73.179
6.788,-73.135
6.553,-73.589
6.803,-73.389
6.623,-73.219
6.792,-73.045
6.851,-73.295
6.812,-73.188
6.817,-73.133
6.804,-73.126
6.766,-73.144
6.751,-73.140
6.770,-73.164
6.820,-73.143
6.797,-73.153
6.809,-73.079
6.765,-73.127
6.822,-73.188
6.698,-73.136
6.799,-72.984
6.811,-73.128
6.774,-73.157
6.807,-73.107
6.748,-73.184
6.011,-73.695
6.787,-73.060
6.795,-73.164
6.752,-73.174
7.419,-73.263
6.835,-73.092
6.827,-73.149
6.535,-73.516
6.801,-73.130
6.765,-73.188
6.773,-73.155
6.694,-73.116
6.782,-73.139
6.754,-73.133
6.807,-73.158
6.825,-73.155
6.827,-73.166
6.789,-73.145
6.845,-73.162
6.744,-73.112
6.792,-73.151
6.821,-73.186
6.822,-73.109
6.767,-73.128
6.842,-73.061
6.804,-73.095
6.782,-73.136
6.803,-73.142
6.769,-73.099
6.791,-73.163
6.813,-73.125
6.812,-73.152
6.812,-73.168
6.799,-72.977
6.803,-73.144
6.777,-73.148
6.787,-73.130
6.793,-73.110
6.540,-73.505
6.792,-73.140
6.721,-73.181
6.779,-73.094
6.813,-73.063
7.507,-73.145
6.149,-73.781
6.780,-73.170
6.782,-73.073
6.775,-73.162
6.819,-73.204
6.854,-73.336
6.782,-73.204
6.733,-73.115
6.789,-73.140
6.808,-73.150
6.801,-73.135
6.807,-73.148
7.268,-73.407
6.879,-73.515
7.413,-73.199
6.814,-73.092
6.774,-73.135
6.840,-73.141
6.825,-73.002
6.789,-73.143
6.326,-73.526
6.792,-73.134
6.820,-73.156
6.860,-73.140
7.557,-73.471
6.769,-73.169
6.787,-73.073
6.811,-73.200
6.805,-73.164
5.773,-73.911
6.771,-73.067
6.591,-73.568
6.579,-73.570
7.480,-73.155
6.784,-72.952
6.775,-73.127
6.791,-73.058
6.705,-73.228
6.839,-73.101
6.766,-73.147
7.380,-73.123
6.063,-73.705
6.842,-73.277
6.747,-73.152
6.703,-73.171
6.817,-73.149
6.781,-73.126
6.785,-73.190
6.785,-73.142
6.815,-73.143
6.774,-73.137
6.584,-73.447
6.766,-73.169
6.338,-73.602
6.810,-73.190
6.722,-73.176
6.801,-73.087
6.786,-73.114
6.819,-73.160
7.197,-74.130
6.815,-73.073
6.772,-73.165
6.816,-73.191
6.775,-73.161
7.183,-73.197
6.813,-73.174
6.780,-73.125
6.776,-73.152
5.925,-73.754
6.744,-73.977
6.769,-73.097
6.757,-73.091
6.833,-73.125
6.788,-73.002
6.651,-73.347
6.781,-73.146
6.802,-73.157
6.781,-73.232
6.798,-73.338
6.802,-73.093
6.732,-73.044
6.801,-73.019
6.759,-73.121
6.800,-73.132
6.788,-72.942
6.797,-73.108
6.818,-73.125
6.738,-73.039
6.773,-73.130
6.824,-73.112
6.798,-73.126
6.807,-73.119
6.798,-73.085
6.761,-73.144
6.787,-73.135
6.811,-73.145
6.832,-73.130
6.787,-73.185
5.841,-74.035
6.825,-73.118
6.802,-73.074
7.084,-73.270
7.533,-73.282
6.869,-73.314
6.763,-73.126
6.795,-73.161
6.790,-73.161
6.794,-73.163
6.766,-73.160
6.381,-73.561
6.829,-73.174
6.882,-73.252
6.767,-73.139
7.167,-73.119
6.826,-73.135
6.771,-73.123
6.820,-73.122
6.796,-73.175
6.198,-73.443
6.727,-73.063
6.802,-73.129
6.789,-73.158
6.800,-73.166
6.813,-73.175
6.829,-73.184
6.923,-72.503
5.999,-73.751
6.737,-73.191
6.766,-73.152
6.783,-73.137
6.863,-73.129
6.816,-73.459
6.801,-73.083
6.802,-73.156
6.778,-73.113
6.822,-73.130
6.737,-73.160
6.775,-73.121
6.765,-73.087
6.788,-73.118
6.823,-73.151
6.771,-73.110
6.542,-73.590
6.844,-72.976
6.787,-73.116
7.303,-73.257
6.829,-73.055
6.755,-73.097
6.767,-73.134
6.635,-73.685
6.779,-73.163
6.803,-73.139
6.739,-73.662
6.255,-73.695
6.803,-73.152
6.340,-73.567
5.820,-73.842
6.800,-73.040
6.799,-73.066
6.735,-73.185
6.693,-73.528
6.789,-73.152
6.796,-73.186
6.898,-73.117
6.797,-73.136
6.782,-73.114
6.821,-73.046
6.814,-73.126
6.637,-73.196
6.748,-73.139
6.746,-73.160
6.761,-73.150
6.155,-73.763
6.778,-73.120
6.793,-73.100
6.796,-73.151
6.797,-73.148
6.833,-73.082
6.816,-73.118
6.797,-73.116
6.779,-73.148
6.797,-73.069
6.795,-73.117
6.799,-73.093
7.295,-73.580
6.777,-73.406
6.823,-73.123
6.725,-73.197
6.772,-73.219
6.756,-73.146
6.794,-73.169
6.805,-73.132
6.768,-73.105
6.792,-73.148
6.769,-73.063
6.906,-73.241
6.781,-73.126
7.406,-73.184
6.919,-73.490
6.779,-73.081
5.870,-73.792
6.798,-73.128
6.804,-73.179
6.775,-73.158
6.756,-73.146
6.799,-72.978
6.718,-73.098
6.694,-73.198
6.811,-73.120
6.788,-73.170
6.818,-73.149
6.058,-73.614
6.650,-73.258
6.818,-73.170
6.785,-73.113
6.742,-73.155
6.778,-73.171
6.730,-73.141
6.869,-73.557
6.793,-73.093
6.787,-73.103
6.696,-73.177
6.753,-73.141
5.835,-73.717
6.666,-72.944
6.778,-73.183
6.792,-73.125
6.788,-73.033
6.818,-73.156
6.706,-73.186
6.756,-73.170
6.798,-73.162
6.794,-73.195
6.830,-73.137
7.363,-73.199
6.843,-72.934
6.798,-73.055
6.750,-73.139
6.544,-73.563
6.775,-73.106
6.739,-73.140
6.792,-73.127
6.808,-73.119
6.731,-73.207
6.815,-73.159
6.763,-73.140
6.792,-73.117
6.695,-73.180
6.780,-73.119
6.814,-73.141
6.776,-73.105
6.832,-73.152
6.756,-73.087
6.795,-73.156
6.781,-73.166
6.748,-73.179
7.363,-73.115
6.814,-73.110
6.845,-73.300
6.179,-73.792
6.795,-73.137
6.760,-73.121
6.837,-73.359
6.395,-73.653
6.787,-73.148
6.744,-73.126
6.779,-72.966
6.794,-73.151
6.800,-73.011
6.771,-73.177
6.745,-73.136
6.805,-73.098
6.335,-73.627
6.758,-73.143
6.795,-73.072
6.697,-73.222
6.812,-73.051
6.741,-73.134
6.846,-73.092
6.776,-73.118
6.800,-73.199
6.869,-73.373
6.144,-74.007
6.792,-73.163
6.771,-73.093
6.805,-73.176
6.762,-73.160
6.784,-72.934
7.375,-73.152
6.727,-73.217
6.974,-73.250
6.809,-73.074
6.864,-73.135
6.736,-73.188
6.815,-73.140
6.755,-73.147
6.559,-73.522
6.725,-73.157
6.814,-73.154
6.774,-73.186
6.789,-73.176
6.737,-73.186
6.780,-73.089
6.771,-73.061
6.608,-73.426
6.775,-73.116
6.781,-73.188
7.041,-73.512
6.801,-73.130
6.729,-73.216
7.509,-73.376
6.768,-73.026
6.834,-73.135
6.823,-73.158
6.833,-73.182
6.797,-73.169
6.521,-73.597
6.766,-73.123
6.787,-73.100
6.791,-73.127
6.816,-73.125
7.410,-73.196
6.503,-73.540
6.794,-73.422
6.764,-73.431
6.796,-73.147
6.840,-73.152
6.806,-73.151
6.786,-73.150
6.819,-73.161
6.806,-73.152
6.755,-73.160
6.855,-73.038
6.786,-73.126
6.444,-73.664
6.812,-73.111
6.764,-73.108
6.814,-73.156
6.740,-73.098
6.780,-73.035
6.789,-73.082
6.688,-73.199
6.739,-73.218
7.262,-73.337
6.337,-73.274
6.847,-73.147
6.726,-73.588
6.763,-73.109
6.801,-73.146
6.756,-73.180
6.723,-73.041
6.732,-73.001
6.903,-73.284
7.468,-73.430
6.815,-72.919
6.598,-73.109
6.784,-73.103
7.444,-73.198
6.770,-73.161
6.808,-73.202
6.778,-73.092
6.801,-73.116
6.531,-73.570
6.746,-73.157
7.118,-73.335
6.808,-73.129
6.783,-73.100
6.764,-73.152
6.765,-73.171
6.807,-73.118
6.865,-73.171
6.818,-73.148
6.826,-73.150
7.452,-73.208
6.832,-73.176
6.686,-73.119
6.811,-73.124
6.767,-73.106
6.825,-72.975
6.856,-73.264
7.422,-73.199
6.817,-73.140
6.766,-73.161
6.043,-73.736
6.783,-73.140
6.791,-73.164
6.818,-73.055
7.149,-73.783
6.816,-73.176
6.790,-73.067
6.830,-73.420
6.847,-73.177
7.147,-73.073
6.785,-73.095
6.126,-73.729
6.889,-73.138
6.789,-73.100
6.782,-73.152
6.780,-73.099
6.804,-73.100
6.814,-73.127
6.807,-73.115
6.790,-73.159
6.809,-73.159
6.806,-73.137
6.740,-73.129
6.778,-73.155
6.761,-73.152
6.806,-73.135
6.810,-73.089
6.725,-73.444
6.882,-72.995
6.785,-73.094
6.845,-73.154
6.769,-73.179
6.771,-73.165
6.799,-73.156
6.804,-73.110
6.796,-73.142
7.311,-73.067
6.813,-73.174
6.767,-73.216
6.811,-73.104
6.790,-73.158
6.818,-73.109
6.867,-73.173
6.745,-73.387
6.805,-73.129
6.042,-73.808
6.818,-73.136
6.817,-73.130
6.532,-73.587
6.805,-73.080
7.440,-73.205
6.161,-73.725
6.827,-73.128
6.804,-73.133
6.715,-73.145
6.792,-73.161
6.794,-73.128
6.799,-73.409
6.773,-73.109
6.770,-73.204
6.791,-73.177
6.805,-73.154
6.838,-73.110
6.795,-73.126
6.799,-73.141
7.047,-73.535
6.792,-73.136
7.132,-73.142
6.733,-73.150
6.748,-73.121
6.778,-73.004
6.808,-73.167
6.824,-73.118
6.718,-73.083
6.774,-73.088
6.788,-73.055
6.771,-73.086
6.763,-73.017
6.918,-72.967
7.447,-73.300
6.824,-73.165
6.799,-73.168
6.766,-73.130
6.796,-73.178
7.110,-73.044
6.806,-73.180
6.841,-73.138
6.792,-73.144
6.808,-73.076
6.769,-73.196
6.807,-73.167
6.775,-73.153
6.788,-73.143
6.815,-73.070
6.803,-73.162
6.496,-73.976
6.778,-73.057
6.772,-73.105
6.806,-73.200
6.807,-73.132
6.711,-73.702
6.785,-73.161
6.762,-73.184
6.794,-73.125
6.810,-73.183
6.794,-73.138
7.359,-73.179
6.750,-73.163
7.050,-73.637
6.716,-73.171
6.790,-73.142
6.834,-73.131
7.316,-73.197
6.813,-74.038
6.787,-73.102
6.820,-73.149
6.803,-73.157
6.762,-73.198
6.805,-73.154
6.812,-73.132
6.510,-73.613
6.852,-73.182
6.676,-73.198
6.800,-73.057
7.478,-73.239
6.265,-73.512
6.812,-73.133
6.797,-73.148
6.765,-73.121
6.616,-73.545
6.735,-73.109
6.741,-73.087
6.845,-73.076
6.768,-73.162
6.801,-73.148
6.764,-73.140
6.758,-73.156
5.977,-73.998
6.783,-73.144
6.780,-73.108
6.413,-73.592
6.801,-73.147
6.805,-73.105
6.805,-73.106
6.806,-73.157
6.739,-73.089
6.801,-73.149
6.818,-73.156
6.773,-73.052
6.885,-73.386
6.802,-73.129
6.784,-73.139
6.788,-73.137
6.818,-73.138
6.633,-73.182
6.722,-73.160
6.526,-73.553
7.388,-73.117
6.803,-73.106
6.828,-73.117
7.369,-73.123
6.772,-73.146
6.762,-73.171
6.799,-73.116
6.783,-73.156
6.775,-73.100
6.800,-73.166
6.795,-73.155
6.015,-73.690
6.517,-73.563
6.759,-73.112
6.762,-73.148
6.822,-73.121
6.834,-73.136
6.549,-73.449
6.819,-73.152
6.636,-73.295
6.860,-73.175
6.789,-73.135
6.813,-73.107
6.769,-73.128
6.724,-73.175
6.496,-73.484
6.795,-73.141
6.729,-73.112
6.802,-73.048
6.765,-73.088
6.732,-73.499
6.819,-73.128
6.801,-73.163
6.806,-73.185
7.332,-73.404
6.682,-73.631
6.732,-73.200
6.695,-73.250
6.589,-73.514
7.343,-73.323
6.767,-73.133
6.780,-73.159
6.727,-73.147
6.803,-73.175
6.792,-73.158
6.799,-73.151
6.781,-73.150
6.851,-73.146
6.748,-73.104
6.827,-73.157
6.815,-73.157
6.791,-73.146
6.825,-73.152
6.775,-73.094
6.812,-73.158
6.558,-73.527
7.116,-73.874
6.807,-73.087
6.708,-73.183
6.789,-73.143
6.775,-73.108
6.812,-73.151
6.783,-73.154
6.898,-73.059
6.680,-73.195
6.854,-73.162
6.791,-73.042
6.029,-73.767
6.762,-73.183
6.817,-73.127
6.756,-73.061
6.792,-73.146
6.799,-73.134
6.834,-73.119
6.771,-73.167
6.822,-73.130
6.801,-73.165
6.837,-73.136
6.780,-73.176
6.797,-73.168
6.646,-73.184
6.794,-73.109
6.705,-73.214
6.829,-73.157
6.738,-73.184
6.588,-73.523
6.761,-73.061
6.698,-73.196
7.515,-73.114
6.772,-73.094
6.790,-73.135
6.750,-73.132
6.804,-73.183
6.556,-73.609
6.762,-73.243
6.809,-73.141
6.784,-73.183
6.815,-73.203
6.780,-73.105
6.861,-73.149
7.306,-73.522
7.414,-73.190
6.616,-73.752
6.792,-73.090
6.715,-73.133
6.787,-73.141
6.792,-73.171
6.750,-73.146
6.762,-73.229
6.393,-73.688
6.513,-73.530
6.801,-73.109
7.148,-73.410
6.776,-73.100
6.790,-73.150
6.035,-73.711
6.785,-73.147
6.367,-73.617
6.729,-73.150
6.814,-73.114
6.737,-73.169
6.695,-73.218
6.776,-73.170
6.815,-73.248
6.820,-73.164
6.524,-73.736
6.337,-73.554
6.837,-73.318
6.955,-73.146
7.015,-73.158
6.787,-73.164
6.805,-73.153
6.788,-73.088
6.832,-73.143
6.776,-73.152
6.775,-73.059
6.788,-73.187
6.801,-73.073
6.860,-73.131
6.827,-73.156
6.786,-73.137
6.822,-73.173
6.797,-73.145
6.764,-73.016
6.758,-73.225
6.611,-73.672
6.683,-73.228
6.555,-73.516
6.763,-73.073
6.079,-73.906
6.802,-73.144
6.255,-74.192
6.522,-73.499
6.763,-73.084
6.766,-73.189
6.801,-73.009
6.802,-73.019
6.770,-73.000
6.792,-73.138
6.716,-73.204
6.828,-73.173
6.835,-73.190
6.774,-73.060
6.738,-73.166
6.774,-73.103
6.726,-73.120
6.801,-73.166
6.781,-73.115
6.737,-73.098
6.808,-73.186
6.798,-73.073
6.730,-73.092
6.827,-73.112
6.783,-73.053
6.483,-73.744
6.779,-73.153
6.805,-73.173
6.777,-73.141
6.783,-73.145
6.782,-73.435
6.771,-73.144
7.417,-73.224
6.793,-73.169
6.796,-73.067
6.845,-73.066
6.807,-73.153
6.798,-73.046
6.847,-73.150
6.290,-73.170
7.226,-73.878
6.803,-73.173
6.823,-73.129
5.982,-73.658
6.775,-73.113
6.783,-73.170
6.323,-73.573
6.796,-73.154
6.756,-73.135
6.796,-73.156
6.822,-73.147
6.814,-73.126
6.830,-73.160
6.802,-73.067
7.215,-74.028
6.782,-73.097
6.689,-73.435
7.388,-73.190
6.803,-73.130
6.762,-73.166
6.661,-73.368
6.767,-73.202
6.824,-73.128
6.765,-73.150
6.802,-73.145
6.829,-73.167
6.716,-73.246
6.858,-73.153
6.729,-73.117
6.830,-73.148
7.113,-72.954
6.801,-73.074
6.761,-73.200
6.782,-73.169
6.788,-73.049
6.820,-73.162
6.786,-73.108
6.787,-73.193
6.788,-73.153
6.771,-73.090
7.044,-73.406
6.805,-73.147
5.937,-73.734
6.796,-73.200
6.763,-73.170
5.958,-73.783
6.708,-73.122
6.846,-73.098
6.787,-73.160
6.554,-73.437
6.806,-73.111
6.771,-72.918
6.743,-73.179
6.774,-73.144
6.803,-73.170
6.002,-73.884
6.157,-73.813
6.664,-72.845
6.770,-73.064
6.941,-73.136
6.716,-73.148
6.816,-73.151
6.804,-73.160
6.817,-73.176
6.761,-73.159
6.797,-73.135
6.576,-73.472
6.862,-73.403
6.763,-73.117
6.779,-73.208
6.797,-73.108
6.794,-73.169
6.789,-73.132
6.771,-73.115
6.800,-73.151
6.775,-73.158
6.723,-73.152
6.849,-73.321
6.802,-73.151
6.814,-73.149
6.443,-73.415
6.806,-73.136
5.892,-73.816
6.874,-73.147
6.758,-73.157
6.821,-73.143
6.829,-73.172
6.825,-73.122
6.825,-73.218
6.811,-73.218
6.828,-73.112
6.808,-73.143
6.806,-73.151
6.842,-73.160
6.756,-73.221
6.770,-73.185
6.831,-73.189
6.545,-73.557
6.789,-73.124
6.786,-73.125
6.795,-73.112
6.789,-73.103
6.758,-73.051
5.900,-73.760
6.464,-73.717
6.751,-73.078
6.773,-73.131
6.785,-73.127
6.764,-73.123
6.787,-73.058
6.871,-73.161
6.662,-73.213
6.798,-73.165
6.786,-73.151
6.830,-73.158
6.796,-73.062
6.816,-73.057
6.834,-73.140
6.719,-73.220
6.805,-73.108
6.786,-73.125
6.777,-73.181
6.812,-73.142
7.441,-73.209
6.756,-73.191
6.716,-73.102
6.776,-73.173
6.806,-73.037
6.810,-73.099
6.821,-73.147
6.790,-73.092
6.796,-73.146
6.851,-73.123
6.734,-73.084
6.810,-73.119
6.677,-73.250
6.778,-73.130
6.789,-73.144
6.790,-73.073
6.766,-73.179
6.703,-73.747
6.800,-73.123
6.708,-73.254
6.817,-73.156
6.181,-73.767
6.756,-73.122
6.787,-73.108
6.074,-73.633
6.754,-73.144
6.730,-73.197
6.796,-73.171
6.732,-73.083
6.855,-73.092
6.781,-73.362
6.783,-73.159
7.500,-73.531
7.399,-73.335
6.412,-73.636
6.779,-73.079
6.816,-73.131
6.741,-73.120
6.795,-73.097
6.785,-73.149
6.784,-73.110
6.740,-73.129
6.772,-73.174
6.855,-73.203
6.793,-73.105
6.715,-73.505
6.739,-73.193
6.810,-73.123
6.786,-73.110
7.344,-73.176
5.894,-73.775
6.740,-73.122
7.326,-73.242
6.761,-73.149
6.852,-73.450
6.778,-73.162
6.796,-73.136
6.805,-73.153
6.810,-73.125
6.849,-73.332
6.738,-73.121
6.826,-73.114
6.825,-73.169
6.819,-73.158
6.766,-73.105
6.808,-73.155
6.559,-73.702
6.776,-73.170
6.836,-73.163
6.793,-73.145
6.752,-73.090
6.718,-73.199
6.412,-73.593
6.760,-73.221
6.781,-73.136
6.651,-73.274
6.787,-73.099
6.809,-73.176
6.791,-73.161
6.817,-73.134
6.811,-73.106
6.838,-73.312
6.169,-73.800
6.781,-73.173
6.802,-73.162
6.733,-72.941
6.724,-73.210
6.779,-73.170
5.735,-73.873
7.422,-73.273
6.798,-73.165
6.774,-73.218
6.810,-73.124
6.845,-73.273
6.817,-73.160
6.801,-73.052
6.797,-73.149
7.060,-73.518
6.767,-73.055
6.737,-73.183
6.829,-73.121
6.782,-73.143
6.781,-73.129
6.779,-73.114
6.714,-73.181
6.824,-73.086
6.738,-73.073
6.841,-73.219
6.849,-73.182
6.727,-73.165
6.086,-73.865
6.898,-72.854
6.775,-73.190
6.782,-72.975
6.762,-73.155
6.735,-73.151
6.780,-73.099
6.801,-73.091
6.717,-73.231
6.756,-73.131
6.375,-73.649
6.796,-73.177
6.797,-73.084
6.739,-73.188
6.797,-73.101
6.780,-73.094
6.827,-73.174
6.790,-73.155
6.748,-73.203
6.828,-73.133
6.818,-73.155
5.870,-73.675
6.723,-73.193
7.479,-73.128
6.820,-73.077
6.816,-73.140
6.762,-73.172
6.696,-73.300
6.829,-73.183
6.796,-73.122
6.992,-73.489
6.762,-73.108
6.977,-73.139
6.803,-73.322
6.812,-73.149
6.752,-73.116
5.994,-73.714
6.775,-73.190
6.770,-73.147
6.787,-73.118
6.773,-73.132
6.720,-73.182
6.716,-73.158
6.801,-73.129
6.836,-72.957
6.750,-73.139
6.817,-73.049
6.830,-73.508
6.729,-73.134
6.793,-73.145
6.792,-73.124
6.814,-73.130
6.787,-73.174
6.374,-73.427
7.154,-73.069
6.799,-73.162
6.804,-73.158
6.560,-73.557
6.762,-73.133
6.771,-73.092
6.722,-73.153
6.774,-73.490
6.546,-73.494
6.800,-73.119
7.477,-73.227
6.809,-73.192
5.967,-73.768
6.769,-73.163
6.821,-73.154
6.728,-73.170
6.778,-73.063
6.322,-73.643
6.817,-73.183
6.854,-73.213
6.799,-73.070
6.786,-73.144
6.733,-73.202
6.532,-74.021
6.764,-73.159
6.758,-73.152
6.061,-73.621
6.797,-73.165
6.816,-73.197
6.826,-73.125
6.781,-73.140
6.819,-73.115
6.808,-73.148
6.814,-73.191
6.807,-73.064
6.832,-73.025
6.848,-73.133
6.791,-73.018
6.811,-73.179
6.763,-73.119
6.802,-73.162
6.766,-73.183
6.779,-73.114
6.806,-73.163
6.764,-73.212
7.095,-73.278
6.832,-73.155
6.806,-73.174
6.802,-73.199
6.845,-73.005
6.769,-73.110
6.785,-73.107
6.778,-73.120
6.772,-73.161
6.769,-73.132
7.370,-73.400
6.591,-73.195
6.411,-73.254
6.804,-73.160
6.675,-73.280
6.846,-73.011
6.877,-73.122
6.759,-73.201
6.798,-73.194
6.492,-73.701
6.752,-73.203
6.794,-73.135
6.647,-73.094
6.782,-73.153
6.787,-73.128
6.768,-73.221
6.856,-73.224
6.744,-73.175
6.848,-73.094
6.781,-73.133
6.780,-73.157
6.799,-73.171
6.759,-72.977
6.812,-73.104
6.827,-73.146
6.824,-73.039
6.627,-73.162
6.801,-73.116
6.796,-72.996
6.826,-73.160
6.812,-73.129
6.771,-73.101
6.353,-73.447
6.828,-73.115
6.810,-73.153
6.771,-73.162
6.790,-73.151
6.788,-73.328
6.785,-73.118
6.915,-73.139
7.435,-73.178
6.784,-73.116
6.754,-73.188
6.807,-73.157
6.723,-73.147
6.761,-73.085
6.925,-73.173
6.808,-73.124
6.809,-73.133
6.844,-73.179
6.105,-73.551
6.823,-73.099
6.794,-73.130
6.497,-73.599
6.756,-73.088
6.758,-73.145
6.799,-73.057
6.812,-73.145
6.794,-73.092
6.669,-73.568
6.805,-73.101
6.845,-73.151
6.727,-73.147
6.772,-73.166
6.640,-73.082
6.805,-73.177
6.815,-73.026
6.775,-73.092
7.463,-73.161
7.376,-73.200
6.789,-73.118
6.760,-73.053
6.754,-73.230
6.759,-73.143
6.801,-73.212
6.798,-73.068
6.768,-73.160
6.749,-73.164
6.672,-73.140
6.655,-73.646
6.796,-73.113
6.802,-73.165
6.785,-73.129
6.774,-73.191
6.816,-73.123
6.291,-73.589
6.800,-73.210
6.740,-73.099
6.778,-73.028
6.823,-73.151
6.819,-73.132
6.780,-73.143
6.808,-73.112
6.801,-73.145
6.773,-73.111
7.362,-73.186
6.791,-73.128
6.840,-73.133
6.788,-73.168
6.791,-73.135
6.801,-73.170
6.835,-73.385
6.620,-73.354
6.808,-73.162
6.388,-73.517
6.843,-73.033
6.821,-73.113
6.879,-73.330
6.767,-73.146
6.759,-73.124
7.423,-73.179
6.792,-73.138
6.745,-73.183
6.816,-73.158
6.779,-73.167
6.724,-73.206
6.686,-73.202
6.502,-73.757
6.763,-73.185
6.798,-73.175
6.508,-73.823
6.801,-73.136
6.823,-73.122
5.883,-73.667
6.817,-73.194
6.816,-73.165
6.339,-73.492
5.760,-73.876
6.808,-73.138
6.836,-73.169
5.883,-73.687
6.779,-73.125
6.768,-73.122
6.793,-73.158
6.690,-73.293
6.807,-73.182
6.791,-72.977
6.771,-73.133
6.567,-73.475
6.771,-73.128
6.747,-73.130
6.850,-73.291
6.795,-73.177
6.812,-73.155
6.786,-73.142
6.342,-73.355
6.881,-73.174
6.804,-73.181
6.693,-73.284
7.323,-73.446
6.856,-73.273
6.846,-73.187
6.721,-73.254
6.772,-73.116
6.810,-73.090
7.245,-73.045
6.724,-73.063
6.871,-73.112
6.499,-73.634
6.778,-73.121
6.788,-73.064
6.839,-73.288
6.831,-73.052
6.578,-73.593
6.800,-73.147
6.817,-73.150
6.796,-73.156
7.076,-72.843
6.783,-73.130
6.751,-73.425
6.303,-73.448
6.850,-73.524
6.673,-73.178
6.793,-73.132
6.749,-73.158
6.806,-73.161
6.733,-73.113
6.805,-73.156
6.351,-73.582
6.804,-73.164
6.791,-73.140
6.799,-73.111
6.797,-73.104
6.856,-73.163
6.789,-73.171
6.119,-73.825
6.823,-73.128
6.714,-73.176
6.829,-72.979
6.836,-74.034
6.786,-73.380
6.817,-73.495
6.704,-73.183
6.793,-73.140
6.821,-73.337
6.734,-73.196
6.763,-73.094
6.797,-73.047
6.765,-73.039
6.800,-73.142
6.809,-73.111
6.811,-73.144
6.784,-73.139
6.728,-73.182
6.900,-73.475
6.266,-73.662
6.789,-73.145
6.776,-73.143
6.777,-73.125
6.809,-73.143
6.819,-73.077
6.836,-73.158
6.790,-73.102
6.746,-73.107
6.807,-73.138
6.811,-73.130
6.779,-73.094
6.829,-72.997
6.809,-73.113
6.837,-72.964
6.169,-73.775
6.754,-73.148
6.798,-73.141
6.782,-73.068
6.797,-73.167
6.732,-73.191
7.418,-73.218
6.756,-73.035
6.042,-73.676
7.649,-73.223
6.788,-73.155
6.737,-73.061
6.719,-73.224
7.308,-73.781
6.794,-73.144
6.518,-73.607
6.770,-73.143
6.764,-73.031
6.804,-73.154
6.902,-73.180
6.815,-73.159
6.726,-73.451
6.818,-73.127
6.796,-73.442
6.829,-73.156
6.773,-73.125
6.791,-73.133
6.765,-73.128
6.793,-73.201
6.814,-73.171
6.666,-73.206
6.742,-73.155
6.789,-73.156
6.791,-73.104
6.842,-73.139
6.811,-73.084
6.823,-73.173
6.771,-73.203
6.834,-73.124
6.765,-73.154
6.821,-73.171
6.745,-73.167
6.788,-73.092
6.782,-73.094
6.386,-73.757
6.691,-73.210
6.836,-72.984
6.775,-73.170
6.824,-73.132
6.808,-73.174
6.799,-73.160
6.805,-73.198
6.833,-73.168
6.727,-73.028
6.780,-73.177
6.803,-73.145
6.811,-73.136
6.884,-73.188
6.818,-73.121
6.829,-73.159
6.819,-73.238
6.801,-73.069
6.783,-73.153
6.840,-73.240
6.777,-73.125
6.746,-73.147
6.783,-73.144
6.820,-73.138
6.690,-73.217
6.788,-73.040
6.749,-73.145
6.740,-73.180
6.826,-73.082
6.788,-73.069
6.791,-73.164
6.842,-73.007
6.767,-73.180
6.764,-73.127
6.798,-73.126
6.760,-73.186
6.563,-73.582
6.772,-73.150
6.801,-73.146
6.786,-73.064
6.779,-73.241
6.802,-73.148
6.803,-73.092
6.529,-73.511
6.771,-73.128
6.751,-73.231
6.786,-73.144
6.764,-72.810
6.559,-73.567
6.746,-73.134
6.794,-73.166
6.792,-73.136
6.792,-73.165
6.634,-73.142
6.811,-73.161
6.796,-73.159
6.799,-73.141
6.815,-73.061
6.771,-73.099
6.772,-73.139
6.993,-73.530
6.789,-73.142
6.756,-73.391
6.811,-73.142
6.775,-73.147
6.965,-73.160
6.631,-73.237
6.810,-73.151
6.275,-73.630
6.786,-73.048
6.742,-73.153
6.770,-73.135
7.594,-73.119
