Latitud,Longitud
6.897,-73.355
6.752,-73.136
6.621,-73.104
6.152,-73.898
6.699,-73.158
6.791,-73.123
6.833,-73.134
6.494,-73.609
6.745,-73.126
6.813,-73.122
6.777,-73.086
6.824,-73.152
6.817,-73.134
6.772,-73.041
6.602,-73.232
6.811,-73.146
6.655,-73.551
6.855,-73.174
6.773,-73.135
6.787,-73.162
6.554,-73.587
6.783,-73.126
6.788,-72.977
6.965,-73.093
6.816,-73.164
6.787,-73.197
6.727,-73.238
6.413,-73.177
6.807,-73.115
6.592,-73.204
6.820,-73.152
6.807,-73.148
6.768,-73.146
6.354,-73.551
6.808,-73.076
6.755,-73.126
6.822,-73.062
6.789,-73.084
6.781,-73.075
6.775,-73.107
6.827,-74.024
6.808,-73.166
6.784,-73.129
6.774,-73.149
7.431,-73.321
6.786,-73.142
6.845,-73.141
6.565,-73.478
6.698,-73.105
6.721,-73.130
6.799,-73.149
6.766,-73.182
6.802,-73.137
6.775,-73.139
6.779,-73.143
6.753,-73.162
6.704,-73.702
6.751,-73.149
7.404,-73.192
6.795,-73.183
6.829,-73.143
6.723,-73.159
6.763,-73.186
6.776,-73.104
6.773,-73.155
6.184,-73.722
5.964,-73.730
6.813,-73.175
6.814,-73.126
7.450,-72.860
6.791,-73.166
6.259,-73.690
6.508,-73.561
7.358,-73.212
6.054,-74.208
6.831,-73.154
6.780,-73.102
6.397,-73.653
6.776,-73.134
6.715,-73.099
6.807,-73.174
6.751,-73.113
6.800,-73.130
6.707,-73.218
6.775,-73.126
6.644,-73.989
7.401,-73.245
6.791,-73.079
6.761,-73.210
6.816,-73.122
6.780,-73.128
6.814,-73.096
6.798,-73.166
6.805,-73.168
6.758,-73.180
6.797,-73.081
6.847,-73.286
6.795,-73.178
6.708,-73.178
6.819,-73.169
6.822,-73.183
6.819,-73.131
6.860,-73.237
6.841,-73.008
6.811,-73.228
6.776,-73.136
6.791,-73.178
6.776,-73.149
6.809,-73.087
6.796,-73.124
6.875,-73.400
7.112,-73.881
6.838,-73.150
6.828,-73.156
6.765,-73.170
6.811,-73.152
6.857,-73.378
6.792,-73.166
6.643,-73.611
6.796,-73.078
6.783,-73.118
6.988,-73.095
6.800,-73.212
6.792,-73.141
6.804,-73.185
6.813,-73.210
6.148,-73.685
6.473,-73.190
6.736,-73.173
6.784,-73.027
6.803,-73.195
6.873,-73.285
6.807,-73.160
7.407,-73.238
6.619,-73.226
6.808,-73.116
6.817,-73.150
6.794,-73.154
6.794,-73.125
6.793,-73.150
6.785,-73.155
6.797,-73.123
6.761,-73.100
6.793,-73.132
6.776,-73.158
6.776,-73.086
6.820,-73.153
6.805,-73.106
6.826,-73.175
6.809,-73.121
6.802,-73.141
6.317,-73.701
6.789,-73.114
6.796,-73.129
6.713,-73.183
6.789,-73.189
6.778,-73.171
6.809,-73.138
6.772,-73.166
6.823,-73.159
6.138,-73.769
6.766,-73.146
6.822,-73.096
6.880,-73.281
6.792,-73.105
6.747,-73.038
6.776,-73.096
6.796,-73.168
6.734,-73.187
6.770,-73.165
6.801,-73.199
6.753,-73.122
6.799,-73.146
6.738,-73.080
7.513,-73.108
6.813,-73.139
6.814,-73.127
6.773,-73.088
6.514,-73.701
6.813,-73.081
6.724,-73.161
6.767,-73.123
6.804,-73.188
6.768,-73.150
6.811,-73.146
6.840,-73.133
6.752,-73.143
6.792,-72.994
6.821,-73.163
6.807,-73.182
6.745,-73.184
6.801,-73.160
6.781,-73.047
6.847,-73.294
6.480,-73.583
6.793,-73.128
6.800,-73.154
6.803,-73.197
6.807,-73.147
6.770,-73.186
6.847,-73.187
6.772,-73.152
6.792,-73.029
6.765,-73.113
6.792,-73.058
6.284,-73.543
6.782,-73.062
6.812,-73.111
6.766,-73.158
6.812,-73.077
7.403,-73.192
6.827,-73.196
6.841,-73.152
6.800,-73.154
6.796,-73.138
5.882,-74.000
6.784,-73.009
6.822,-73.179
5.886,-73.659
6.825,-73.054
6.784,-73.118
6.802,-73.142
6.778,-73.146
6.783,-73.161
6.684,-73.102
6.708,-73.232
6.823,-73.169
6.834,-73.096
6.783,-73.095
6.690,-73.207
6.745,-73.124
6.794,-73.073
6.798,-73.124
6.794,-73.148
6.775,-72.962
6.573,-73.566
6.747,-73.151
6.319,-73.571
6.770,-73.093
6.826,-73.139
6.759,-73.148
6.830,-73.147
6.816,-73.161
6.823,-73.133
6.777,-73.038
6.809,-73.156
6.829,-73.116
6.799,-73.146
6.821,-73.059
6.810,-73.152
6.784,-73.146
6.818,-73.126
6.803,-73.178
6.812,-73.159
6.789,-72.863
6.811,-73.339
6.781,-73.136
6.827,-73.127
6.839,-73.102
6.373,-73.636
5.868,-73.742
6.810,-73.134
6.750,-73.175
6.821,-73.017
6.785,-73.155
6.751,-73.228
6.772,-73.149
6.859,-73.539
6.769,-73.164
6.558,-73.502
6.800,-73.163
6.769,-73.157
6.721,-73.156
6.362,-73.663
6.683,-73.101
6.754,-73.108
6.764,-73.131
6.777,-73.132
6.753,-73.165
6.715,-73.154
6.199,-73.989
6.730,-73.234
6.793,-73.125
6.764,-73.119
6.796,-73.160
6.766,-73.114
6.519,-73.547
6.783,-73.087
6.812,-73.149
6.860,-73.395
6.753,-73.163
6.802,-73.140
7.122,-73.580
6.802,-73.150
6.638,-73.147
6.814,-73.171
6.834,-73.376
6.821,-73.129
6.789,-73.115
6.705,-73.200
6.784,-73.091
6.802,-73.120
6.357,-73.568
6.786,-73.140
6.773,-73.195
6.789,-73.154
6.818,-73.164
6.800,-73.096
6.802,-73.115
6.720,-73.144
6.750,-73.129
6.798,-73.135
6.652,-73.708
6.806,-73.165
6.823,-73.141
6.837,-73.125
6.716,-73.375
6.800,-73.191
6.683,-73.192
6.812,-73.180
6.915,-73.131
6.822,-73.136
6.797,-73.067
6.774,-73.133
6.784,-73.145
7.471,-73.211
6.821,-73.206
6.722,-73.114
6.816,-73.188
7.394,-73.177
6.746,-73.112
6.784,-73.045
6.821,-73.136
6.788,-73.204
6.787,-73.039
6.832,-73.166
6.701,-73.219
6.743,-73.140
6.821,-73.141
6.701,-73.225
6.818,-73.161
6.799,-73.144
6.815,-73.127
6.760,-73.153
6.763,-73.110
6.873,-73.276
6.672,-73.179
6.777,-73.112
6.802,-73.087
6.769,-73.057
6.779,-73.140
6.773,-73.079
6.788,-73.181
7.243,-73.042
7.453,-73.178
6.824,-73.230
6.820,-73.104
6.838,-73.128
6.786,-73.106
6.792,-73.058
6.785,-73.136
6.828,-73.269
6.766,-73.137
6.785,-73.150
6.845,-72.987
6.819,-73.149
6.774,-73.146
6.773,-73.127
6.759,-73.140
6.878,-73.337
6.814,-73.076
6.807,-73.041
6.792,-73.093
6.785,-73.161
6.783,-73.119
6.828,-73.126
6.750,-73.183
6.810,-73.101
6.745,-73.139
6.799,-73.151
6.746,-73.112
6.746,-73.137
6.809,-73.319
6.752,-73.138
6.507,-73.807
6.808,-73.132
6.759,-73.128
6.799,-73.120
6.512,-73.532
6.793,-73.154
6.817,-73.140
6.831,-73.143
6.520,-73.532
6.788,-73.169
6.784,-73.138
6.782,-73.115
6.694,-73.214
6.798,-73.138
6.779,-73.130
6.784,-73.111
6.831,-73.115
6.707,-73.138
6.744,-73.133
7.285,-73.273
7.108,-73.739
6.786,-73.173
6.808,-73.160
6.794,-73.140
7.396,-73.190
6.813,-73.142
6.830,-73.192
6.764,-73.171
6.806,-73.130
6.753,-73.157
6.095,-73.675
6.346,-73.548
6.781,-73.387
6.740,-73.175
6.807,-73.044
6.685,-73.451
6.825,-73.154
6.797,-73.096
6.646,-73.202
6.748,-73.105
6.793,-73.182
6.796,-73.126
6.819,-73.129
6.243,-73.713
6.826,-73.120
6.763,-73.244
6.805,-73.159
6.802,-73.184
6.458,-73.720
6.838,-72.988
6.694,-73.203
6.805,-73.196
6.807,-73.166
6.329,-73.094
6.772,-72.973
6.800,-73.128
6.741,-73.149
6.755,-73.157
6.813,-73.138
6.800,-73.140
6.504,-73.481
6.808,-72.972
6.789,-73.111
6.865,-73.178
6.780,-73.149
6.829,-73.147
6.646,-73.171
6.804,-73.128
6.326,-73.563
6.833,-73.351
6.813,-72.974
6.777,-73.105
6.215,-74.243
6.769,-73.136
6.804,-73.157
6.768,-73.204
6.781,-73.147
6.841,-73.190
6.801,-73.086
6.806,-73.166
6.803,-73.184
6.766,-73.114
6.774,-73.164
6.780,-73.108
6.760,-73.166
6.769,-73.174
6.600,-73.470
6.801,-73.180
6.770,-73.143
6.785,-73.176
6.553,-73.863
6.767,-73.156
6.755,-73.178
6.795,-73.141
6.776,-73.162
6.796,-73.146
6.833,-73.159
6.829,-72.977
6.843,-73.153
6.820,-73.139
7.371,-73.157
6.767,-73.126
6.768,-73.150
6.725,-73.222
7.536,-73.113
6.772,-73.175
6.296,-73.647
6.822,-73.143
7.356,-73.115
6.728,-73.150
6.779,-73.145
6.861,-73.411
6.761,-73.155
6.709,-73.194
6.721,-73.064
6.773,-73.190
6.782,-73.126
6.779,-73.146
7.196,-74.124
7.460,-73.190
6.144,-73.887
6.774,-73.133
6.798,-73.174
6.814,-73.164
6.515,-73.539
6.757,-73.116
6.802,-73.194
6.831,-73.016
6.783,-73.153
6.797,-73.157
6.209,-73.728
6.796,-73.132
6.773,-73.144
6.762,-73.147
6.805,-73.120
6.851,-73.268
6.789,-73.148
6.774,-73.175
6.777,-73.146
6.804,-73.136
6.780,-73.136
6.768,-73.036
6.796,-73.167
6.827,-73.131
7.351,-73.182
6.796,-73.163
6.786,-73.110
6.801,-73.126
6.751,-73.210
6.804,-73.134
6.798,-73.095
6.807,-73.151
5.949,-73.925
7.055,-73.170
6.779,-73.141
6.812,-72.978
6.820,-73.112
6.791,-73.140
6.838,-73.179
7.547,-73.034
6.728,-73.072
6.800,-73.089
6.767,-73.142
6.810,-73.132
6.687,-73.161
6.416,-73.804
6.814,-73.167
6.804,-73.153
6.978,-73.428
6.767,-73.156
7.023,-73.063
6.799,-73.167
6.822,-73.066
6.745,-73.119
6.787,-73.093
6.764,-73.128
6.773,-73.174
6.802,-73.127
6.488,-73.428
6.779,-73.132
7.434,-73.188
6.757,-73.159
6.852,-73.147
6.197,-73.070
6.911,-73.348
6.767,-73.188
6.984,-72.904
6.415,-73.495
6.773,-73.129
7.024,-73.235
6.998,-73.387
6.748,-73.190
6.633,-72.881
6.806,-73.145
6.804,-73.131
6.770,-73.113
6.732,-73.269
6.801,-73.074
6.828,-73.115
6.801,-73.165
6.788,-73.128
6.127,-74.036
6.790,-73.047
6.789,-73.161
6.721,-73.148
6.758,-73.049
6.788,-73.108
6.803,-73.166
6.835,-72.890
6.767,-73.178
6.788,-73.124
6.757,-73.176
6.776,-73.092
6.804,-73.189
6.756,-73.175
6.496,-73.612
5.953,-73.576
6.779,-73.116
6.772,-73.172
6.734,-73.145
6.788,-73.163
6.714,-73.139
6.757,-73.154
6.334,-73.707
7.366,-73.115
6.769,-73.141
6.752,-73.132
6.750,-73.118
6.713,-73.168
6.798,-73.133
5.953,-73.648
6.787,-73.168
6.785,-73.182
6.842,-73.122
6.823,-73.091
6.765,-73.142
6.780,-73.120
7.093,-73.303
6.343,-73.597
6.768,-73.164
6.796,-73.113
6.252,-73.493
6.756,-73.117
6.710,-73.224
6.802,-73.196
6.798,-73.018
6.761,-73.163
6.795,-73.137
6.542,-73.569
6.812,-73.118
6.695,-73.097
6.967,-73.126
6.736,-73.139
5.897,-73.657
6.742,-73.176
6.791,-73.121
6.799,-73.127
6.690,-73.172
6.773,-73.092
6.749,-73.161
6.850,-73.259
6.849,-73.320
6.914,-73.077
6.812,-73.174
6.782,-73.170
6.729,-73.097
6.546,-73.566
6.759,-73.176
6.500,-73.625
6.783,-73.088
7.422,-73.188
6.579,-73.434
6.742,-73.173
6.799,-73.146
6.047,-73.811
6.774,-73.128
7.291,-74.157
6.803,-73.173
6.389,-73.786
6.799,-73.171
6.809,-73.135
6.811,-73.128
6.775,-73.134
6.811,-73.161
6.742,-73.134
6.796,-73.152
6.745,-73.173
6.815,-73.150
6.791,-73.140
6.750,-73.073
6.783,-73.211
6.805,-73.155
6.809,-73.137
6.778,-73.137
6.805,-73.144
6.766,-73.146
6.800,-73.180
6.715,-72.979
6.780,-73.139
6.818,-73.106
6.710,-73.255
6.808,-73.208
6.672,-73.437
6.775,-73.120
6.768,-73.071
6.771,-73.132
7.451,-73.218
6.773,-73.169
6.783,-73.063
6.809,-73.160
6.766,-73.103
6.810,-73.146
6.687,-73.157
6.768,-73.099
6.802,-73.148
6.782,-73.098
6.548,-73.534
6.713,-73.175
6.758,-73.170
6.767,-73.086
6.795,-73.044
6.817,-73.183
6.824,-73.126
6.713,-73.208
6.790,-73.155
6.818,-73.123
6.776,-73.070
6.723,-73.187
6.814,-73.129
6.780,-73.164
6.848,-73.139
6.779,-73.160
6.713,-73.202
6.803,-73.167
6.843,-73.124
6.702,-73.200
6.763,-73.159
6.811,-73.156
7.436,-73.291
6.760,-73.125
6.822,-73.182
6.823,-73.136
6.860,-73.339
6.777,-73.181
6.826,-73.187
6.780,-73.178
6.710,-73.225
6.785,-73.119
6.549,-73.517
6.335,-73.577
6.784,-73.161
6.779,-73.071
6.801,-73.138
6.443,-73.725
6.520,-73.535
6.779,-73.073
6.232,-73.640
6.801,-73.140
6.588,-74.128
6.800,-73.057
6.802,-73.188
6.845,-73.161
6.797,-73.106
6.117,-73.443
6.695,-73.217
7.415,-73.153
6.783,-73.221
6.346,-73.561
6.726,-73.230
6.785,-73.145
6.740,-73.425
6.797,-73.140
6.799,-73.151
5.890,-73.621
6.787,-73.153
6.832,-73.159
6.796,-73.050
6.771,-73.134
6.762,-73.116
6.764,-73.446
6.785,-73.092
6.814,-73.139
6.773,-73.188
6.732,-73.154
6.768,-73.168
6.771,-73.110
6.806,-73.156
6.733,-73.170
6.785,-73.103
6.800,-73.123
6.765,-73.149
6.757,-73.173
7.155,-73.063
6.786,-73.094
6.786,-73.109
6.776,-73.136
6.555,-73.532
6.813,-73.119
6.771,-73.130
6.829,-73.264
6.810,-72.980
6.690,-73.151
6.843,-73.356
6.819,-73.082
6.757,-73.109
6.781,-73.032
6.787,-73.160
6.865,-73.378
6.163,-73.668
6.803,-73.040
6.808,-73.181
6.821,-73.141
6.546,-73.607
6.809,-73.154
6.803,-73.156
6.874,-73.127
6.811,-73.144
6.795,-73.142
6.771,-73.094
6.798,-73.143
6.785,-73.104
6.817,-73.135
6.786,-73.164
5.928,-73.768
6.745,-73.152
6.819,-73.118
6.649,-73.523
6.781,-73.061
6.840,-72.953
6.748,-73.162
6.783,-73.400
6.710,-73.112
6.733,-73.200
6.379,-73.562
6.779,-73.081
6.662,-73.268
6.789,-73.126
6.050,-74.227
6.829,-73.126
6.768,-73.077
6.828,-73.087
6.720,-73.130
6.795,-73.138
6.735,-73.203
6.789,-73.190
6.818,-73.133
6.795,-73.130
6.847,-73.092
6.800,-73.157
6.659,-74.154
6.764,-73.056
6.388,-73.662
6.729,-73.205
6.703,-73.196
6.811,-73.128
6.792,-73.090
6.269,-73.655
6.387,-73.692
6.804,-73.120
6.818,-73.105
6.757,-73.097
6.456,-73.605
6.813,-73.177
6.814,-73.351
6.787,-73.163
6.805,-73.159
6.282,-73.723
6.778,-73.097
6.767,-73.098
6.803,-73.200
6.778,-73.213
6.835,-73.255
6.788,-73.143
6.786,-73.156
6.816,-73.167
6.541,-73.567
7.450,-72.957
6.856,-73.287
6.813,-73.203
6.789,-73.132
6.807,-73.219
6.876,-72.903
6.790,-73.124
6.742,-73.130
6.759,-73.198
6.733,-73.208
6.781,-73.164
6.764,-73.173
6.767,-73.093
6.724,-73.193
6.643,-73.292
6.795,-73.174
6.860,-72.998
6.816,-73.198
6.783,-73.169
6.792,-73.131
7.454,-73.207
6.820,-73.091
6.846,-73.155
6.767,-73.160
6.800,-73.166
6.764,-73.151
6.836,-73.146
6.767,-73.098
6.745,-73.148
6.714,-73.120
6.789,-73.122
6.876,-73.306
6.781,-73.091
6.783,-73.174
6.800,-73.040
6.826,-73.041
6.138,-73.713
6.733,-73.123
6.830,-73.157
6.745,-73.157
6.796,-73.088
6.787,-73.118
6.834,-73.204
6.786,-73.202
6.786,-73.070
6.797,-73.160
6.837,-73.128
6.824,-73.185
6.853,-73.184
6.786,-73.149
6.784,-73.158
6.804,-73.120
6.803,-73.043
6.787,-73.107
6.788,-73.307
6.813,-73.118
6.801,-73.133
6.811,-73.159
6.793,-73.170
6.766,-73.115
6.770,-73.137
6.788,-72.961
6.751,-73.173
6.818,-73.124
6.835,-73.135
6.749,-73.177
6.790,-73.186
6.822,-73.156
6.791,-73.194
6.812,-73.116
6.763,-73.166
6.796,-73.143
6.894,-73.194
7.443,-73.249
6.785,-72.944
6.833,-73.220
5.968,-74.017
6.758,-73.096
6.795,-73.128
6.798,-73.111
6.946,-73.436
6.801,-73.164
6.780,-73.112
6.816,-73.169
7.318,-73.096
6.773,-73.027
6.752,-73.083
6.750,-73.079
6.792,-73.092
6.797,-73.135
6.830,-73.153
6.770,-74.160
6.760,-73.068
6.715,-73.159
6.808,-73.153
6.472,-72.931
6.810,-73.118
6.861,-73.179
6.847,-73.144
6.773,-73.071
6.782,-72.991
6.794,-73.184
6.715,-73.190
6.806,-73.163
7.028,-73.357
6.743,-73.146
6.802,-73.172
6.781,-73.147
6.730,-73.105
6.842,-73.151
6.797,-73.174
6.764,-73.100
7.501,-73.130
6.821,-73.171
6.836,-73.190
6.755,-73.153
6.786,-73.094
6.803,-73.172
6.450,-73.441
6.774,-73.148
7.400,-73.261
6.761,-73.190
6.870,-72.973
6.821,-73.155
6.773,-73.132
6.782,-73.111
6.799,-73.163
6.794,-73.129
6.789,-73.145
6.755,-73.135
6.805,-73.120
6.782,-73.150
6.778,-73.421
6.796,-73.205
6.748,-73.090
7.037,-73.668
6.705,-73.175
6.716,-73.328
6.801,-73.124
6.409,-73.637
6.757,-73.144
6.803,-73.164
6.794,-73.158
6.804,-73.146
6.868,-73.072
6.777,-73.449
6.744,-73.099
6.787,-73.112
6.199,-73.755
7.359,-73.015
6.862,-73.172
6.686,-73.160
6.918,-73.222
6.804,-73.175
6.737,-73.081
6.793,-73.115
6.798,-73.114
6.810,-73.149
6.787,-73.179
6.776,-73.113
6.745,-73.089
6.723,-73.179
6.394,-73.687
6.752,-73.149
5.995,-73.817
6.792,-73.153
6.802,-73.130
6.811,-73.152
6.801,-73.131
7.227,-73.816
6.820,-73.078
6.809,-73.161
6.757,-73.073
6.824,-73.117
6.786,-73.132
6.765,-73.222
6.725,-73.189
6.798,-73.137
7.311,-73.232
6.771,-73.129
6.820,-73.128
6.805,-73.140
6.763,-73.146
6.015,-73.810
6.801,-73.135
6.813,-73.113
6.785,-73.169
6.837,-73.468
6.521,-72.947
6.811,-73.176
6.145,-73.692
6.820,-73.154
6.861,-73.344
6.818,-73.161
6.497,-73.610
6.802,-73.124
6.786,-73.175
7.051,-73.379
6.791,-73.162
6.770,-73.140
6.818,-73.131
6.829,-73.172
6.866,-73.136
6.488,-73.608
6.802,-73.191
6.727,-73.149
6.838,-73.064
6.820,-73.100
7.451,-73.466
6.754,-73.155
6.766,-73.102
6.794,-73.118
6.313,-73.353
6.798,-73.121
6.774,-73.146
6.789,-73.091
7.220,-74.029
6.846,-73.163
6.785,-73.098
6.786,-73.100
6.808,-73.063
6.690,-72.978
6.794,-73.131
6.741,-73.142
6.768,-73.042
6.772,-73.097
6.786,-73.135
6.791,-73.099
6.736,-74.107
6.792,-73.093
6.754,-73.155
7.036,-73.280
6.758,-73.019
6.687,-73.117
6.823,-73.104
6.759,-73.176
6.780,-73.086
6.802,-73.163
6.760,-73.190
6.801,-73.145
6.780,-73.020
6.800,-73.011
6.816,-73.172
6.865,-73.359
6.786,-73.157
6.775,-73.147
6.717,-73.154
6.800,-73.195
6.871,-72.920
6.801,-73.148
6.727,-73.200
6.808,-73.075
6.781,-73.158
7.111,-73.336
6.551,-73.437
6.831,-73.163
6.809,-73.186
6.798,-73.130
6.814,-73.144
6.771,-73.086
6.807,-73.146
6.795,-73.108
6.797,-73.133
6.824,-73.019
6.820,-72.883
6.799,-73.161
6.798,-73.135
6.754,-73.195
6.810,-73.161
6.807,-73.125
6.779,-73.172
6.794,-73.165
6.753,-73.155
6.789,-73.179
6.034,-73.666
7.430,-73.185
6.774,-73.128
6.758,-73.070
6.780,-73.126
6.882,-73.138
6.650,-73.172
6.797,-73.125
6.774,-73.129
6.828,-73.169
6.784,-73.120
6.790,-73.124
6.720,-73.107
6.819,-73.209
6.819,-73.130
6.796,-73.167
6.302,-73.461
6.761,-73.131
6.740,-73.097
6.696,-72.799
6.847,-72.921
6.687,-73.160
6.644,-73.201
6.562,-73.649
6.784,-73.169
6.747,-73.158
6.798,-73.085
6.837,-73.130
6.752,-73.176
6.539,-74.113
6.320,-73.136
6.803,-73.101
6.801,-73.177
6.799,-73.077
6.763,-73.139
6.843,-73.053
6.792,-73.098
6.806,-73.159
6.666,-73.146
6.516,-73.734
6.510,-73.594
6.902,-72.961
6.604,-73.394
6.820,-73.175
6.815,-73.119
7.438,-73.363
6.653,-73.490
6.276,-73.755
6.773,-73.165
6.714,-73.134
6.792,-73.143
6.798,-73.162
6.793,-73.070
6.794,-73.138
6.825,-73.126
6.804,-73.080
6.822,-73.135
6.826,-73.169
6.941,-73.294
6.780,-73.123
6.755,-73.133
6.759,-73.162
6.750,-73.209
7.100,-73.450
6.829,-73.162
6.802,-73.162
6.767,-73.125
6.851,-73.306
6.730,-73.134
6.842,-73.187
6.784,-73.070
6.812,-73.113
6.705,-73.221
6.880,-73.107
6.783,-73.158
6.824,-73.203
6.143,-73.824
6.847,-73.082
6.799,-73.163
6.799,-73.132
6.804,-73.140
6.855,-73.007
7.145,-73.367
6.794,-73.054
6.812,-73.130
6.721,-73.136
6.824,-73.124
6.805,-73.119
6.693,-73.210
6.817,-72.964
6.824,-73.332
6.763,-73.141
5.959,-73.676
6.824,-73.143
6.789,-73.148
6.639,-73.310
6.182,-73.945
6.793,-73.182
6.816,-73.174
6.875,-73.300
6.798,-73.140
7.450,-73.388
6.757,-73.123
6.753,-73.155
6.828,-73.167
6.809,-73.137
6.778,-73.099
6.816,-73.137
6.799,-73.104
6.807,-73.153
6.781,-73.168
6.810,-73.121
6.770,-73.165
5.909,-73.776
6.779,-73.212
6.810,-73.161
6.784,-73.124
6.799,-73.130
6.783,-73.136
6.759,-73.119
6.836,-73.152
6.806,-73.099
7.334,-73.219
6.701,-73.169
6.812,-73.081
6.819,-73.143
6.637,-73.246
6.794,-73.128
6.781,-73.172
6.767,-73.156
6.483,-73.159
6.701,-73.060
6.785,-73.129
6.798,-73.081
6.827,-73.148
6.813,-73.156
6.326,-73.600
6.761,-73.057
6.756,-73.178
6.765,-73.191
6.675,-73.579
6.797,-73.168
6.810,-73.072
7.045,-73.490
6.791,-73.138
6.873,-73.114
6.767,-73.188
6.684,-73.094
6.885,-73.138
6.003,-73.716
6.824,-73.137
6.735,-73.281
6.726,-73.180
6.784,-73.155
6.806,-73.134
6.836,-73.123
6.757,-73.143
6.808,-73.151
6.770,-73.098
6.822,-73.216
6.756,-72.921
6.845,-73.358
6.528,-73.555
5.983,-73.755
6.765,-73.135
6.794,-73.155
6.849,-72.979
6.819,-73.155
6.826,-73.128
6.806,-73.124
6.786,-73.171
6.840,-73.170
6.796,-73.165
6.806,-73.074
6.769,-73.197
6.079,-73.736
6.759,-73.153
6.971,-72.975
6.809,-73.115
6.772,-73.142
6.790,-73.111
6.763,-73.149
6.688,-73.512
6.783,-73.143
6.737,-73.162
6.696,-73.181
6.835,-73.139
6.603,-73.230
6.822,-73.139
6.827,-73.183
6.832,-73.111
6.712,-72.730
6.811,-73.156
6.839,-73.180
6.774,-73.141
6.780,-73.157
6.768,-73.147
6.805,-73.136
7.312,-73.117
6.792,-73.163
6.820,-73.087
6.753,-73.181
6.722,-73.122
6.332,-73.952
6.759,-73.144
6.767,-73.169
6.589,-73.332
6.780,-73.128
6.821,-73.198
6.254,-73.463
6.829,-73.132
6.768,-73.125
6.848,-73.145
6.824,-73.157
6.767,-73.161
6.784,-73.092
6.808,-73.143
6.764,-73.133
5.744,-73.934
6.847,-73.089
6.778,-73.182
6.811,-73.170
6.335,-73.641
6.731,-73.163
6.766,-73.125
6.797,-73.104
6.799,-73.231
6.778,-73.135
6.799,-73.128
6.803,-73.153
6.796,-73.154
6.764,-73.150
6.804,-72.994
6.813,-73.141
6.784,-73.143
6.754,-73.010
6.689,-73.196
6.779,-73.179
6.759,-73.168
6.777,-73.105
6.804,-73.162
6.837,-73.119
6.838,-73.046
6.787,-73.169
6.786,-73.108
6.802,-73.177
6.752,-73.148
6.736,-73.257
7.464,-73.201
6.678,-73.216
6.781,-73.101
6.798,-73.104
6.735,-73.129
6.752,-73.121
6.825,-73.392
6.382,-73.285
6.818,-73.141
6.750,-73.155
6.813,-73.143
6.745,-73.038
7.320,-73.081
6.823,-73.205
6.714,-73.183
6.769,-73.075
6.808,-73.197
6.758,-73.121
6.817,-73.162
6.788,-73.155
6.639,-73.423
6.788,-73.209
6.781,-73.156
6.711,-73.237
6.778,-73.150
6.777,-73.140
6.584,-73.320
6.781,-73.133
6.788,-73.109
6.814,-73.138
6.763,-73.147
6.787,-73.097
6.811,-73.157
6.334,-73.601
6.746,-73.112
6.796,-73.147
6.805,-73.158
6.876,-73.286
6.719,-73.202
6.799,-73.171
6.799,-73.155
6.793,-73.001
6.079,-74.239
6.763,-73.149
6.789,-73.134
6.777,-73.046
6.052,-73.257
6.821,-73.408
6.822,-72.984
6.780,-73.133
6.787,-73.127
6.749,-73.211
6.836,-73.096
6.748,-73.192
6.782,-73.120
6.770,-73.101
6.801,-73.150
6.810,-73.153
6.816,-73.164
6.803,-73.153
6.119,-73.631
6.876,-73.311
6.865,-73.319
6.805,-73.156
6.834,-73.085
6.865,-73.133
6.771,-73.035
6.806,-73.168
6.517,-74.069
6.139,-73.700
6.877,-73.268
6.853,-73.181
6.779,-73.146
5.722,-73.897
6.844,-73.076
6.814,-73.154
6.786,-73.127
6.717,-73.224
6.753,-73.184
6.765,-73.152
7.102,-73.339
6.779,-73.164
6.823,-73.167
6.829,-73.171
6.778,-73.162
6.762,-73.141
6.774,-73.164
6.840,-73.140
6.839,-73.290
6.793,-73.105
6.805,-73.131
6.933,-73.123
6.799,-73.144
6.824,-73.172
6.846,-73.044
6.780,-73.121
6.813,-73.121
6.797,-73.141
6.823,-72.891
6.819,-73.140
6.976,-73.492
6.817,-73.150
6.855,-73.380
6.837,-73.117
6.802,-73.115
6.825,-73.066
6.810,-73.166
6.208,-73.661
6.823,-73.197
6.816,-73.168
6.754,-73.152
6.834,-73.157
6.789,-73.087
6.775,-73.123
6.778,-73.124
6.573,-73.388
6.796,-73.151
6.825,-73.175
6.773,-73.106
6.967,-73.399
6.766,-73.122
6.803,-73.180
6.874,-73.058
6.789,-73.114
6.766,-73.121
6.850,-73.032
6.811,-73.184
6.813,-73.147
7.443,-73.219
6.248,-73.828
6.817,-73.134
6.817,-73.133
6.779,-73.138
6.807,-73.145
6.756,-73.139
6.146,-73.705
6.794,-73.034
6.600,-73.208
6.785,-73.134
6.823,-73.125
6.811,-73.180
6.574,-73.457
6.790,-73.139
6.823,-73.117
6.695,-73.170
6.826,-73.261
6.821,-73.072
6.462,-72.954
6.813,-73.150
6.714,-73.176
6.786,-73.115
6.828,-73.145
6.194,-73.564
6.572,-73.390
6.827,-73.207
6.795,-73.169
6.731,-73.182
6.771,-73.201
6.770,-73.126
6.106,-73.671
6.810,-73.176
6.749,-73.196
6.711,-73.186
6.783,-73.113
6.815,-73.124
6.793,-73.101
6.761,-73.139
6.765,-73.021
6.796,-73.052
6.828,-73.147
6.791,-73.346
7.429,-73.199
