BRR_DOP,BRR_RV2T,BRR_EntropyZ,BRR_EntropyN,BRR_EntropyE,BRR_KurtosisZ,BRR_KurtosisN,BRR_KurtosisE,BRR_SkewZ,BRR_SkewN,BRR_SkewE,BRR_CDZ,BRR_CDN,BRR_CDE,EsSismo
0.029998388,0.347463547,4.159564515,4.280651924,4.104112741,0.659517664,-0.195766272,0.867499398,0.372088335,0.017987274,0.611850942,0.928069864,0.946817594,0.947440136,1
0.126931667,0.200321618,3.541242993,3.920540033,3.721699021,-0.49102193,-0.446116525,-0.400009736,-0.373899025,-0.140383176,-0.275786691,0.953288441,0.916917031,0.965078267,0
0.078942769,0.297109518,2.887877941,2.923538249,3.163496516,1.653426128,0.211048623,-0.564646306,0.263896002,0.029838253,-0.109908243,0.939902193,0.960710644,0.918319711,1
0.24535433,0.162581469,2.697048477,3.332761925,2.796409296,-0.278236103,-0.090587252,-0.291465629,-0.445580884,0.134285311,-0.056172723,0.952421716,0.912780833,0.955311008,0
0.620198388,0.822740525,4.345922377,4.29221376,4.153328929,2.242464194,5.751271158,2.061663792,0.08240025,-0.302590299,-0.46801262,0.273076585,0.770102917,0.683855817,1
0.417163288,0.037323465,2.18678877,3.596910293,2.998790965,-0.654000893,-0.3572009,0.532346442,0.067222855,0.164090616,-0.072122322,0.922917242,0.95822269,0.925475934,0
0.337464399,0.68914396,3.782276374,3.538702038,3.605421442,3.50158622,5.378647602,4.830906986,0.45117501,0.850407373,1.046286045,0.409524693,0.768885581,0.846692879,1
0.34713357,0.106693906,1.743593127,2.500571698,2.392919162,-0.713232863,-0.466328348,-0.173702399,0.141565547,0.061261821,0.456967248,0.938232383,0.932520755,0.958003585,0
0.044950172,0.253140427,2.364074466,2.613672196,2.396118957,0.038048148,-0.002967793,0.561915966,0.361930788,0.071464835,-0.660821857,0.946927222,0.934968944,0.953843676,1
0.357801536,0.172774832,2.422204028,3.130102625,2.305899009,0.274439107,-0.637614552,0.006321331,0.493271886,0.263108198,0.367850563,0.826102053,0.915875062,0.938577095,0
0.180346904,0.486690264,3.625067161,3.895705988,3.345709864,2.450287761,1.243814819,0.446766812,-0.518941803,-0.012130252,-0.193721565,0.880829028,0.912323669,0.942637502,1
0.124250248,0.103986504,2.686504106,3.367447962,3.382671387,1.363094809,-0.571953721,-0.240538295,0.831997298,0.378413516,-0.540969566,0.939865699,0.949922311,0.928428284,0
0.334371685,0.718222754,4.339066619,4.482782944,4.453358066,5.392153465,0.892343604,3.122169391,0.562346767,0.233869569,-0.061595401,0.506748995,0.961986933,0.942118416,1
0.498850796,0.04345143,3.179131989,4.351520612,3.777273779,-0.685144956,0.28953734,-0.308856659,0.080759527,0.432171587,-0.193215148,0.939928555,0.956282585,0.945437649,0
0.385802501,0.727227995,3.953200886,3.552569139,3.59637383,2.356617662,2.472262143,2.333574753,0.065502262,-0.488641693,0.673918438,0.684908006,0.949331942,0.914766894,1
0.100008506,0.158441588,2.559686317,3.124758483,3.03626207,-0.188592996,-0.596734274,-0.911936434,-0.486844749,0.119655667,0.129620472,0.957611779,0.942532913,0.952495117,0
0.354665209,0.620241357,4.013234183,3.934964411,4.07153451,4.239628035,3.727763071,4.924717067,0.432733642,1.176187881,-0.555681473,0.531041962,0.848234334,0.856310224,1
0.250213873,0.037573344,2.198841594,3.551400608,3.260815219,-0.498319199,-0.29653891,0.095699009,0.350419591,-0.030850979,-0.756922297,0.923355643,0.95038534,0.965643265,0
0.147944443,0.533173742,4.092188634,3.855400256,3.887196598,2.117800456,2.539305872,2.276708724,0.004833243,0.834024632,-0.0679043,0.905624936,0.901456583,0.941690755,1
0.166416037,0.10063136,2.557466433,3.400061982,3.145194265,-0.576717312,-0.235145009,-0.83705327,0.345743974,0.16765064,0.003055178,0.912481414,0.982349213,0.952157612,0
0.087200562,0.516722382,3.77945929,3.988782971,3.976844053,4.744471812,2.494667385,3.246827163,0.843619452,0.376568564,0.055864092,0.75376815,0.885739646,0.91797888,1
0.220206689,0.212702925,3.021100259,3.458411438,3.337117103,1.488939239,-0.184946583,-0.8300427,-0.253736958,-0.275432836,-0.016118083,0.933974808,0.955513365,0.901520254,0
0.069140416,0.325868986,2.870344405,3.101183886,2.79495016,3.041597891,0.733458101,-0.485393777,0.844095902,0.78179199,-0.175445305,0.867411686,0.953806692,0.94734034,1
0.283522364,0.155509531,2.888700209,3.540697557,3.014540069,-0.674481365,0.456596347,0.11398112,0.212464789,-0.760749202,0.603192015,0.933076255,0.966116307,0.956853605,0
0.174423139,0.565271764,4.048154828,4.016363266,3.811470985,5.155117052,5.164565938,5.237984378,-1.324835416,1.049619816,0.470459867,0.600848323,0.907064092,0.928286152,1
0.174096954,0.132224842,3.271565692,3.997824545,3.690071499,-0.0747583,-0.409174733,-0.261373721,-0.018688545,0.078040886,-0.114552926,0.921815442,0.971527869,0.93672948,0
0.048823382,0.372710903,3.251403017,3.557993198,3.284727233,7.289170609,-0.265770095,0.465420268,-1.478824263,0.203637436,-0.641817041,0.929333512,0.94712704,0.912953409,1
0.122519748,0.157570378,2.703866589,3.253833181,3.0751158,-0.437103015,-0.092814568,-0.299556086,0.179463614,-0.466054067,0.156731945,0.946247493,0.956135724,0.930316513,0
0.176414747,0.401009652,3.604573926,3.684960089,3.613674788,1.715415329,0.899124077,0.359694474,0.221017885,-0.058697984,-0.182704799,0.92237483,0.854451653,0.936223554,1
0.516356207,0.067995255,2.354191892,3.503243347,2.603471491,-0.416977625,-0.811094195,-1.110855555,0.121867259,-0.130166327,0.215866279,0.904875555,0.94422578,0.926313638,0
0.19486396,0.495184402,4.099105295,4.077740308,3.744232911,3.46269799,1.860909419,0.61668455,-0.368046205,0.335979076,0.113346259,0.921568386,0.948518998,0.909518775,1
0.33953755,0.127774472,3.475280991,4.140928671,3.481595949,-0.117467354,0.358361903,0.288555856,0.158006577,0.324168066,-0.141397676,0.958024886,0.962145435,0.947637752,0
0.018166235,0.293401362,2.397596305,2.655690271,2.437744994,-1.152996586,-0.091691586,-0.83662321,-0.002448816,-0.080333462,-0.087754808,0.916752634,0.945375262,0.902793464,1
0.206601677,0.071056109,2.432995761,3.361835716,3.162841564,-0.962229819,-0.753585881,-1.186860109,-0.238787186,-0.025357235,-0.165460073,0.938707147,0.922515529,0.935670333,0
0.125079181,0.556935045,4.399583246,4.403930023,4.314215466,6.079329739,2.002301277,3.409547258,0.948634394,0.175750242,0.391579927,0.899935437,0.98353469,0.963572998,1
0.184961018,0.144936766,3.965607432,4.523018892,4.209928828,0.516648966,-0.374244694,-0.212130601,0.503109424,0.211677224,-0.21485331,0.956602518,0.948572813,0.948306392,0
0.261593181,0.664423156,4.089185834,3.841659155,3.917041759,6.328747287,5.864698655,5.554522203,-0.823079292,-0.354382792,0.835089449,0.315175862,0.264997534,0.332255063,1
0.11000841,0.214050103,2.089808398,2.48818861,2.13697782,0.022687675,0.2639986,-0.134717555,0.03014141,-0.358157297,-0.236274696,0.959189403,0.962585385,0.929690783,0
0.090223646,0.460328493,3.786360602,3.81126096,3.93003698,2.088423408,3.844923496,1.247975991,0.131274713,0.968736879,-0.427570586,0.708114391,0.93533372,0.924191005,1
0.104097393,0.183546405,2.921332768,3.527370574,3.332967115,2.049016855,-0.513269694,-0.035184932,-0.884031043,-0.037299462,-0.67549612,0.907004133,0.936591964,0.966589078,0
0.347362274,0.713312678,4.174538699,4.317781076,4.438471612,4.766016357,8.534940768,6.469096028,-0.125903812,0.147272486,0.465340504,0.265056633,0.249209895,0.292257645,1
0.200764172,0.094223787,2.465744875,3.083304094,3.219385548,-0.666062616,-0.435226075,0.242903913,0.169348564,-0.098471248,-0.054205882,0.94307342,0.923390248,0.912356575,0
0.035081071,0.436867629,3.874314385,3.78740917,3.767702118,1.492736093,0.274534035,-0.405881043,0.316154677,0.551542659,0.319798761,0.932374844,0.945329872,0.950620676,1
0.189558676,0.082159759,2.643724754,3.524483477,3.391385535,0.656678439,-0.506604773,-0.854880035,0.056239111,0.088017735,0.030592995,0.937215599,0.931483155,0.954086923,0
0.462770444,0.749654875,3.562497083,3.730904226,3.315023486,2.004447155,4.74389639,3.558449282,0.746034772,0.04476616,-1.446629992,0.133757233,0.75145295,0.876068277,1
0.180329688,0.091991884,1.890943909,2.764827622,2.550549506,-0.468660398,-1.138098275,-0.915783723,-0.287044245,0.049140111,0.320728031,0.933137725,0.894266562,0.91579099,0
0.11771134,0.460714417,2.87984388,3.029475957,2.737426205,3.70250455,0.013584426,-0.588934253,-0.301857368,-0.091532435,0.136289457,0.872613368,0.941479709,0.936265804,1
0.192474479,0.064073986,1.930676197,2.816897939,2.930267259,-0.071846472,-0.30336987,-0.417382995,0.124073531,0.302798273,0.06050464,0.957202551,0.890632999,0.950560941,0
0.188568802,0.546377282,4.274582208,4.319389969,4.148182302,8.318873628,4.699746195,2.326513842,1.214972193,-0.47165708,-0.015520181,0.768161258,0.904715946,0.911944471,1
0.286250482,0.097687385,2.963549282,3.825971221,3.401426006,-0.276807267,0.084983679,-0.270148122,-0.13497895,-0.024593511,-0.073007998,0.955517266,0.96110453,0.945489626,0
0.142387416,0.568927619,4.247203,4.105264536,3.992125457,1.545122505,0.840690138,1.583051199,0.153476363,-0.133020987,0.272964773,0.88250338,0.958149829,0.940771197,1
0.173651112,0.152223697,3.291148036,3.870161281,3.535679614,0.242855742,-0.248724035,-0.0864475,-0.366641397,0.296763143,-0.049630671,0.952777989,0.936982208,0.965854839,0
0.113326087,0.545700737,3.643851677,3.408167287,3.433722648,1.554319038,0.352231461,0.516657699,-0.23038907,-0.297936928,0.187329314,0.907677437,0.933962013,0.978266937,1
0.154185074,0.131944368,2.37875929,3.111475205,2.91192098,-0.048082857,-0.528302148,-0.302148788,-0.745522515,0.108999217,0.263696452,0.908091983,0.932667414,0.945619107,0
0.118759527,0.255804331,2.784977072,3.103684285,2.792002253,0.123766045,-0.574182862,0.029192226,-0.488108474,-0.343354049,0.320911995,0.928783163,0.940374636,0.948886212,1
0.261815284,0.070950926,2.359713642,3.282829036,3.097184775,-0.149023839,-0.052907107,-0.947504621,0.001147712,-0.343449929,0.173166659,0.956924996,0.9527762,0.923804337,0
0.228262455,0.54961004,3.894401641,3.844257889,3.92986271,3.062301495,4.104451836,1.95794131,-0.069973701,-0.041794514,0.059004487,0.538089583,0.875450086,0.839536829,1
0.177683632,0.08904778,2.205346599,2.927877429,3.049899396,-0.332440299,-0.463541035,-0.69559483,-0.302528031,0.272734989,-0.287532302,0.963723851,0.953254381,0.923104915,0
0.092459151,0.227515758,2.869540486,2.907118418,3.137472687,-0.43655721,1.672161759,-0.393064388,0.30908193,1.123843631,-0.133706453,0.907097667,0.884409739,0.952276629,1
0.056320447,0.176011193,2.613927949,2.992243635,2.948194153,-0.80967385,-0.679609001,-0.619909245,0.021581814,0.249136933,-0.100522717,0.964348982,0.959904105,0.904442101,0
0.362920683,0.724499568,3.595279685,3.24417944,3.128405438,5.542233656,2.159132254,0.132275922,1.205791454,-0.594365436,0.136014301,0.891600141,0.94010149,0.920481482,1
0.174383529,0.076180966,2.058919874,3.038746903,2.845874093,0.274201773,0.700339695,-0.469280945,-0.412712485,0.400767794,-0.114130429,0.935462572,0.953126206,0.951186075,0
0.067575553,0.460571882,3.212603115,3.094573569,3.012208258,1.888241327,-0.712651946,-0.248867301,-0.328691396,-0.350458086,-0.082843166,0.903408223,0.945043901,0.945557949,1
0.429236563,0.05695292,2.01727594,3.143866474,2.775920963,-0.360795378,-0.610989095,-0.794138091,-0.103426316,0.014364625,-0.161496872,0.918626459,0.958467746,0.91719979,0
0.172344474,0.504551933,4.0021248,4.113312422,4.159528561,7.087441135,1.602326456,2.722399134,-1.204005654,-0.463201481,-0.022020176,0.394176499,0.358659073,0.466069529,1
0.194400925,0.091318373,2.210576983,2.9627817,2.96493303,-0.74556458,-0.23357972,-0.088862171,-0.154406487,-0.333749064,-0.102912082,0.936282551,0.910586455,0.939672145,0
0.06612559,0.263945798,3.097971872,3.353461836,3.139238916,0.354064266,-0.532797805,-0.266313283,-0.040412903,-0.250871396,0.169162056,0.949841798,0.947364469,0.954974267,1
0.13321878,0.12475916,2.472414084,3.165401574,3.021280649,-0.67036792,-0.4622396,0.413885102,0.245756721,0.109343191,-0.071205755,0.949285724,0.957519323,0.940269646,0
0.142126706,0.264103178,2.348381878,2.654446889,2.393005772,1.141495952,0.632692043,-0.397813053,0.203069076,-0.355106061,-0.289374922,0.945834104,0.948642053,0.963735844,1
0.203826693,0.427707764,2.662628401,2.781856029,2.188640736,0.605206327,-0.052867306,0.887236545,-0.721444281,0.431209434,-0.765996885,0.91457801,0.89729064,0.942256384,0
0.053163459,0.412041938,3.273090573,3.500424668,3.393877734,4.554938278,0.590062874,1.068244445,-0.887130309,-0.365558677,0.398418805,0.827926824,0.879766661,0.900965403,1
0.186532149,0.270600043,2.910015736,3.029597033,2.898387942,-0.113708295,-0.799476615,-0.447474701,0.195638575,0.095255285,0.08476313,0.947181204,0.885690292,0.936826945,0
0.147359298,0.536307241,4.003257542,4.201354433,4.046584123,4.603077946,0.456458157,1.528454164,0.416716961,0.56696393,0.033106631,0.830548139,0.890498158,0.94075263,1
0.222078961,0.067399264,2.52166334,3.343807541,3.276496559,-0.525623712,0.216685877,-1.036950289,0.402991417,0.943843199,-0.061661362,0.943682871,0.901616302,0.935864333,0
0.258265231,0.660813973,3.280341966,3.146768547,2.841976102,5.688943271,0.853106053,4.727715761,-0.944556009,-0.417070248,-0.384336615,0.806411348,0.939543774,0.944796409,1
0.216035064,0.135801589,2.208895626,2.900360565,2.525499912,-0.80658145,-0.972895723,0.082054734,0.009788039,0.024776839,-0.164116828,0.976184792,0.945984005,0.944121429,0
0.124829822,0.510986331,3.622250405,3.639177099,3.434209532,6.752881382,-0.090142415,0.43999438,1.254606622,-0.379884856,-0.158024181,0.924530244,0.955055145,0.957560255,1
0.152490292,0.138948174,2.893079336,3.453713574,3.276878621,0.375458259,1.58307635,-0.415367343,-0.553016077,-0.484856733,-0.019980204,0.96652071,0.955895276,0.945616017,0
0.145373417,0.578633348,3.264816913,3.573890671,3.234375556,7.610950733,3.639135871,6.365162538,-1.453164898,-0.212188842,0.207602148,0.484847407,0.797638817,0.870163111,1
0.299665651,0.234821446,2.296537793,2.55915718,2.499540921,-0.405119326,-0.57259795,1.156329543,0.444880901,0.27167399,0.836153033,0.925749072,0.95760484,0.904150728,0
0.436791677,0.712801921,3.219512462,2.918266984,3.120048389,6.316466651,10.19322316,3.151514526,-0.229621782,0.346605801,-0.948678182,0.44889371,0.835298832,0.893363554,1
0.22934361,0.149936238,2.370705421,2.957927498,2.645569729,-0.722785935,-0.601860372,-0.296317655,0.117574191,0.286849907,-0.39957265,0.964412432,0.956769964,0.957426141,0
0.042527124,0.351937803,2.951002591,3.127791303,2.777735031,1.561340468,-0.203403475,-0.739199427,0.340845118,0.094982224,-0.027096433,0.910077245,0.958393262,0.870979666,1
0.116681733,0.139742351,2.52191,3.061445598,3.047339315,-0.310011138,-0.285866313,0.162239874,0.160770202,0.101374299,0.1437594,0.939427165,0.937841444,0.95741051,0
0.501649505,0.77039231,3.827775221,3.905796887,3.791719707,10.19873723,15.57213087,0.128542957,-0.071099824,2.365835941,-0.209228185,0.504758556,0.932600114,0.922896596,1
