BRR_DOP,BRR_RV2T,BRR_EntropyZ,BRR_EntropyN,BRR_EntropyE,BRR_KurtosisZ,BRR_KurtosisN,BRR_KurtosisE,BRR_SkewZ,BRR_SkewN,BRR_SkewE,BRR_CDZ,BRR_CDN,BRR_CDE,EsSismo
0.309729317,0.052859864,1.933022681,2.759291676,3.124574429,-0.987567927,-0.364829646,0.984541275,0.324901023,-0.576486383,0.175377634,0.937080053,0.947077425,0.932991054,0
0.536763233,0.738575914,3.948958707,3.995709164,3.81698915,5.283328674,4.869135808,9.372111379,-0.498085106,1.09811263,0.954264816,0.218803167,0.17373783,0.158633332,1
0.190307304,0.161222439,2.232572878,2.273717248,2.744531257,-0.398144938,0.144632688,-0.105212294,-0.15522153,0.873000488,0.287903583,0.951389964,0.935533854,0.727625285,0
0.494158591,0.78807368,3.951276111,3.841000199,4.061654502,5.446390481,4.84839236,5.620328478,0.867392141,0.385539517,0.015158003,0.332590384,0.80032954,0.750099508,1
0.352218488,0.110138037,2.225233843,3.094229124,2.491388784,0.488831374,-0.737081916,-0.222961924,0.561713295,-0.197772466,-0.501418425,0.93059648,0.921334704,0.951958174,0
0.15751385,0.248491389,2.893890812,3.052972258,3.10096372,0.188716387,-0.356374381,-0.343073252,0.0255327,0.143028265,-0.039497351,0.949182756,0.931721384,0.949010532,1
0.241458609,0.111459565,2.264713753,3.174821487,2.768212713,1.223635856,-0.11871912,0.047594233,-0.088463079,-0.367803799,0.240012255,0.945643096,0.962751393,0.957636908,0
0.142030853,0.548732062,3.877944427,3.748437152,3.483075942,1.451845409,-0.369006798,0.56585369,-0.112356871,-0.075891601,0.117641897,0.925022727,0.940501731,0.90227511,1
0.302673193,0.180205933,2.943934162,3.559928551,2.880814625,-0.298891041,-0.10065241,0.55887526,0.442672686,0.149788338,0.044844286,0.917869609,0.960712477,0.950505462,0
0.052910439,0.235380301,2.874055581,3.10426126,3.078716416,0.284569405,0.247478949,0.287261424,0.450975789,-0.285186707,-0.403444013,0.945172396,0.94755888,0.93884097,1
0.202377771,0.12409228,2.100138374,2.818226584,2.493470672,-0.692962062,-0.583002351,0.370221825,0.258986937,-0.201629029,0.46548031,0.958677625,0.913969218,0.949695372,0
0.669916189,0.813706972,3.973932921,4.355995874,4.399063389,6.644046878,7.469781575,4.215366539,0.287146047,0.097505365,-0.977077136,0.25896771,0.212261681,0.243223032,1
0.134230461,0.180420104,2.294362597,2.73746077,2.45778216,0.02324985,2.882292556,-0.535144575,-0.164444124,-1.069666452,0.216089245,0.954095049,0.962981665,0.953069445,0
0.09124781,0.510269422,2.622833785,2.742434285,2.610459037,6.688098394,0.382773886,1.123464174,1.05440821,-0.233598806,0.777005756,0.832958994,0.954493914,0.948910799,1
0.078772228,0.312805663,2.181006669,2.471740832,2.065015266,-0.92441319,-0.449909912,0.265398625,0.373527721,-0.267237923,0.503377832,0.886291543,0.943493057,0.937862875,0
0.431451077,0.121848155,3.533503664,4.190061173,3.478885454,0.664355937,-0.498040348,0.101173314,-0.081053731,-0.290493671,0.526766951,0.917775968,0.939324107,0.940664734,1
0.483033057,0.063712081,2.925285588,4.203624566,3.512028911,0.372309041,-0.321301505,-0.042935402,-0.845348109,-0.014365424,0.068943943,0.791650479,0.953166632,0.959539721,0
0.314898487,0.207833735,4.126976774,4.470899521,4.336650893,1.364048941,-0.384812127,-0.871863805,0.334474936,0.064770687,0.236877615,0.930615153,0.961978963,0.931636663,1
0.352596514,0.205648692,3.81771784,4.266845048,3.518113638,-0.693079042,-0.161431627,-0.873384576,0.149832197,0.438834795,0.018086983,0.955500034,0.946615912,0.913250515,0
0.076353529,0.490129099,3.025387873,2.802406498,2.740830229,1.374883776,1.261101781,0.329024809,0.140155004,0.16155367,-0.589486158,0.902838185,0.959549037,0.943128723,1
0.287731851,0.052300413,2.33092073,3.542761407,3.294308404,-0.09541607,-0.686057425,-0.526576787,-0.367970854,-0.162741945,0.063980503,0.908113903,0.981179453,0.975665258,0
0.243947131,0.620110475,3.188014876,3.271294038,2.754972331,6.020718303,2.223588905,1.76621759,0.096861364,-0.455541036,0.178127071,0.75737526,0.925395056,0.917319729,1
0.241561237,0.259545033,2.372216571,2.742747738,1.971173982,-0.651407698,-0.736629652,0.094042353,-0.180450033,-0.381990239,0.136080009,0.941080222,0.941713315,0.882888167,0
0.438824733,0.728196552,3.958681262,3.993938481,4.030240822,2.931487871,3.855796576,7.33301404,-0.525841941,1.327650459,-0.111189887,0.214252225,0.218163204,0.218791731,1
0.078594613,0.198488665,2.2638122,2.657465871,2.559307481,-1.064152629,-0.919836131,-0.655436934,0.186375019,0.013094996,-0.330579872,0.954174222,0.976912035,0.914254136,0
0.050295169,0.448506939,2.823260566,2.97792184,2.692323891,3.133576755,-0.073206727,0.416920914,0.422399667,-0.039524708,0.771794761,0.859061086,0.944773932,0.944848837,1
0.135538598,0.263221261,2.260973315,2.416544386,2.336729354,-0.905879841,-0.200975097,-0.213820859,-0.297640886,-0.008972186,0.543348296,0.915199968,0.938722074,0.863108415,0
0.204465396,0.183834657,2.653400125,3.172045788,2.815861466,0.490315042,-0.775728297,-0.2051775,-0.139402086,-0.212725663,0.206089427,0.937062537,0.961943776,0.955765888,1
0.144784617,0.096981246,2.203422253,2.921533219,2.910442245,0.302416889,-0.67919764,-0.323072676,0.226714131,0.059099857,0.275396281,0.915002819,0.952612656,0.928181334,0
0.044659541,0.442222724,3.745187863,3.539377467,3.448017109,0.898876075,0.526176738,1.57339646,0.03401981,-0.12309318,-0.451028874,0.910418318,0.895437301,0.945909508,1
0.835316285,0.037822765,3.450817201,4.519274804,3.19217321,-0.525400619,-0.340338078,-0.490055339,0.123956433,0.618977213,-0.065957134,0.94831188,0.922861467,0.927789066,0
0.248165381,0.657449643,3.729225385,3.548524764,3.305171426,3.638448149,3.119289093,3.71652695,0.179656044,-0.438822513,-0.746889419,0.840273243,0.938205126,0.929134439,1
0.128919954,0.150973886,2.257855163,2.844381816,2.631705318,-0.570524839,-0.311629632,-0.050983033,-0.102850505,-0.258781862,0.463461543,0.9343792,0.946505193,0.955325869,0
0.342391587,0.684107639,4.201387891,3.919782614,3.725986178,2.490200208,0.866940527,1.575808673,-0.082010896,0.051379299,-0.296964379,0.851611565,0.908753355,0.939744671,1
0.269207357,0.112304775,2.454261181,3.231163068,2.845727383,-0.119006611,-0.055115787,-0.266029629,0.572210605,0.055823558,-0.188107406,0.95033389,0.921908695,0.936418464,0
0.191530333,0.477141741,3.398891018,3.14021134,3.346588343,1.774774341,0.083263361,-0.497331597,0.432374243,0.310311571,0.116120146,0.903184723,0.928741175,0.939928776,1
0.265144996,0.226940589,2.352518065,2.907078096,2.38299105,-0.721771756,-0.799523464,-1.042274996,-0.315273891,-0.134983581,-0.101813922,0.884395347,0.934065361,0.918305003,0
0.300453452,0.665790356,4.150253107,4.001784159,4.115977144,4.879946739,5.430743786,8.053355837,-0.079211283,-0.642827519,0.200684005,0.28922976,0.198321415,0.262147275,1
0.149324367,0.091851249,2.423252393,3.171277229,3.198857851,-0.13423182,-0.113252915,-0.424335366,0.33368222,0.291294208,0.413417629,0.921322994,0.921596311,0.962626206,0
0.184202031,0.546411659,3.195068544,3.262059756,3.005879357,3.581437276,0.253775498,0.313475304,-0.127530369,0.212421377,0.092228072,0.84283341,0.94266818,0.957389856,1
0.209036742,0.103430896,2.052121911,2.733894151,2.734038432,-0.31178741,-0.584000282,-0.498930217,0.460694484,0.212257164,0.156794426,0.985046787,0.920263885,0.936930034,0
0.150286,0.495625815,2.562094725,2.338472352,2.359752292,1.785528564,0.220210246,0.030750835,-0.012383929,0.125111199,-0.180636401,0.898824591,0.969202416,0.919569397,1
0.334810106,0.058697868,1.267330143,2.447596653,2.00922508,1.362630992,-0.42119614,0.3873298,0.974027374,0.270698678,-0.397546729,0.933449957,0.927970356,0.943676542,0
0.111069156,0.278003355,2.491244894,2.982450653,2.395090733,1.326951899,-0.290698665,-0.044157198,-0.116941588,-0.111872026,0.354163418,0.912702958,0.949904266,0.916642895,1
0.162841745,0.22938761,2.444766417,2.55605973,2.811330635,0.20626696,-0.52293844,-0.629926215,0.669306543,0.274229686,-0.216392254,0.91050607,0.929778412,0.915938018,0
0.35768748,0.712686961,3.775976764,3.465506612,3.478849827,4.569973638,3.702511811,1.67703658,-0.603677601,0.126045983,0.397229434,0.657208841,0.937604979,0.930101586,1
0.261234524,0.12994185,2.588121168,3.338635856,2.926832441,-0.781055813,-0.329659193,-0.465687122,-0.26160058,0.446879574,-0.191707977,0.932585482,0.953922883,0.958574717,0
0.091765662,0.476109998,3.372650633,3.370460339,3.157568909,1.903082153,0.587667862,1.710617074,0.344931333,-0.507848007,0.05172136,0.896489323,0.926916825,0.959226243,1
0.219355336,0.09087748,2.480156737,3.024868961,3.366295108,-0.461773538,-0.787662965,-0.426304021,-0.233171479,0.077366461,-0.342833111,0.955779608,0.935546136,0.940979713,0
0.064441115,0.466497216,3.698266901,3.668100767,3.661944997,0.746112869,0.30306197,0.918378507,-0.305857265,-0.039963347,-0.173049767,0.850435311,0.950295867,0.926146851,1
0.104565456,0.234540994,3.145323333,3.484501616,3.181119225,-0.384406746,-0.549865559,-0.022343665,-0.190938612,-0.015847328,0.286591438,0.946700172,0.945593146,0.938500439,0
0.122263932,0.486776786,3.71832957,3.500459441,3.572572877,2.994540774,1.870205742,2.413200375,0.511189409,0.599232986,-0.105477499,0.889332786,0.903952428,0.92870953,1
0.046620321,0.210855459,2.472763006,2.769254359,2.830256886,0.014724118,0.09936556,-0.612073037,-0.139636862,-0.089089186,-0.051294612,0.932710238,0.956939449,0.924166144,0
0.232470126,0.233940385,3.327407063,3.700938437,3.083787878,0.184056484,-0.917777241,-1.027186881,0.194305734,0.171238312,0.120800512,0.966653983,0.933855761,0.918593998,1
0.024443587,0.249236962,2.549261241,2.663657652,2.833261674,-0.21446891,0.439288093,-0.160992143,-0.486027213,0.709827985,-0.076752933,0.928748425,0.933165202,0.948452483,0
0.115001712,0.530875726,2.977758107,2.816302393,2.69382547,1.637372009,0.26570756,0.835679957,0.0347151,-0.133205308,0.524968869,0.836947347,0.957563089,0.936978479,1
0.100341119,0.225105796,2.242251598,2.53505555,2.266682686,-0.616348874,-0.790230261,-0.808196056,-0.465912737,0.101452517,-0.39017341,0.950845014,0.84145711,0.931969972,0
0.737783842,0.75620297,4.524773377,4.490551651,4.545858405,2.072228899,4.302517558,1.852231449,-0.317504687,-0.530527037,-0.440641988,0.325182412,0.502060512,0.316533333,1
0.181273573,0.170697735,2.86177987,3.434253272,3.080896158,-0.529689525,-0.606563094,0.025570226,-0.170448403,-0.108041382,-0.253824193,0.945637799,0.961347923,0.93768863,0
0.107206175,0.210233542,2.359122513,2.727415577,2.684908892,0.692837118,-0.441983241,-0.355212323,-0.054647736,-0.169081369,-0.357781313,0.952600058,0.935516833,0.94691244,1
0.357883973,0.128913397,2.222511168,2.870265344,2.067653356,-0.441625025,-0.55162641,1.296111241,0.204688033,-0.256900465,-1.094907764,0.940757495,0.868973919,0.894697052,0
0.470855596,0.741247237,3.571997929,3.067072636,3.200326376,4.686603574,6.373552571,3.165283093,-0.391218668,-1.053822849,-0.845358792,0.672915461,0.808542717,0.93200763,1
0.169383846,0.157429809,1.93837123,2.443188012,2.297425469,-0.169331681,-0.00242637,-0.370951818,0.011638036,-0.648011543,0.166835456,0.900430686,0.930001486,0.890833456,0
0.260443402,0.663661247,3.975606204,3.689972265,3.518820092,4.461805363,3.677631133,3.285799326,0.497026446,-0.49508665,-0.107337945,0.729962188,0.941288147,0.797787494,1
0.179357012,0.071188329,2.705957892,3.515593949,3.512550476,0.017171606,0.43022707,-0.171953884,0.349791988,-0.428437679,0.11770398,0.97256866,0.955294541,0.94174472,0
0.068317846,0.48017841,3.437875552,3.339606678,3.060367513,1.376727154,0.232473051,0.760827201,0.674397378,0.229041448,-0.049595987,0.895195559,0.907776934,0.850657688,1
0.084236409,0.155830012,2.002450305,2.535304447,2.438171631,0.074264238,-0.375060724,-0.336384613,0.509254393,0.348333431,0.110254139,0.950600713,0.939907548,0.927959064,0
0.086148821,0.49568475,3.740762701,3.496087754,3.468409743,1.367004825,1.756253195,0.314235719,0.346426279,-0.170563985,0.155885639,0.89714054,0.906332038,0.942794716,1
0.093768372,0.223371929,2.695483071,3.088053209,3.013665352,-0.009394474,0.017602213,-0.669140692,-0.277565234,-0.693086161,0.163129369,0.871892251,0.939522137,0.933186094,0
0.251951615,0.658291659,3.393640075,3.442774581,3.472152773,4.900297551,4.272715099,5.698493804,-0.88060335,-0.238130904,-1.489973158,0.567717163,0.886615778,0.929169597,1
0.133391728,0.132743249,2.332027491,2.931681169,2.698112061,-0.212891675,-0.464511521,0.458164452,0.164632012,-0.291702368,-0.478320044,0.936485128,0.956018408,0.950939952,0
0.125997662,0.530365327,3.571757106,3.471981473,3.205819554,1.561627257,0.894026646,0.546118656,-0.204308931,-0.386623473,-0.117005156,0.87908224,0.960921676,0.971968498,1
0.136399438,0.103966837,2.388720813,3.028338744,3.066101159,-0.51905261,0.560843615,-0.259619272,-0.028667323,0.059142357,0.098738733,0.943847184,0.950851595,0.948770459,0
0.08528745,0.434784841,3.752843943,3.800304098,3.660627203,1.116173132,-0.174678006,-0.078074943,0.11497551,-0.069652225,0.334836137,0.8763347,0.94118434,0.92246038,1
0.097681279,0.149430053,2.660235278,3.247515295,3.22711477,0.598427611,-0.121783664,-0.726466849,0.88752025,-0.114601736,0.147211173,0.959248928,0.967910627,0.938259544,0
0.46999396,0.75529001,3.753445832,3.622801142,3.534266385,4.141003182,5.467633829,3.98123632,-0.554536481,0.285257291,-0.955306382,0.316740481,0.831370937,0.828892254,1
0.117264459,0.221889353,1.983243757,2.393996765,2.164244703,-0.234429543,-0.163240817,-0.19920899,0.418798138,-0.121437344,-0.070847904,0.925766099,0.90187089,0.941033438,0
0.083917834,0.372740737,3.091423222,3.252629465,3.081407942,2.902433051,0.988692682,-0.339388768,0.217910958,-0.411387222,-0.077778042,0.902863506,0.924352105,0.933515606,1
0.176110872,0.185787233,2.751893069,3.344071337,2.805569446,-0.201072505,-0.66359323,0.08228807,-0.219460889,-0.001767563,0.052025067,0.946212835,0.95570004,0.929343849,0
0.431621316,0.697073088,3.114558197,3.05266716,2.792022701,6.033794528,4.784923231,3.662367334,0.742263704,-0.376496063,0.456630116,0.382650887,0.84010645,0.830274471,1
0.282232761,0.167141038,2.049945856,2.607100701,2.066159355,0.427181433,0.390274527,0.02796781,0.364152503,-0.640535403,-0.252853919,0.874502397,0.890361196,0.860915409,0
0.233488729,0.639470513,4.308241764,4.244770539,4.422839944,6.97829583,6.17745852,6.86424116,1.194491133,0.435696423,-0.54565657,0.333955211,0.334711998,0.480025893,1
0.054778308,0.193648878,3.196917335,3.534747353,3.517459984,0.165250192,0.247341722,-0.192045484,-0.326879673,0.495915908,0.181205001,0.936874857,0.952920725,0.944720477,0
0.070612245,0.279582374,2.08306369,2.348552515,2.189819512,2.416160018,-0.365241608,-0.469191192,1.05204294,-0.151518876,-0.172418983,0.933390447,0.940402751,0.91310844,1
0.193213248,0.129237899,1.673956416,2.027157753,2.399703745,1.150598978,-0.57439585,0.238574208,0.313043768,0.615984686,-0.32186188,0.905248845,0.946891786,0.948032401,0
0.471269769,0.759950127,4.101926866,4.20934095,4.355349445,5.087629431,10.91062143,3.652364723,-0.561532098,1.990384359,0.382255609,0.290047631,0.210764948,0.252813275,1
0.447874287,0.074243415,2.156198256,3.348294558,2.602447673,-0.141810742,-0.63746814,-0.278177755,0.59619023,-0.000494629,0.201112337,0.868158967,0.952596821,0.922178538,0
0.57658892,0.720630591,4.080082088,4.203834591,4.169097252,3.87923715,6.709762615,5.204418702,0.333119101,-0.095932774,0.415624312,0.340269227,0.312595051,0.276128136,1
0.113692427,0.159476349,2.852048193,3.348674124,3.132716522,0.177070322,-0.293800163,-0.379593688,-0.274839814,0.47614714,-0.469769477,0.929157233,0.932666478,0.921859256,0
0.085866541,0.412603299,2.667330965,2.797189894,2.709182092,3.610306399,-0.315009891,-0.646791866,-0.541605459,-0.247448834,0.238356037,0.89308889,0.961944725,0.945046745,1
0.131631129,0.133911404,2.114029328,2.601433924,2.571427719,-0.088125649,-1.10609841,-0.606698585,-0.394850001,-0.207839241,0.314988945,0.965407105,0.929831128,0.961220436,0
0.442054248,0.728958896,4.125330912,3.787883563,4.041342832,4.824796651,7.282129012,5.151217886,-0.399132386,0.419394827,-1.017371232,0.276324704,0.428215087,0.619335807,1
0.235771425,0.112055372,1.950280884,2.737970771,2.38444217,0.64298937,-0.766939104,-0.508169997,-0.622016935,-0.124267466,-0.141451654,0.922196342,0.93926747,0.944034673,0
0.056004242,0.332914402,2.484292696,2.59753172,2.33512421,0.785850005,-0.951913359,-0.388452983,-0.494762765,0.060935553,0.050771368,0.933527791,0.946957519,0.947898071,1
0.321069636,0.068579176,1.841239052,2.879166669,2.400331586,0.212293772,-1.056952298,0.518617555,0.0963013,0.281733663,-0.73548517,0.931281248,0.944678924,0.933108328,0
0.373163148,0.644868113,3.46802803,3.041214915,2.88147655,2.930963386,2.812780103,1.121763382,-0.199476796,0.560806052,0.35347123,0.8875431,0.916531357,0.90379367,1
0.200480648,0.251567958,2.365275811,2.711711667,2.14829404,-0.710515117,-0.277853036,-0.769748291,0.099504069,0.574719146,-0.25835762,0.884757726,0.896227718,0.949374014,0
0.547632226,0.79528756,4.047914443,4.048751064,4.208861291,4.766134511,8.130914045,4.29961341,0.258036862,-0.032976563,-0.686051698,0.244900965,0.491511006,0.34051315,1
0.3918173,0.089487523,2.280857724,3.260269282,2.562056266,-0.52206668,0.098184045,-0.442326959,0.161514282,0.175917677,0.288280596,0.942248473,0.956699951,0.945499581,0
0.118558118,0.195108645,2.805618075,2.974452345,3.220793867,-0.241275587,-0.009669066,0.505720218,0.081841793,0.341583445,0.437268787,0.944247819,0.946815495,0.944527802,1
0.449332213,0.070335643,2.421515075,3.538326829,2.834389976,0.731297613,-0.754075296,-0.497702358,0.676604438,0.124796967,0.194181979,0.912339264,0.960398637,0.939305135,0
0.07172486,0.192905856,2.500193819,2.952781199,2.797324595,0.835901963,-0.688547328,-0.503649277,-0.311411985,0.172871985,0.081374932,0.958423622,0.941897973,0.94080944,1
0.10085132,0.195237288,2.426816344,2.966517103,2.620339033,-0.842290484,-0.402399016,-0.309109619,-0.261083862,-0.107177155,-0.162774788,0.929276652,0.965549028,0.958424929,0
0.028447647,0.428301309,3.144993809,3.183481951,3.073452483,3.146100693,0.444026466,1.789801852,-0.128092413,0.153904076,0.21486753,0.908920123,0.955705096,0.925645605,1
0.115481115,0.161878487,2.272264278,2.80454302,2.55111404,-0.535478782,-0.24588199,-0.263541152,0.03711936,0.259718982,-0.318262835,0.932472429,0.966116715,0.913951808,0
0.156612334,0.59113706,3.440512188,3.481543798,3.387347583,8.687946078,4.344535179,5.47950383,1.605813139,-0.775224604,-0.511533408,0.677746913,0.904049863,0.918634954,1
0.263037616,0.125570817,2.402893446,3.127577237,2.695707668,-0.527905466,-0.538245143,-0.517610098,0.145677068,0.455630755,-0.454564882,0.941614799,0.93632408,0.919120731,0
0.332900671,0.701958679,3.877071903,3.941203668,3.85438875,5.411981665,1.808999303,3.872134764,0.766804355,0.057841763,0.110366976,0.464076531,0.923749962,0.942752351,1
0.145679673,0.112274238,2.760816232,3.504809633,3.283159596,-0.053563158,-0.513050067,-0.518502548,0.195552765,0.161065891,-0.064093867,0.937212797,0.935929547,0.957349863,0
0.417284328,0.127795679,3.117263947,3.792835514,3.359465489,-0.253137438,0.279985533,-0.890494346,-0.205192758,-0.273745304,-0.046742581,0.936637546,0.971791264,0.92991402,1
0.145050554,0.225985318,3.295993155,3.797562056,3.428306989,1.694565092,-0.325342103,-0.057275858,-0.180034383,0.372950862,0.400660596,0.928627807,0.951479586,0.949512424,0
0.287458657,0.667620238,3.627215425,3.698376632,3.446477578,3.146932755,2.654590803,3.60209584,0.143201057,0.265404003,-0.280553254,0.46498742,0.956119284,0.887076943,1
0.174859415,0.577106728,3.362809361,2.935218837,2.960385456,-0.39228127,-0.698608132,0.461678409,-0.613033606,0.338381089,-0.534636931,0.953827226,0.947035214,0.94657677,0
0.150767835,0.161365015,3.001413738,3.597457487,3.447333704,2.703063786,-0.528293943,-0.545964757,-0.95318724,-0.09650441,-0.135637453,0.9552933,0.950987664,0.962368269,1
0.222387761,0.069651805,2.256134485,3.349726771,3.090226032,0.305441365,-0.574286243,0.465150715,0.625723118,0.223728535,0.127843289,0.923972108,0.960208217,0.938552111,0
0.324656036,0.710306428,3.315942698,3.083908123,3.055669412,6.050441485,4.348668477,3.483554623,0.338885746,0.012990295,-0.036547053,0.555824403,0.815349338,0.773064024,1
0.269955701,0.091933865,1.616355712,2.410288161,2.204610702,-0.573303375,-0.219372274,-0.855310348,0.399868217,-0.402940365,-0.273307962,0.930672874,0.911607231,0.925508966,0
0.203052649,0.549004329,2.909883501,2.638404958,2.955461196,5.715494606,4.561245966,-0.228175052,-0.167261965,-1.504372129,-0.123957366,0.866292784,0.95150662,0.922994585,1
0.173633594,0.115624579,2.237511722,2.947734456,2.742275117,-1.231566584,-0.805098218,-1.101405425,-0.110824111,-0.532199361,0.014464946,0.898778262,0.897007084,0.920865101,0
0.472750313,0.782955772,4.214057784,3.916616695,3.943699969,3.913222428,5.578535447,5.342451753,0.679820163,-0.043828023,-0.280514398,0.22639211,0.293134764,0.252734947,1
0.417654761,0.085372068,2.005417503,2.940359437,2.234370699,0.268571547,0.553265514,-0.198578015,-0.539398301,-0.620924342,-0.232834816,0.905546868,0.886903522,0.934309387,0
0.394812148,0.670324772,3.976605121,4.020973839,3.714480981,3.818169877,2.469788685,6.277893814,-0.352340514,-0.518493055,0.876848022,0.566516788,0.939452191,0.843239421,1
0.255593587,0.068106666,2.217189404,3.192813515,3.008196694,-0.203235308,0.200167545,-0.839636032,0.422972826,-0.22199855,0.063119737,0.910361071,0.942261048,0.903417466,0
0.178966221,0.518235616,3.394411245,3.596077787,3.205760988,3.022514022,0.304711616,0.905122677,-0.549986861,0.288388106,0.222807273,0.667613397,0.940424003,0.865309919,1
0.029186912,0.271425199,2.571238132,2.761191989,2.67225576,-0.099424545,-0.224520432,0.24767445,0.00249987,-0.115746394,-0.134832245,0.946270294,0.960689347,0.932722888,0
0.110358796,0.36495911,2.885997297,2.805481839,2.98640131,1.052779219,-0.719633954,0.594014236,0.267624736,-0.06044903,-0.348356572,0.857031262,0.908000741,0.936045534,1
0.266147102,0.156668001,2.301412928,2.822296353,2.473196993,-0.91396614,0.251903803,-0.275091635,-0.035823056,-0.607182743,-0.533460746,0.929089592,0.879576648,0.927608777,0
0.105631451,0.535209409,3.159716443,3.177485743,3.033326493,4.845093953,0.129310283,0.565346467,0.532444796,0.048388408,-0.641591798,0.871227533,0.885279914,0.940221255,1
0.032909223,0.240124742,3.045058297,3.288147454,3.147355238,0.142688176,-0.186699112,-0.3893803,0.301988112,0.096096737,-0.269424193,0.963492781,0.959028821,0.953296939,0
0.223222518,0.586688084,3.297263155,3.04075734,2.775762635,1.800228437,1.423178834,0.090182407,0.414185244,1.08860746,0.147118543,0.895531201,0.954827497,0.970180057,1
0.095381954,0.314186128,2.526329291,2.777620587,2.270163862,-0.239578226,-0.669114908,0.398830149,-0.020248954,-0.112518035,0.089597961,0.909417576,0.961769913,0.950823292,0
0.454409164,0.721882385,3.962738767,3.680800038,3.997237854,6.356173592,6.35941464,4.664468968,-0.875074792,0.029752507,0.337978688,0.258266085,0.314275905,0.609898475,1
0.258751829,0.135707848,2.179608082,2.944967636,2.410434105,-0.781314076,-0.816577434,0.232215629,-0.114523345,0.069512996,-0.013278452,0.94620237,0.946279975,0.943709108,0
0.478340135,0.759971696,3.454181724,3.173767179,3.493940262,9.546907706,3.518019871,0.264095218,-1.369542879,0.804758394,0.626258111,0.805049669,0.95322275,0.91287912,1
0.182588446,0.364465696,3.548801674,3.534061627,3.574222001,-1.114954646,-0.299330037,-0.366339484,-0.240543854,-0.429922907,0.725780034,0.837444692,0.949878241,0.869531622,0
0.190335789,0.59813914,3.86032609,3.799854226,3.665368036,2.94184202,1.303073858,0.338769584,0.203048771,0.352902467,0.34333165,0.875924231,0.937937464,0.948177941,1
0.331082164,0.069048996,2.582470569,3.617153306,3.278843166,-0.217145623,-0.134327837,-0.299565,-0.119250901,0.29725917,-0.011325661,0.930949828,0.939110798,0.939285014,0
0.062678119,0.366484046,3.027298305,3.206401339,2.903860467,1.418071091,-0.471579429,0.254829449,-0.368426583,-0.185577776,0.355100907,0.92268163,0.963959714,0.950920625,1
0.126444708,0.161072825,2.364741776,2.962969849,2.630363315,0.120863155,-0.763381925,0.444466169,0.402584319,-0.044372995,-0.096462722,0.882876284,0.950905868,0.954281127,0
0.086317984,0.430953615,2.588414742,2.70410706,2.537839908,4.709233271,-0.783902094,-0.015587365,0.58538707,-0.465077368,0.53660785,0.871260106,0.8734231,0.952911172,1
0.617579136,0.067623772,2.544727979,2.636362163,3.747488356,-0.73720173,-0.656201602,-0.497563171,0.168514805,-0.336118642,-0.04964173,0.92844776,0.914824239,0.963588902,0
0.351186452,0.665826518,4.044054496,3.669922005,3.371044347,0.477162195,0.826260194,0.959747429,0.038019399,0.526054122,-0.244916236,0.771241901,0.907928366,0.79332168,1
0.159650434,0.135815696,1.874356477,2.59384496,2.334295816,-0.8004788,-0.118627401,-0.546960284,-0.06838509,0.369366161,0.080967566,0.946001306,0.922803428,0.925608583,0
0.385802501,0.727227995,3.953200886,3.552569139,3.59637383,2.356617662,2.472262143,2.333574753,0.065502262,-0.488641693,0.673918438,0.684908006,0.949331942,0.914766894,1
0.100008506,0.158441588,2.559686317,3.124758483,3.03626207,-0.188592996,-0.596734274,-0.911936434,-0.486844749,0.119655667,0.129620472,0.957611779,0.942532913,0.952495117,0
0.047053438,0.337440534,2.463302289,2.411537706,2.535492811,0.731682606,-0.133793065,-0.12439585,0.757474442,-0.198675027,0.364418288,0.92345391,0.946004824,0.943007837,1
0.178308717,0.259233833,2.02681356,2.500448699,1.904992593,1.145952319,-0.273415608,0.28943847,-1.171892289,0.647017645,-0.086520864,0.900556042,0.92045211,0.931939829,0
0.249510504,0.653579979,3.650003795,3.317374821,3.328620311,3.15351676,3.033227585,1.697920215,-0.445480134,0.476230363,0.242516025,0.779223145,0.872979805,0.906148901,1
0.161916267,0.100830388,2.094587796,2.673573228,2.898116369,0.063411597,-0.569727192,-0.197261556,0.315887836,-0.231813414,0.380430709,0.951310347,0.829776073,0.950833984,0
0.066787397,0.399212608,2.963806759,2.818021874,2.91135227,1.38555592,-0.536598175,1.499059359,-0.403685099,0.142189935,0.461026626,0.943813258,0.939711379,0.9319152,1
0.151614628,0.215048716,2.338680251,2.480428513,2.740442482,0.200078114,-0.973717999,-0.6105681,-0.256380901,-0.05762532,-0.204279984,0.929535102,0.943440519,0.950401048,0
0.409929885,0.705893758,3.393753606,2.928424662,2.982340809,3.129888901,5.509414872,2.680283975,0.324758095,-0.500183399,0.47405176,0.737929424,0.904354574,0.89666654,1
0.113148327,0.335468585,2.310445576,2.476527677,2.137189936,0.40582695,-0.22783626,-0.798898009,-0.500477397,-0.41799257,0.264316246,0.917061125,0.935660768,0.924041793,0
0.314289914,0.66261078,3.682382036,3.695278202,3.58741085,4.142353057,3.310231274,2.103983065,0.580225982,0.068805372,-0.256281385,0.504586963,0.892814833,0.924766757,1
0.117855852,0.13657243,2.227561356,2.867235703,2.704271132,-0.924422885,-0.586047463,-0.451982051,0.260275531,-0.351730502,0.268722803,0.933333751,0.925132076,0.955514145,0
0.343387347,0.228256111,2.609605494,2.93989143,2.623482045,-0.710272968,-0.653019889,-0.887339426,0.05357588,0.106660095,0.029581869,0.943180787,0.88767883,0.923016079,1
